Keyword,Searches: Feb 2014,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016
organize fabric,40,50,40,40,30,50,40,50,40,50,50,70,50,50,40,40,30,40,50,30,40,50,50,90
outdoor advertising,1300,1600,1900,1300,1300,1300,1000,1300,1600,1900,1300,1300,1300,1600,1900,1300,1000,1000,1000,1000,1600,1600,1300,1300
outdoor clothing,4400,3600,3600,3600,2900,3600,3600,4400,5400,8100,6600,4400,4400,3600,3600,3600,2900,3600,3600,4400,5400,6600,6600,5400
outsourcing,22200,27100,33100,27100,14800,14800,12100,22200,27100,22200,22200,18100,22200,27100,33100,27100,14800,14800,14800,22200,27100,22200,18100,18100
paints,2900,3600,3600,3600,2900,3600,3600,4400,4400,4400,3600,3600,3600,4400,4400,4400,3600,3600,3600,4400,4400,4400,4400,4400
paper,74000,60500,60500,49500,40500,40500,40500,49500,60500,246000,74000,74000,60500,60500,60500,60500,60500,49500,49500,74000,74000,74000,74000,74000
paper mils,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10
paper products,1900,2400,2400,2400,1900,1900,1900,1900,1900,1900,1600,1900,1900,2400,1900,1900,1900,1900,1600,1900,1900,1900,1900,2400
parking lots,880,1000,1300,1000,880,1000,1000,1000,1300,1000,1000,1000,1000,1300,1600,1600,1300,1300,1600,1600,1300,1600,2400,2900
paving,2900,3600,5400,3600,3600,3600,3600,4400,3600,2900,2900,2900,2900,4400,4400,4400,3600,3600,3600,3600,4400,2900,2900,2900
payment services,390,390,590,390,320,390,390,390,480,480,390,390,480,480,590,480,480,480,480,480,590,590,480,590
pearls,27100,27100,22200,27100,22200,22200,22200,22200,22200,27100,33100,27100,27100,27100,27100,27100,22200,22200,27100,27100,33100,27100,33100,27100
pension funds,880,880,880,880,720,590,590,1300,1000,1000,880,880,1000,1000,1000,880,880,720,720,1000,1000,1000,1000,1000
performing arts,5400,5400,4400,4400,3600,3600,4400,5400,5400,5400,4400,5400,5400,5400,5400,6600,5400,4400,5400,5400,6600,5400,5400,6600
perfume,49500,49500,49500,49500,74000,40500,49500,49500,60500,74000,110000,49500,49500,60500,49500,60500,49500,60500,60500,74000,90500,135000,165000,74000
personal care,1600,1600,1900,1600,1600,1600,1600,1600,1600,1600,1600,1900,1600,2400,1600,1900,1600,1600,1900,1900,1900,1900,2400,1900
personal loans,74000,110000,135000,165000,165000,165000,165000,165000,165000,135000,135000,135000,90500,135000,165000,165000,201000,201000,201000,201000,165000,165000,165000,165000
personal music players,110,30,20,20,30,20,20,20,30,40,30,10,40,30,40,40,30,30,30,40,10,40,40,30
personal products,110,90,90,140,90,90,110,110,90,90,110,110,110,110,140,140,110,110,70,110,110,90,110,170
pest control,33100,40500,49500,60500,60500,74000,74000,74000,60500,49500,40500,49500,49500,60500,74000,74000,90500,90500,90500,74000,74000,60500,49500,49500
pesticide,5400,6600,6600,6600,5400,4400,5400,6600,6600,6600,5400,6600,6600,8100,9900,8100,5400,4400,5400,6600,6600,6600,5400,5400
pet food,5400,5400,6600,6600,5400,6600,5400,6600,6600,6600,5400,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,8100
pet supplies,22200,27100,22200,22200,22200,27100,27100,22200,22200,27100,27100,27100,22200,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100
petroleum,27100,27100,27100,27100,14800,12100,14800,22200,27100,22200,22200,27100,27100,27100,33100,33100,18100,18100,18100,27100,27100,27100,27100,33100
pharmaceuticals,8100,8100,8100,8100,6600,5400,6600,8100,8100,6600,6600,8100,8100,8100,8100,6600,6600,6600,6600,8100,9900,8100,6600,8100
photography,110000,135000,110000,110000,90500,90500,110000,135000,135000,135000,110000,135000,110000,135000,110000,110000,90500,90500,110000,110000,135000,135000,135000,135000
photovoltaic,9900,9900,12100,12100,8100,6600,6600,9900,9900,9900,8100,9900,9900,9900,12100,9900,6600,6600,6600,8100,9900,9900,9900,9900
pig farming,1000,1300,1000,1000,720,720,880,880,880,1000,1000,1300,1000,1000,1000,1000,880,1000,1000,880,880,880,880,880
pipelines,1300,1300,1300,1000,1000,880,1000,1300,1300,1600,1300,1300,1300,1300,1300,1900,1000,1000,1300,1600,1600,1600,2400,4400
plastics,4400,4400,4400,4400,3600,3600,3600,5400,4400,4400,4400,4400,4400,5400,5400,5400,4400,4400,4400,4400,5400,4400,4400,5400
platinum,74000,74000,60500,60500,60500,60500,60500,74000,90500,74000,74000,74000,74000,90500,74000,74000,60500,74000,74000,90500,90500,90500,90500,90500
plumbing,33100,33100,33100,33100,27100,33100,33100,33100,33100,33100,33100,40500,33100,40500,33100,33100,33100,33100,40500,40500,40500,40500,40500,49500
point of sale,8100,8100,8100,8100,6600,6600,6600,6600,8100,6600,5400,6600,6600,8100,8100,6600,6600,6600,6600,6600,8100,6600,6600,6600
polymers,9900,8100,8100,9900,5400,3600,5400,14800,12100,8100,8100,9900,9900,9900,9900,8100,5400,4400,5400,14800,12100,9900,8100,9900
POS,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,49500,40500,49500,40500,40500,40500,40500,40500,49500,49500,40500,40500,49500
poultry,14800,18100,18100,14800,12100,14800,14800,18100,18100,18100,18100,18100,18100,22200,22200,22200,18100,18100,18100,18100,22200,27100,22200,27100
power producers,10,10,10,10,20,20,10,10,20,20,30,20,20,20,10,20,30,50,70,30,20,40,20,20
precious metals,8100,9900,8100,8100,8100,8100,8100,8100,9900,9900,9900,9900,9900,9900,8100,8100,8100,9900,9900,9900,9900,8100,9900,9900
printing,18100,22200,18100,18100,18100,18100,18100,18100,22200,18100,18100,22200,18100,22200,22200,22200,22200,22200,22200,27100,27100,22200,27100,27100
private banks,320,390,320,320,320,320,320,590,480,390,390,480,480,390,390,390,320,390,390,390,390,390,320,590
private equity,18100,18100,18100,14800,14800,18100,18100,18100,18100,18100,14800,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,14800,18100
private planes,1600,1600,1600,1600,1600,1900,1600,1600,1600,1300,1300,1300,1300,1300,1000,1300,1300,1300,1300,1000,880,880,1000,1300
processors,2900,2900,2900,2900,2400,2900,2900,3600,2900,3600,2900,3600,2900,3600,2900,2900,2900,2900,2900,3600,2900,3600,3600,3600
production equipment,260,260,320,260,260,320,260,320,390,320,320,320,320,320,320,320,320,320,320,320,320,390,320,320
professional sports,720,720,880,720,590,590,590,880,880,720,720,720,720,720,880,880,590,480,480,880,880,880,720,720
programming software,880,880,880,720,720,590,880,880,1000,880,880,880,880,880,880,880,720,720,720,880,880,1000,880,880
property insurance,2400,3600,3600,3600,2400,2400,2400,2900,2900,2900,2900,2900,2900,3600,4400,3600,2900,2900,2900,2900,3600,3600,2900,3600
prosthetics,18100,18100,22200,18100,14800,14800,14800,14800,18100,14800,12100,14800,14800,14800,12100,8100,8100,6600,8100,9900,9900,9900,8100,9900
public facilities,210,170,170,210,140,110,110,170,170,170,170,170,170,170,210,210,140,140,140,210,210,170,210,170
public relations,33100,33100,33100,33100,22200,27100,27100,33100,33100,33100,27100,33100,33100,33100,33100,27100,27100,27100,27100,33100,33100,33100,27100,33100
publishing,4400,4400,4400,3600,3600,3600,3600,4400,5400,4400,3600,4400,4400,4400,4400,3600,3600,3600,4400,5400,4400,4400,3600,4400
pulp,9900,9900,9900,9900,9900,12100,12100,9900,12100,12100,9900,12100,12100,14800,12100,12100,12100,12100,14800,12100,12100,12100,12100,14800
pump equipment,10,10,20,10,20,10,30,10,10,20,30,50,30,50,30,30,30,20,40,40,30,30,40,20
purification,2400,2400,2400,1900,1600,1600,1600,2400,2900,2400,2400,2900,2900,2900,2900,2400,1900,1900,1900,2900,2900,2900,2900,2900
quick service restaurants,170,170,170,170,170,140,170,170,210,170,170,170,210,170,210,170,140,170,170,140,210,140,140,140
radio,201000,201000,201000,201000,165000,165000,165000,201000,201000,201000,201000,201000,165000,201000,201000,201000,165000,165000,246000,368000,368000,368000,450000,450000
rail operators,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10
rails,14800,18100,18100,14800,14800,18100,18100,18100,22200,18100,18100,18100,18100,18100,18100,18100,18100,18100,22200,22200,22200,18100,18100,18100
railway freight,720,720,480,480,480,590,590,590,480,590,720,880,1300,880,720,720,720,880,880,880,880,1000,1000,1300
rare earth,8100,8100,8100,8100,8100,8100,8100,6600,8100,8100,8100,8100,9900,27100,9900,9900,9900,14800,9900,9900,8100,6600,8100,9900
rating agencies,720,880,880,590,720,590,590,720,720,590,590,590,720,720,720,590,590,590,480,720,720,590,720,880
ready made meals,170,170,260,260,210,260,320,320,260,210,320,320,320,320,320,390,390,390,480,480,590,480,720,720
real estate,368000,450000,450000,368000,368000,368000,368000,368000,368000,301000,301000,450000,368000,450000,450000,368000,368000,450000,450000,368000,368000,368000,368000,450000
recreation,14800,18100,18100,18100,14800,14800,14800,18100,18100,14800,14800,18100,18100,18100,18100,14800,12100,18100,18100,18100,18100,18100,18100,22200
recreational products,20,30,30,50,50,40,50,50,40,30,30,30,30,40,30,40,30,30,30,30,40,50,50,30
recycling,60500,74000,90500,74000,49500,49500,49500,60500,74000,74000,60500,74000,60500,74000,110000,74000,60500,49500,60500,74000,74000,74000,60500,74000
red meat,8100,9900,8100,8100,9900,8100,8100,8100,8100,8100,8100,12100,9900,9900,9900,9900,9900,9900,9900,9900,33100,14800,9900,14800
refining,1600,1600,1600,1600,1300,1300,1300,1900,1900,1600,1600,1900,1900,1900,1900,1600,1300,1300,1600,1900,1900,1900,1600,1900
regional airlines,1600,1600,1600,1300,1300,1300,1300,1600,1300,1300,1300,1600,1300,1600,1600,1600,1300,1600,1600,1600,1300,1300,1300,1600
reinsurance,5400,6600,5400,5400,5400,5400,5400,5400,6600,5400,5400,6600,6600,6600,6600,6600,6600,6600,5400,6600,6600,5400,5400,6600
reits,6600,6600,6600,6600,6600,8100,6600,8100,6600,6600,6600,8100,9900,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100
residential homes,390,480,390,390,390,390,320,390,320,260,210,320,260,390,320,320,320,260,320,320,320,320,260,320
residential real estate,880,880,1000,880,880,880,720,1000,880,880,720,880,880,1000,880,880,880,880,880,880,880,880,880,1000
residential reits,90,70,140,70,90,110,110,110,110,90,90,110,110,110,110,90,90,140,110,90,110,90,90,140
resorts,12100,12100,9900,9900,12100,12100,12100,9900,9900,8100,8100,12100,12100,12100,12100,12100,12100,12100,12100,9900,9900,9900,9900,14800
restaurants,1220000,1500000,1220000,1500000,1220000,1000000,1000000,1000000,1000000,823000,823000,823000,823000,1220000,2240000,3350000,4090000,4090000,2240000,3350000,4090000,2740000,2740000,2240000
retail reits,110,110,140,110,90,110,90,110,90,110,90,110,140,110,110,90,110,140,90,110,140,140,110,140
retail stores,4400,4400,4400,4400,4400,4400,3600,4400,5400,5400,5400,4400,4400,5400,5400,5400,5400,4400,4400,5400,5400,6600,6600,5400
retirement homes,2900,2900,2900,2900,2900,2900,2900,2900,3600,2900,2900,5400,3600,3600,3600,3600,4400,4400,4400,4400,4400,5400,5400,6600
rfid,40500,40500,49500,40500,33100,33100,40500,49500,49500,40500,40500,40500,40500,49500,49500,40500,40500,49500,40500,49500,49500,49500,40500,40500
roofing,22200,22200,27100,27100,22200,22200,22200,22200,22200,18100,18100,22200,22200,27100,27100,22200,22200,22200,22200,22200,27100,22200,22200,27100
rubber,22200,27100,22200,22200,22200,22200,22200,22200,27100,22200,22200,27100,22200,27100,27100,27100,22200,22200,22200,27100,27100,27100,22200,27100
satellite,74000,90500,74000,74000,60500,60500,60500,60500,74000,60500,60500,74000,60500,74000,90500,110000,90500,110000,110000,110000,110000,110000,110000,110000
satellite communications,880,1000,1000,880,880,880,880,880,880,720,720,880,880,1000,1000,1000,1600,1900,1600,1600,1300,1600,1300,1600
satellite navigation,170,170,170,210,170,140,140,210,170,140,170,170,170,260,210,140,140,140,210,260,210,170,210,210
scientific equipment,320,320,390,390,320,260,720,880,480,390,390,480,390,480,390,320,260,320,880,1000,480,390,390,590
seafood products,50,30,30,50,30,30,30,40,50,50,40,30,30,40,40,40,40,30,40,50,30,30,40,70
search engines,165000,201000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,135000,165000,165000,135000,135000,135000,135000,135000,135000,135000,135000,135000
securities exchanges,40,50,70,50,40,40,30,30,40,90,20,40,50,50,70,40,30,40,30,40,30,40,50,30
security,60500,60500,60500,60500,49500,60500,60500,60500,74000,60500,60500,74000,60500,60500,60500,60500,60500,60500,90500,110000,110000,110000,135000,165000
semiconductor manufacturing,480,590,590,590,480,480,480,590,590,590,480,590,590,720,720,590,590,590,590,720,590,590,390,590
semiconductors,2900,2900,2900,2900,1900,1600,1900,3600,3600,2900,2900,2900,3600,3600,3600,2900,2400,2400,1900,2900,3600,2900,2900,2900
servers,14800,14800,14800,12100,12100,12100,12100,12100,14800,12100,12100,12100,12100,14800,12100,12100,14800,14800,14800,14800,14800,14800,18100,18100
sewage systems,110,140,110,110,50,90,90,110,110,90,90,140,390,260,390,390,390,320,320,390,320,320,260,260
sewage treatment,1600,1900,1900,1900,1300,1000,1000,1000,1300,1300,1300,1600,1600,1900,2400,1900,1300,1000,880,880,1000,1300,1000,1000
shell companies,320,390,390,320,320,390,320,390,390,320,320,320,1600,390,390,320,390,480,320,390,390,480,590,880
ship parts,880,880,880,880,720,720,720,720,880,880,880,1300,720,880,720,720,720,880,720,880,880,880,720,880
ship repair,90,110,70,90,90,110,90,50,70,110,110,110,110,140,140,140,90,140,110,90,110,110,90,140
shipbuilding,880,880,720,720,720,720,880,1600,1300,1000,880,1000,880,880,880,880,720,880,880,1600,1300,1300,1000,1300
shoes,550000,673000,550000,550000,450000,450000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,450000,550000,673000,550000,673000,673000,823000,673000
silver,110000,110000,110000,110000,90500,90500,90500,135000,135000,135000,135000,135000,135000,135000,110000,110000,110000,135000,135000,135000,135000,135000,135000,165000
single homes,90,50,90,70,70,70,50,70,70,50,50,50,70,70,70,90,90,50,90,90,90,110,70,110
ski resorts,8100,3600,1600,1300,1300,1900,2900,4400,5400,9900,14800,14800,9900,5400,1900,1900,2400,2900,4400,5400,8100,14800,22200,27100
slaughterhouses,1000,1000,1000,880,590,480,390,590,720,880,720,590,720,880,880,720,480,480,390,480,720,720,590,720
smart grid,5400,5400,6600,4400,4400,4400,3600,5400,5400,5400,4400,4400,4400,5400,5400,4400,3600,2900,3600,4400,4400,4400,3600,3600
smart phones,12100,12100,9900,12100,12100,12100,14800,14800,14800,14800,14800,9900,9900,9900,9900,9900,9900,9900,12100,9900,9900,12100,12100,9900
snack food,1300,1600,1300,1300,1300,1600,1600,1900,2400,1900,1900,2400,2400,1900,1600,1900,1900,1900,1600,1900,1900,1600,1900,1900
social media,74000,74000,90500,74000,60500,60500,60500,74000,90500,90500,74000,74000,90500,90500,110000,90500,74000,60500,90500,110000,135000,135000,135000,135000
socks,60500,60500,49500,49500,40500,49500,49500,60500,74000,90500,110000,74000,60500,60500,60500,60500,49500,49500,60500,60500,74000,110000,135000,90500
soda,49500,40500,40500,40500,27100,33100,27100,33100,40500,33100,33100,33100,33100,33100,33100,33100,27100,27100,33100,40500,40500,40500,40500,40500
souvenir stores,40,90,90,90,90,110,110,50,70,50,90,90,90,110,110,140,170,210,210,140,90,70,70,70
spacecraft,6600,6600,6600,6600,4400,4400,5400,6600,8100,9900,8100,6600,6600,6600,8100,8100,5400,5400,5400,8100,8100,9900,8100,9900
sporting goods,40500,49500,49500,49500,49500,49500,49500,49500,40500,40500,49500,40500,40500,49500,49500,60500,60500,60500,60500,60500,49500,49500,60500,49500
sports goods,880,880,880,880,1000,1000,1000,1000,880,880,1000,880,880,1000,1000,1300,1300,1300,1000,1000,1000,1000,1300,1000
sportswear,6600,6600,6600,6600,5400,5400,8100,8100,8100,8100,8100,6600,6600,8100,6600,6600,6600,6600,8100,8100,6600,8100,8100,6600
staffing services,1600,1900,1900,1900,1900,1900,1900,1900,1900,1600,1900,2400,1900,2400,1900,1900,2400,2400,2400,2400,2400,1900,1900,2400
steel,49500,49500,60500,49500,49500,49500,49500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,74000,74000,74000,74000,74000
steel mills,590,720,590,590,480,390,390,720,720,590,590,590,590,720,590,480,590,390,480,590,720,720,590,590
storage,60500,74000,74000,74000,74000,74000,74000,74000,74000,60500,60500,74000,74000,74000,74000,90500,90500,90500,90500,90500,90500,90500,90500,110000
sugar,60500,60500,60500,74000,49500,49500,49500,74000,74000,74000,74000,135000,201000,301000,246000,246000,165000,165000,135000,135000,135000,135000,135000,165000
super computers,590,720,590,480,480,390,590,880,720,590,590,720,720,590,590,590,480,590,590,1000,720,720,590,720
supermarkets,2400,2900,2900,2900,2900,3600,3600,2900,2900,2900,2900,2900,2400,2900,2900,3600,3600,3600,4400,3600,3600,4400,4400,3600
sustainable homes,1300,1000,1000,1300,880,880,720,880,880,880,880,880,880,880,880,1000,720,720,590,720,720,720,720,720
synthetic fabrics,260,210,320,260,170,170,170,260,260,320,210,260,480,260,260,260,170,210,210,260,320,480,390,390
tablets,246000,201000,165000,165000,201000,165000,201000,201000,201000,368000,550000,201000,201000,165000,135000,165000,165000,165000,165000,165000,165000,301000,368000,201000
tankers,590,720,590,720,590,590,590,880,880,720,720,1600,1000,1000,880,720,590,590,720,720,880,720,720,880
tax services,22200,12100,9900,2900,2900,3600,3600,3600,4400,4400,6600,22200,27100,14800,12100,3600,3600,4400,4400,4400,4400,4400,6600,22200
taxi,246000,246000,201000,246000,201000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,301000,301000,301000,301000,301000,301000
tea,165000,165000,165000,165000,135000,110000,135000,135000,135000,135000,135000,165000,165000,165000,165000,135000,135000,110000,135000,135000,135000,135000,135000,165000
teen fashion,4400,4400,4400,3600,4400,5400,5400,3600,2900,3600,3600,3600,3600,3600,2900,3600,3600,5400,5400,3600,3600,4400,4400,4400
telecomm,720,720,880,720,720,880,720,880,720,590,720,720,720,880,880,880,880,880,880,880,880,720,720,720
telecommunications,18100,18100,18100,18100,14800,14800,14800,18100,18100,18100,14800,18100,18100,22200,22200,18100,18100,18100,18100,22200,22200,22200,18100,22200
television,110000,90500,90500,90500,74000,74000,90500,90500,90500,165000,165000,110000,90500,90500,90500,110000,110000,135000,135000,135000,165000,301000,368000,301000
testing equipment,170,170,320,260,480,320,260,170,170,110,140,170,590,390,260,480,320,140,390,170,260,480,320,210
textiles,12100,12100,12100,9900,6600,6600,6600,12100,12100,12100,9900,12100,12100,14800,12100,12100,8100,6600,8100,9900,12100,12100,9900,12100
thermal,8100,8100,8100,6600,4400,4400,5400,9900,12100,14800,12100,12100,9900,9900,9900,8100,6600,5400,8100,9900,14800,18100,14800,18100
timber,301000,246000,165000,165000,110000,110000,90500,74000,74000,74000,74000,74000,60500,60500,60500,60500,60500,60500,49500,49500,60500,60500,60500,60500
tire manufacturers,1300,1300,1300,1000,1000,1300,1000,1300,1300,1300,1300,1300,1300,1300,1300,1000,1000,1300,1000,1000,1300,1300,1000,1300
tires,301000,301000,301000,301000,246000,301000,301000,301000,301000,368000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000
tobacco,49500,60500,60500,60500,40500,40500,40500,60500,60500,60500,60500,49500,49500,60500,60500,60500,40500,40500,49500,60500,60500,60500,60500,60500
tobacco farming,390,480,390,480,320,320,390,590,480,390,320,390,320,320,390,390,320,260,390,480,320,320,260,320
tools,60500,60500,60500,60500,49500,49500,60500,60500,60500,74000,74000,74000,60500,74000,60500,60500,60500,60500,74000,74000,90500,90500,110000,90500
toys,74000,90500,74000,90500,90500,90500,110000,110000,135000,301000,301000,110000,110000,110000,90500,110000,110000,135000,135000,165000,201000,450000,450000,165000
toys and games,390,390,480,390,390,480,480,480,720,1000,1300,590,480,720,480,390,480,480,590,590,590,1600,1900,880
trains,60500,60500,60500,60500,49500,49500,60500,60500,60500,74000,74000,74000,60500,74000,60500,60500,60500,60500,60500,74000,74000,74000,74000,74000
travel agents,12100,12100,9900,8100,8100,8100,6600,8100,8100,8100,8100,14800,12100,9900,8100,8100,8100,8100,8100,6600,6600,5400,6600,9900
travel insurance,49500,60500,49500,60500,60500,60500,49500,49500,49500,40500,40500,60500,49500,60500,60500,60500,60500,60500,60500,49500,49500,49500,49500,60500
truck rental,40500,49500,49500,60500,74000,74000,74000,49500,49500,49500,40500,40500,49500,49500,60500,74000,74000,90500,74000,60500,49500,49500,49500,49500
trucking,6600,6600,6600,6600,6600,6600,6600,8100,8100,6600,6600,8100,6600,8100,6600,6600,6600,6600,8100,9900,9900,9900,9900,12100
trucks,90500,90500,90500,90500,74000,74000,90500,90500,90500,90500,90500,110000,110000,110000,90500,90500,90500,90500,90500,110000,110000,110000,110000,135000
turbines,2900,2400,2900,2900,1600,1600,1600,2400,2900,2900,2400,2400,2900,2900,2900,2900,1900,1900,1600,2400,2400,2900,2400,2400
tv production,720,720,720,720,480,480,720,880,880,590,590,720,720,720,590,720,480,480,720,720,720,720,590,720
uniforms,18100,18100,18100,14800,14800,18100,22200,18100,18100,14800,12100,18100,14800,18100,18100,14800,14800,22200,27100,18100,18100,14800,12100,18100
uranium,40500,40500,40500,49500,22200,18100,27100,60500,60500,49500,49500,60500,49500,49500,60500,49500,27100,33100,33100,60500,60500,60500,49500,49500
used car dealership,3600,3600,3600,3600,3600,3600,4400,4400,4400,3600,3600,5400,6600,6600,5400,5400,5400,6600,6600,5400,5400,5400,4400,6600
used goods,170,170,170,170,170,170,140,140,210,170,170,170,170,170,210,210,210,210,210,210,260,260,210,210
vegetables,49500,60500,60500,49500,40500,40500,49500,60500,60500,60500,49500,60500,60500,74000,74000,74000,60500,74000,74000,74000,90500,90500,90500,110000
vending machines,22200,22200,22200,22200,22200,22200,18100,22200,22200,18100,14800,18100,18100,18100,18100,18100,14800,18100,18100,18100,22200,18100,14800,22200
venture capital,22200,22200,27100,22200,18100,22200,18100,27100,27100,22200,22200,22200,22200,27100,27100,22200,22200,22200,22200,22200,22200,22200,18100,22200
veterinarian,201000,201000,201000,246000,201000,201000,201000,246000,246000,201000,201000,246000,201000,246000,201000,201000,201000,201000,201000,201000,246000,301000,301000,246000
veterinary equipment,320,320,390,590,260,210,390,590,480,480,480,480,480,260,480,320,390,480,320,390,320,480,390,320
VOIP,40500,40500,40500,40500,33100,33100,40500,40500,40500,33100,33100,40500,33100,40500,40500,33100,33100,33100,40500,40500,40500,40500,33100,40500
wallpaper,450000,550000,450000,450000,368000,450000,450000,450000,450000,450000,550000,550000,550000,550000,450000,450000,450000,450000,550000,550000,550000,673000,823000,823000
warehousing,1300,1600,1600,1300,1600,1600,1300,1600,1900,1600,1600,1900,1600,1900,1600,1600,1300,1600,1300,1600,1600,1600,1600,1600
waste systems,70,70,140,140,110,110,90,110,110,110,90,110,140,140,170,170,110,140,110,170,170,210,140,140
watches,110000,110000,110000,110000,110000,110000,110000,110000,135000,165000,201000,135000,110000,135000,110000,135000,135000,110000,135000,135000,135000,201000,246000,135000
water,201000,201000,201000,201000,165000,165000,165000,201000,246000,201000,201000,246000,201000,246000,246000,246000,201000,201000,201000,246000,246000,246000,201000,246000
water supply,1300,1300,1300,1600,1000,1000,1300,1300,1300,1300,1000,1300,1300,1600,1600,1300,1300,1300,1000,1300,1300,1300,1300,1900
wealth management,8100,9900,9900,8100,9900,9900,9900,9900,12100,9900,9900,12100,12100,12100,9900,9900,9900,9900,9900,9900,12100,9900,9900,14800
welding,40500,40500,40500,40500,33100,33100,40500,40500,49500,40500,40500,49500,40500,49500,49500,49500,40500,40500,49500,49500,49500,49500,49500,60500
wholesale equipment,110,110,110,110,110,140,140,140,140,140,140,170,170,140,140,140,110,210,170,170,170,210,140,170
wifii,260,320,260,260,210,260,320,320,260,260,320,320,320,320,260,260,260,260,320,260,260,320,390,390
wind,40500,49500,49500,49500,33100,27100,27100,40500,40500,49500,40500,49500,49500,49500,49500,49500,33100,33100,40500,49500,49500,49500,49500,49500
window frames,880,1000,1000,1000,1300,1000,1000,1000,1000,1000,1000,1300,1000,1300,1300,1300,1000,1300,1300,1300,1300,1300,1600,1300
wineries,4400,5400,5400,6600,6600,6600,8100,6600,6600,4400,4400,4400,5400,5400,5400,8100,9900,9900,9900,8100,9900,6600,6600,6600
wireless telecommunications,140,140,140,140,110,90,90,140,140,110,110,90,140,110,90,90,70,70,90,90,110,110,90,90
women's apparel,3600,4400,4400,3600,2900,3600,2900,2900,3600,2900,3600,2900,2900,3600,2900,2900,2900,2900,2900,2900,2900,2400,2900,2400
women's clothing,49500,60500,60500,49500,40500,40500,40500,49500,49500,49500,49500,49500,49500,60500,49500,49500,33100,33100,40500,40500,40500,40500,40500,40500
women's footwear,170,140,170,140,110,170,140,170,170,210,210,210,260,170,140,210,210,140,210,140,170,210,260,260
wood,60500,60500,60500,60500,49500,49500,49500,60500,60500,60500,60500,60500,60500,74000,60500,60500,60500,60500,60500,60500,74000,74000,74000,74000
yachts,9900,12100,9900,12100,12100,14800,12100,9900,9900,8100,9900,12100,9900,9900,9900,12100,12100,14800,12100,9900,8100,8100,9900,14800
yarn,40500,40500,33100,27100,27100,27100,33100,40500,49500,60500,60500,60500,49500,40500,33100,33100,33100,33100,33100,40500,49500,60500,49500,60500
zinc,74000,74000,60500,60500,49500,40500,49500,90500,90500,74000,74000,90500,74000,74000,74000,74000,49500,49500,49500,90500,110000,90500,74000,90500
