Keyword,Searches: Feb 2014,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016
ESCALADE,33100,49500,40500,60500,49500,49500,49500,49500,49500,49500,49500,60500,49500,60500,60500,60500,49500,60500,60500,49500,49500,49500,60500,60500
NEFF,49500,49500,40500,40500,40500,40500,49500,40500,49500,60500,60500,49500,40500,40500,33100,33100,27100,33100,33100,33100,33100,40500,40500,40500
ELIZABETH ARDEN,27100,33100,27100,33100,27100,27100,27100,27100,33100,33100,40500,33100,27100,33100,33100,27100,27100,27100,27100,27100,33100,40500,49500,33100
EVINE LIVE,0,0,0,0,0,0,0,0,0,1300,1300,2400,74000,165000,90500,110000,110000,110000,90500,110000,110000,135000,135000,110000
LIBERTY TAX,246000,110000,90500,27100,18100,14800,18100,18100,18100,18100,33100,201000,301000,135000,110000,33100,22200,22200,22200,22200,22200,22200,40500,368000
CARBONITE,90500,110000,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,74000,90500,74000,60500,74000,74000,74000,74000,74000,74000,74000,74000
BLUE BIRD,22200,22200,27100,33100,22200,22200,18100,18100,22200,22200,27100,27100,27100,33100,33100,33100,27100,27100,22200,22200,27100,22200,27100,27100
ASHFORD,33100,33100,33100,33100,33100,33100,33100,33100,33100,40500,40500,27100,27100,27100,27100,33100,27100,27100,33100,27100,27100,40500,40500,33100
CHRISTOPHER AND BANKS,60500,74000,60500,74000,60500,60500,74000,90500,90500,90500,110000,60500,60500,90500,74000,74000,74000,74000,74000,74000,90500,110000,110000,60500
INDEPENDENCE,22200,22200,22200,22200,22200,49500,18100,33100,27100,22200,22200,27100,22200,27100,22200,27100,27100,49500,22200,33100,33100,27100,27100,27100
SPARK ENERGY,14800,18100,18100,18100,18100,22200,22200,22200,22200,18100,18100,22200,22200,22200,27100,22200,22200,27100,27100,22200,22200,18100,14800,22200
CRAWFORD,8100,8100,9900,12100,9900,8100,8100,8100,12100,9900,18100,9900,9900,9900,14800,12100,14800,9900,9900,9900,12100,9900,9900,12100
ALLIANCE HEALTHCARE,2400,2900,2900,2900,2900,2900,2900,3600,3600,2900,2900,3600,3600,3600,3600,3600,4400,4400,4400,4400,4400,3600,4400,5400
UNILIFE,1900,2400,2400,2400,1900,1600,1600,1600,2900,1900,1600,2400,2900,1900,1900,1900,2400,2400,2400,3600,2900,2900,2900,3600
CIBER,4400,5400,5400,4400,5400,5400,4400,5400,5400,5400,4400,5400,5400,5400,5400,5400,6600,6600,8100,8100,6600,8100,5400,5400
GENESIS HEALTHCARE,33100,33100,33100,33100,40500,40500,40500,40500,40500,40500,40500,49500,40500,40500,40500,40500,40500,40500,40500,40500,40500,33100,33100,40500
HORTONWORKS,9900,12100,12100,12100,12100,14800,14800,14800,14800,18100,33100,18100,18100,18100,18100,18100,18100,14800,18100,14800,14800,14800,12100,18100
TRUPANION,18100,18100,18100,18100,22200,27100,22200,27100,22200,22200,22200,27100,22200,22200,22200,22200,27100,27100,27100,27100,27100,27100,27100,27100
STONEGATE MORTGAGE,22200,22200,22200,27100,27100,27100,27100,27100,27100,33100,33100,40500,33100,33100,33100,33100,33100,33100,33100,27100,27100,27100,27100,33100
VIVINT SOLAR,12100,14800,18100,18100,18100,18100,18100,27100,33100,27100,18100,22200,27100,27100,27100,27100,27100,40500,33100,27100,27100,22200,22200,27100
TELADOC,9900,9900,9900,9900,8100,9900,9900,12100,14800,14800,18100,22200,18100,18100,22200,18100,33100,27100,22200,22200,27100,33100,33100,40500
J G WENTWORTH,22200,22200,22200,27100,22200,27100,27100,33100,27100,22200,22200,27100,22200,22200,22200,22200,22200,27100,27100,27100,33100,27100,27100,33100
XOMA,12100,14800,8100,8100,6600,5400,5400,6600,6600,9900,12100,12100,12100,12100,8100,9900,14800,40500,18100,9900,27100,49500,14800,9900
APIGEE,8100,8100,9900,8100,8100,8100,8100,8100,8100,6600,6600,8100,8100,12100,18100,9900,9900,9900,9900,12100,12100,8100,8100,9900
SUNRUN,9900,8100,8100,9900,9900,12100,12100,12100,14800,12100,9900,12100,12100,12100,12100,14800,18100,22200,33100,22200,22200,22200,22200,22200
CONTROL4,12100,12100,9900,9900,9900,9900,12100,12100,12100,9900,9900,12100,9900,12100,12100,9900,9900,12100,12100,9900,12100,9900,12100,14800
ROCKET FUEL,14800,14800,14800,14800,14800,14800,18100,14800,14800,14800,9900,12100,14800,12100,12100,14800,9900,9900,9900,9900,9900,12100,8100,9900
PEABODY ENERGY,6600,8100,8100,6600,6600,6600,5400,8100,8100,6600,8100,9900,8100,9900,9900,9900,18100,18100,27100,18100,18100,12100,12100,14800
NEW HOME,2400,2900,2400,2900,2900,2900,2900,2900,2900,2900,2900,3600,2900,3600,3600,3600,3600,4400,3600,3600,3600,3600,3600,4400
HILL INTERNATIONAL,3600,4400,3600,3600,3600,3600,3600,4400,4400,3600,3600,4400,3600,4400,4400,5400,4400,4400,4400,3600,4400,3600,3600,4400
SIZMEK,4400,2900,3600,4400,4400,4400,4400,5400,5400,4400,3600,4400,4400,5400,5400,5400,5400,5400,5400,5400,5400,6600,4400,5400
APPFOLIO,8100,8100,9900,8100,8100,9900,9900,9900,9900,8100,8100,12100,12100,12100,14800,14800,18100,14800,14800,14800,14800,14800,14800,18100
RAPID7,5400,5400,6600,5400,5400,5400,5400,5400,6600,4400,5400,5400,5400,8100,8100,6600,9900,18100,9900,8100,9900,8100,8100,9900
BARRACUDA NETWORKS,12100,12100,12100,12100,12100,12100,12100,12100,12100,9900,9900,9900,9900,9900,12100,9900,8100,8100,8100,8100,8100,6600,6600,12100
QAD,4400,5400,4400,4400,4400,5400,5400,5400,5400,4400,4400,5400,4400,5400,4400,4400,4400,5400,5400,5400,5400,4400,4400,5400
ALICO,1300,1300,1300,1300,1000,1000,1000,1000,1300,1300,1900,1900,2900,2900,2400,2400,2400,1900,1900,1600,1900,1900,1900,6600
IMATION,3600,3600,3600,2900,2900,2900,2900,2900,2900,2900,2900,3600,3600,3600,3600,4400,2900,2900,6600,4400,5400,4400,3600,5400
UNIVERSAL TECHNICAL INSTITUTE,9900,12100,9900,9900,9900,9900,9900,12100,12100,9900,9900,12100,12100,12100,12100,9900,9900,9900,12100,12100,12100,12100,9900,12100
A10 NETWORKS,6600,12100,5400,5400,4400,5400,4400,5400,6600,5400,4400,5400,6600,5400,5400,5400,4400,4400,4400,4400,5400,4400,3600,4400
NATERA,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,8100,8100,8100,8100,6600,9900,14800,8100,8100,8100,8100,6600,9900
INSTRUCTURE,6600,6600,6600,5400,5400,5400,6600,9900,9900,8100,6600,8100,9900,8100,8100,6600,6600,5400,8100,9900,9900,14800,8100,9900
XACTLY,5400,6600,6600,6600,6600,6600,6600,6600,8100,5400,5400,6600,5400,6600,6600,6600,12100,8100,6600,8100,8100,6600,6600,8100
LAWSON PRODUCTS,8100,9900,9900,8100,8100,9900,8100,9900,9900,8100,8100,9900,9900,9900,9900,8100,8100,9900,9900,8100,9900,8100,8100,9900
CHIASMA,2400,2400,2400,1600,1000,1000,1000,2400,3600,2900,2400,2900,3600,4400,3600,2400,1900,3600,2400,3600,5400,5400,4400,4400
EVOLENT HEALTH,6600,8100,6600,6600,6600,6600,5400,6600,6600,5400,6600,8100,6600,8100,6600,9900,18100,9900,9900,9900,9900,8100,6600,8100
JIVE SOFTWARE,8100,9900,8100,8100,6600,6600,6600,6600,6600,6600,5400,6600,6600,6600,6600,6600,6600,6600,8100,5400,5400,5400,4400,5400
SOLAZYME,9900,9900,8100,9900,6600,8100,6600,8100,9900,9900,6600,5400,6600,6600,6600,5400,5400,6600,5400,5400,5400,4400,4400,5400
CUMULUS MEDIA,6600,8100,8100,6600,6600,6600,6600,8100,8100,5400,5400,6600,6600,8100,6600,6600,6600,8100,8100,12100,12100,12100,8100,8100
ACCURIDE,4400,4400,4400,4400,4400,4400,4400,4400,4400,3600,3600,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400
WORKIVA,0,0,0,0,480,6600,3600,6600,8100,5400,9900,6600,6600,6600,6600,6600,6600,6600,8100,9900,8100,8100,6600,8100
VIOLIN MEMORY,9900,9900,8100,6600,6600,5400,5400,5400,5400,4400,3600,3600,5400,6600,4400,3600,4400,5400,5400,4400,4400,3600,6600,4400
DATALINK,2400,2400,2400,2400,2400,2400,2900,3600,4400,3600,3600,5400,4400,3600,3600,2900,3600,3600,3600,2900,3600,2900,2400,2900
BASIC ENERGY SERVICES,8100,8100,8100,8100,8100,9900,8100,9900,9900,8100,8100,9900,8100,9900,9900,8100,8100,8100,9900,8100,8100,6600,6600,8100
MARIN SOFTWARE,5400,5400,5400,6600,6600,6600,6600,5400,5400,5400,4400,5400,5400,5400,5400,4400,4400,4400,4400,3600,3600,3600,2900,4400
ENPHASE ENERGY,2400,2900,2900,2900,2900,2900,2900,2900,2900,2400,1900,2900,2900,3600,3600,3600,2900,3600,3600,2900,3600,3600,2900,2900
IMPRIVATA,4400,4400,4400,4400,6600,4400,4400,5400,5400,4400,4400,5400,5400,5400,5400,5400,5400,5400,5400,5400,6600,5400,4400,6600
USA TRUCK,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600
SYSTEMAX,2900,2900,2900,2900,2400,2400,2400,2900,2400,2400,2400,2900,2900,4400,2400,2400,2400,2400,3600,2400,2400,3600,2900,3600
TOWNSQUARE MEDIA,6600,6600,6600,6600,6600,9900,8100,8100,8100,6600,5400,8100,6600,8100,6600,6600,6600,6600,8100,6600,6600,6600,5400,8100
HALCON RESOURCES,8100,8100,9900,9900,8100,8100,8100,8100,9900,6600,8100,9900,8100,6600,6600,6600,5400,6600,5400,5400,4400,4400,6600,6600
CASTLIGHT HEALTH,6600,22200,8100,6600,6600,5400,5400,5400,6600,5400,5400,6600,8100,6600,6600,6600,6600,6600,6600,6600,6600,5400,4400,5400
MORGANS HOTEL GROUP,4400,6600,4400,4400,4400,4400,3600,4400,4400,3600,3600,4400,3600,4400,4400,4400,4400,4400,4400,4400,3600,3600,3600,5400
NOVOCURE,1900,1600,1900,1900,1900,1900,1600,1900,1900,3600,3600,3600,3600,3600,2900,2900,3600,3600,2900,4400,9900,4400,5400,5400
TECHTARGET,2900,2900,2900,2900,2900,2900,2900,3600,3600,2400,2400,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900
INVITAE,1600,1900,2400,1900,1900,2400,2400,2900,4400,2900,2900,5400,8100,5400,5400,5400,4400,4400,5400,4400,5400,5400,4400,5400
EXONE,3600,4400,3600,2900,2400,2400,2400,2400,2900,1900,1900,1900,1900,2900,2400,1900,1900,1900,1900,1600,1600,1600,1000,1600
AMERESCO,4400,4400,4400,4400,3600,4400,3600,4400,5400,4400,4400,5400,4400,4400,4400,4400,5400,4400,5400,4400,4400,3600,3600,4400
CIVEO,30,10,260,1000,2400,1000,1000,2400,2900,1600,6600,4400,1900,1900,2400,1000,1000,1900,1300,1000,1000,880,590,1000
LIMELIGHT NETWORKS,3600,3600,3600,3600,4400,3600,3600,3600,3600,3600,2900,3600,3600,3600,3600,3600,3600,2900,4400,2900,2900,2400,1900,2400
EP ENERGY,4400,4400,4400,4400,3600,3600,4400,4400,4400,4400,4400,5400,5400,4400,4400,4400,4400,5400,4400,4400,4400,3600,2900,4400
GALENA BIOPHARMA,14800,9900,5400,5400,5400,4400,5400,3600,3600,3600,3600,3600,3600,5400,4400,4400,6600,3600,3600,3600,2400,2900,2900,3600
CONFORMIS,1900,2900,2900,2400,2400,2400,2400,2900,3600,2900,2900,2900,2900,3600,2900,3600,4400,8100,4400,4400,3600,2900,2900,3600
NOVATEL WIRELESS,2900,2900,2900,2400,2900,2900,3600,3600,3600,2900,2900,3600,2900,3600,4400,2900,3600,3600,3600,2900,3600,2900,2900,2400
GUIDANCE SOFTWARE,2900,3600,2900,3600,2900,2900,2900,3600,3600,3600,2900,3600,3600,3600,3600,3600,3600,3600,3600,2900,2900,2900,2400,3600
AMBER ROAD,1900,5400,2400,1900,2400,1900,1900,2400,1900,1900,1600,2400,1900,2400,1900,1900,2400,2400,2400,1900,1900,1900,1600,2400
RENTECH,2900,3600,3600,3600,2900,2900,2900,2400,2900,2400,2400,2400,2400,2900,2400,2400,2400,2400,2900,2400,2400,2400,1900,2400
ENERGY XXI,2900,6600,3600,3600,3600,3600,4400,4400,5400,4400,6600,6600,6600,5400,3600,3600,3600,4400,4400,5400,4400,2900,2400,3600
KEY ENERGY SERVICES,2900,2900,3600,3600,3600,4400,4400,3600,4400,4400,5400,5400,4400,3600,4400,4400,4400,4400,4400,3600,3600,3600,2900,3600
ARC DOCUMENT SOLUTIONS,1900,1900,2400,2400,1900,2400,2400,2900,3600,2900,2900,3600,3600,3600,3600,3600,4400,4400,4400,3600,3600,3600,3600,4400
ADURO BIOTECH,880,720,720,1000,1300,1900,1000,1300,1600,1000,1000,1900,1300,3600,9900,3600,2900,2900,2900,2900,3600,2900,2400,2900
ENDOCHOICE,2400,2900,2400,1900,1900,2400,1900,1900,2400,1900,1600,2400,1900,2400,2400,2900,5400,2900,2900,2900,2900,2400,2400,3600
REALNETWORKS,2400,2400,2900,1900,1900,1900,2400,1900,1900,1600,2900,1600,1600,1600,1600,2400,1900,1900,1600,1600,1600,1600,1300,1300
REX ENERGY,3600,4400,3600,2900,2900,3600,4400,4400,5400,4400,4400,6600,4400,3600,3600,2900,2900,3600,3600,2900,2900,2900,3600,4400
QUINSTREET,3600,3600,3600,3600,3600,3600,3600,3600,3600,2900,2400,3600,2900,3600,3600,2900,3600,3600,2900,2900,3600,2900,2400,3600
BIOSCRIP,3600,3600,3600,4400,3600,3600,3600,3600,3600,3600,2900,3600,3600,5400,4400,3600,3600,4400,5400,3600,3600,3600,2900,3600
BRIDGEPOINT EDUCATION,3600,3600,3600,3600,3600,3600,2900,2900,2900,3600,2400,2900,2900,3600,3600,3600,3600,4400,5400,4400,4400,4400,3600,4400
SEVENTY SEVEN ENERGY,0,880,880,1300,5400,14800,6600,5400,6600,5400,5400,5400,4400,5400,3600,3600,3600,3600,2900,2900,2900,1900,2400,3600
ON DECK CAPITAL,3600,5400,4400,4400,4400,3600,3600,3600,3600,3600,8100,4400,4400,4400,3600,3600,3600,3600,3600,3600,2900,2900,3600,3600
CLOUD PEAK ENERGY,2900,2400,2400,2400,2900,2400,2400,2900,2900,2400,2400,3600,3600,2900,2900,2900,4400,4400,3600,3600,3600,2900,2400,3600
NOBILIS HEALTH,0,0,0,0,0,0,0,0,0,0,0,390,590,880,1600,1300,1300,1600,1900,1900,3600,1900,1600,2400
PACIFIC ETHANOL,2900,2900,2400,1900,1600,1900,1600,1900,1900,1300,1600,2400,1600,1900,1300,1600,1300,2400,2400,1600,1600,1900,1300,1600
SIENTRA,1600,1600,1600,1300,1600,1600,1300,1900,3600,1900,1600,1600,1600,1600,1600,1600,1600,1300,1900,5400,9900,4400,2400,3600
FUELCELL ENERGY,1600,8100,2900,1900,1900,1600,1600,1600,1600,1300,1600,1900,1900,1900,1600,1600,1600,1600,1900,1900,1900,1600,1900,1900
ECLIPSE RESOURCES,1900,2400,2400,2900,5400,4400,3600,4400,4400,2900,4400,4400,3600,4400,2900,2900,3600,2900,2900,2900,2400,3600,1900,3600
TWIN DISC,1300,1300,1600,1600,1300,1600,1600,1300,1600,1300,1300,1600,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1000,1300
STONE ENERGY,2900,2900,3600,3600,2900,2900,2900,2900,3600,2900,2900,3600,3600,2900,2900,2400,2900,2900,3600,3600,2900,2400,2400,3600
MAGNUM HUNTER RESOURCES,1900,1600,1600,1300,1900,1600,1600,1600,2400,1300,2400,2900,1900,1600,1900,1900,2400,1600,2400,2400,3600,8100,4400,1900
NANTKWEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14800,6600,2400,2400,2400,1900,2400
ION GEOPHYSICAL,1900,1600,1900,1600,1600,1600,1600,1900,1600,1300,1300,1600,1300,1300,1300,1600,1600,1900,2400,2400,1600,1900,1300,1600
JOHNSON OUTDOORS,2400,2900,2900,2900,2900,2900,2400,1900,2400,1900,1900,2400,2400,2900,2900,2900,2900,2900,2900,1900,1900,1900,1900,2400
CRAFT BREW ALLIANCE,2900,2900,3600,2900,2400,2400,2400,2400,2900,2900,2900,3600,3600,3600,3600,2900,2900,2900,2900,2900,2900,2900,2400,2900
LIFETIME BRANDS,2900,2900,2900,2900,2400,2400,2400,2400,2900,2400,2400,2400,2400,2900,2400,2400,2400,2400,2400,2400,2900,2400,2400,2900
CPI CARD GROUP,1600,1300,1300,1300,1600,1300,1600,1300,1300,1000,1000,1600,1300,1300,1300,1300,1300,1600,2400,2900,6600,1900,1600,2400
MARINE PRODUCTS,1000,1600,1900,2900,3600,4400,2900,1600,1300,880,1000,880,1300,1600,1900,2400,4400,4400,3600,1900,1600,1000,1000,880
XBIOTECH,590,590,720,590,480,390,480,880,880,880,590,880,1000,1600,4400,1600,1300,1600,1300,1000,1000,1600,1900,1300
T2 BIOSYSTEMS,1600,1600,1600,2400,2400,2900,4400,3600,2900,2400,1900,2900,2400,2900,2900,2900,2900,2900,2900,2900,2400,2400,2400,2400
NORTHWEST BIOTHERAPEUTICS,3600,5400,1900,1900,3600,1900,1900,2400,1900,1900,1300,1600,1600,2400,2400,1600,1900,1600,1900,1600,1900,1600,1900,1000
PEREGRINE PHARMACEUTICALS,2900,6600,2400,2400,1600,1900,1900,1900,2400,1600,1600,1900,1900,2400,1900,2400,2400,2400,2400,2400,1900,1900,1900,2400
BONANZA CREEK ENERGY,2900,2400,2400,2900,2900,2900,2900,2900,2900,2400,2900,2900,2400,2400,1900,1900,2400,3600,2900,2900,2400,2400,1600,2900
OLYMPIC STEEL,2900,2400,2400,2400,2400,2400,2400,2400,2400,1900,2400,2900,2400,2900,2900,2400,2400,2400,2400,2400,2400,2400,1900,2400
TRANSENTERIX,1300,1600,2900,1900,1600,1900,1300,1600,1300,1300,1300,1300,1300,1600,1900,1600,2400,1900,1900,2400,1900,1900,1600,3600
SYNTA PHARMACEUTICALS,1900,3600,1900,1300,1900,2400,2400,1900,1900,1600,1300,1600,1600,1900,2900,1600,1600,1300,1300,1300,2900,1900,1300,1300
PREFORMED LINE PRODUCTS,2400,2400,2400,1900,1600,1600,1600,1600,1600,1600,1600,1900,1900,1900,1900,1600,1600,1600,1600,1600,1600,1600,1600,1900
VERASTEM,1600,1600,1600,1900,1600,1900,1000,1600,1600,1300,1300,2900,1900,2400,1900,1600,1600,1600,2400,3600,2900,1300,1000,1300
A V HOMES,1300,1600,1600,1600,1900,1900,2400,1900,2400,1900,1900,2400,2400,2400,2400,2400,2900,2900,2900,2400,2400,1900,1900,2900
AEROHIVE NETWORKS,1600,2900,1600,1300,1300,1600,1600,1900,1900,1300,1300,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1300,1300,1600
VERACYTE,1900,2400,1900,1900,1900,1900,1900,2900,2400,1900,1600,1900,1900,2900,2900,2400,2900,1900,2400,2400,1900,1900,1600,2400
LIQUIDITY SERVICES,2900,2400,3600,2400,1900,2400,2400,1900,1900,1900,1900,3600,1900,1900,2400,1900,1900,1900,1900,1900,1900,1600,1600,1900
AVALANCHE BIOTECHNOLOGIES,390,590,480,1300,1000,2900,1900,1900,1900,1300,1600,2400,1900,2400,2400,2400,5400,2900,2400,1300,1300,1000,880,1300
GLAUKOS,880,880,720,880,720,880,720,880,1000,720,720,880,720,880,880,1600,4400,1900,1600,1600,1300,1300,1000,1600
IGNYTA,1000,1600,1000,1000,1300,1300,1000,1000,1300,1000,1000,1600,1300,1900,1600,1600,2900,1900,1900,2400,1900,1900,1600,2400
THRESHOLD PHARMACEUTICALS,1000,1600,1300,1300,1300,1300,1000,1900,1300,1300,1300,1300,1600,1600,1600,1600,1300,1600,1600,1600,1300,1600,4400,1600
OSIRIS THERAPEUTICS,1600,1900,1900,1600,1600,1300,1600,1600,1600,1600,1600,1600,1600,1900,1300,1600,1600,1600,1600,1600,1600,1900,1600,1900
MONEYGRAM INTERNATIONAL,1000,1000,1000,1000,1000,1000,1000,1000,1000,880,880,1000,1000,1000,1000,1000,1300,1300,1300,1000,1300,1000,1000,1300
APPROACH RESOURCES,1900,1600,1900,1900,1600,1600,1900,1900,2400,1900,2400,2400,2400,1900,1600,1900,1900,1900,2900,1900,1600,1900,1600,1900
NORTH ATLANTIC DRILLING,880,590,390,1000,590,590,720,1300,1000,2400,1900,1300,1600,1000,880,720,590,590,720,480,320,390,590,590
ANTARES PHARMA,1900,2400,2400,1900,1900,2400,1900,1600,1900,1600,1600,1900,1600,1900,1900,2400,2400,1600,1600,1600,1900,1900,1300,1900
GENIE ENERGY,390,480,390,590,480,720,590,720,480,480,480,720,590,590,880,590,480,590,480,590,3600,1600,1600,1600
INTREPID POTASH,1300,1600,1600,1600,1600,1600,1600,1600,1600,1300,1300,1900,1600,1600,1900,1600,1900,1900,1900,1900,2400,1900,1600,2400
WESTMORELAND COAL,880,1000,1000,1000,880,1000,1000,1000,1900,1300,1000,2400,1600,1600,1600,1600,1600,1900,1900,1300,1900,1600,1600,1600
PIONEER ENERGY SERVICES,1900,1900,2400,1900,1900,2400,1900,2400,2400,2400,2400,2900,2400,2400,1900,1900,1900,2400,2400,1900,1900,1600,1600,2400
CARA THERAPEUTICS,1900,1900,880,590,880,880,880,880,1000,1000,1000,1300,1000,1600,1300,1000,1300,2900,1600,1600,1600,1900,1900,2400
VOYAGER THERAPEUTICS,1600,880,880,720,880,880,880,1300,1000,880,880,880,2400,1900,2400,1600,1300,1600,1300,1300,2400,3600,1600,1600
JONES ENERGY,2400,2400,1900,1900,1900,2400,1900,2400,2900,2400,1900,2400,3600,2400,1900,1900,1900,1900,2400,1900,1600,1600,1600,1900
TERRAFORM GLOBAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,720,4400,2900,1000,1000,1900,1300,1000
ADDUS HOMECARE,320,320,320,390,590,590,720,720,1000,880,880,1000,880,1000,1300,1900,2400,1900,2900,2900,2900,1000,2400,3600
INVUITY,1000,1600,1000,1000,880,880,880,880,880,1000,880,1600,1600,1300,1900,1600,4400,1600,1900,1600,1600,1900,1600,1900
LEAP WIRELESS,3600,6600,2400,2400,1900,1900,1600,1600,1600,1600,1900,1600,1600,1600,1300,1300,1300,1300,1600,1600,1600,1300,1600,1900
DIMENSION THERAPEUTICS,0,0,0,0,1300,590,590,1000,1000,880,880,1000,1300,1600,2400,1300,1600,1300,1300,1900,3600,1600,1300,1600
KOPIN,1000,880,1000,880,1000,1300,1000,1000,880,880,880,1000,1000,1300,880,880,1000,880,880,880,720,720,880,1900
BEBE STORES,880,880,1000,1000,1300,1000,1000,1300,1000,1000,1900,1300,1000,1000,1000,1300,1300,1000,1300,1300,1300,1900,1600,1300
CONNECTURE,1300,1600,1600,1300,1300,1300,1300,1300,1900,1300,2900,1900,1600,1900,1900,1600,1900,1900,1900,1900,1600,1600,1300,1900
VOLT INFORMATION SCIENCES,1600,1900,1900,1600,1600,1600,1600,1600,1600,1600,1900,1900,1600,1900,1600,1600,1900,1600,1900,1600,1600,1600,2400,1900
GLOBAL BLOOD THERAPEUTICS,320,390,480,590,720,720,590,720,720,480,590,1300,880,880,880,1000,880,1900,5400,1900,1600,1600,1900,1900
SUPERIOR UNIFORM GROUP,1600,1600,1600,1600,1600,1900,1600,1900,1900,1900,1600,2400,1900,1900,1900,1900,1900,1900,1900,1600,1900,1600,1300,1900
MYOKARDIA,590,720,720,880,590,720,880,1900,1000,720,720,1000,1000,1000,1300,1300,1000,1300,1300,1900,4400,1900,1600,1600
FLEX PHARMA,10,70,260,390,320,390,390,1000,720,720,880,3600,1900,1600,1600,1600,1300,1000,1000,2400,2900,1600,1300,1300
TRIANGLE PETROLEUM,2400,2400,2900,1900,2900,2900,2400,2900,2400,2400,3600,2900,1900,1900,1900,1300,1600,1600,1600,1900,1300,1300,1600,1900
DIGITAL TURBINE,90,170,140,170,170,210,170,170,260,320,320,480,720,1000,720,720,880,720,880,1000,880,880,880,1000
ONCOTHYREON,880,1000,880,720,880,880,1300,1000,880,880,1000,880,1000,1000,880,2900,2400,1000,1300,1000,1000,880,1600,1300
NAVIOS MARITIME,1000,1000,590,590,480,480,480,720,1000,1000,880,880,1000,1000,720,880,720,720,880,590,880,1300,880,1600
INVENTURE FOODS,1300,1300,1300,1300,1300,1300,1300,1300,1300,1000,880,1300,1300,1600,4400,1600,1600,1300,1600,1300,1300,1600,1000,1600
ENERGY FUELS,590,720,590,390,390,390,390,390,390,480,320,880,590,590,720,590,880,720,590,480,480,480,480,480
ENDOCYTE,1900,6600,2900,5400,2400,1600,1600,2900,1900,1300,1300,1600,1600,1600,1300,1300,1000,1000,1300,1300,1000,880,880,1000
SCORPIO BULKERS,0,0,0,0,210,320,260,480,720,590,880,880,720,720,720,390,1000,720,390,390,480,880,720,1000
