Keyword,Searches: Feb 2014,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016
FIVE STAR QUALITY CARE,1900,1900,1900,1900,1900,1900,1900,2400,2400,1900,1600,1900,1600,1900,1900,1600,1600,1600,1600,1600,1600,1600,1600,1600
ENTELLUS MEDICAL,720,720,880,720,880,880,1000,880,1000,720,1300,2400,1300,1600,1300,1300,1300,1600,1900,1900,1900,1600,1300,1600
UNIVERSAL TRUCKLOAD SERVICES,880,880,880,880,1000,880,1000,1000,1000,1000,1000,2400,2400,2400,2400,2400,1900,1900,880,720,1300,1300,1000,1300
COLLEGIUM PHARMACEUTICAL,210,210,260,260,260,260,320,260,210,260,320,390,590,880,1300,1600,880,1000,1300,2900,1900,1600,1600,2900
ANTHERA PHARMACEUTICALS,480,480,390,480,480,590,320,480,480,390,480,880,1300,1600,880,590,1900,1600,880,1000,1000,720,590,1000
NEOS THERAPEUTICS,320,590,390,480,390,590,480,590,480,320,320,480,590,590,590,720,1000,3600,1300,1300,1600,1300,880,4400
VITAL THERAPIES,720,880,1900,880,1600,1000,1000,1000,1300,880,880,880,880,1000,880,880,880,1900,3600,1600,1600,880,880,720
AFFIMED,260,0,210,260,320,260,170,880,390,390,390,480,480,590,720,720,720,720,480,480,590,590,480,880
ORION MARINE GROUP,880,880,880,880,880,1000,880,1000,1000,880,880,1300,1000,1000,1300,1300,1300,1600,1900,1600,1900,1600,1300,1600
VISHAY PRECISION GROUP,590,720,880,880,720,720,720,720,720,590,590,720,720,720,720,720,720,720,720,720,720,720,590,720
GASTAR EXPLORATION,1000,1000,1000,1000,1000,880,1000,1300,1000,1000,1300,1600,1600,1900,1600,1600,1300,1300,1300,1000,1600,1000,1300,1600
PFENEX,390,480,480,480,1000,1900,880,1000,880,720,720,880,1900,1600,1300,880,1300,1000,1600,1300,1000,880,1000,1000
CLAYTON WILLIAMS ENERGY,1300,1600,1600,1300,1300,1600,1300,1300,1600,1000,1000,1300,1600,1300,1000,1000,1300,1300,1600,1300,1900,1900,1300,1900
COMMERCIAL VEHICLE GROUP,1300,1300,1000,1300,1300,1300,1000,1000,1300,1000,880,1000,1000,1300,1000,1000,1000,1000,1000,1300,1000,1600,1000,1300
ERIN ENERGY,10,10,10,10,10,10,10,0,0,10,10,10,10,10,880,1300,1600,1000,880,880,590,720,480,590
ABRAXAS PETROLEUM,1300,1300,1900,1600,1900,1600,1900,1600,1600,1600,1900,1600,1300,1600,1300,1000,880,1000,1000,1300,1000,880,1000,1300
CORMEDIX,390,590,320,480,390,320,390,320,390,320,390,720,1300,2900,1600,1300,1300,1600,880,720,590,720,590,720
POWER SOLUTIONS INTERNATIONAL,1000,880,1000,1000,880,1000,880,1300,1300,1000,1000,1000,1300,1300,1000,1300,1300,1000,1300,1300,1600,1300,1000,1300
ATYR PHARMA,590,590,590,590,590,590,590,720,720,480,480,720,590,720,1600,2400,1300,1300,1000,1000,1000,880,880,1300
REGENXBIO,0,0,0,0,0,0,0,0,0,0,0,590,260,320,390,880,720,720,1300,4400,1900,1600,1300,1300
BELLICUM PHARMACEUTICALS,0,0,0,0,0,0,720,480,390,720,2900,1600,1000,1000,1000,1000,1300,1300,1000,720,880,1000,1000,1300
GERBER SCIENTIFIC,1300,1300,1000,1000,1000,1000,880,1000,1000,1000,880,1000,1000,1300,1300,1300,1000,1000,880,880,880,720,720,880
ARCADIA BIOSCIENCES,590,480,390,590,390,480,390,480,590,390,390,480,1000,720,720,3600,1300,880,720,590,720,720,720,720
NORTHWEST PIPE,1300,1600,1600,1300,1300,1300,1300,1300,1300,1000,1000,1300,1000,1300,1300,1300,1300,1600,1300,1300,1300,1000,1000,1000
ALIMERA SCIENCES,720,720,720,590,480,480,590,1900,1300,880,720,720,880,1000,880,720,720,720,720,590,880,720,720,720
MAXPOINT INTERACTIVE,880,880,720,720,720,720,720,720,720,590,480,720,1900,2900,1000,1000,1000,1000,1000,880,720,880,590,720
NAVIDEA BIOPHARMACEUTICALS,1000,880,590,880,1000,590,590,720,590,590,1000,720,590,880,720,880,880,1000,880,1300,880,720,720,880
EDGE THERAPEUTICS,390,480,590,390,390,320,260,590,480,390,390,590,480,590,1300,590,880,720,1300,1900,2900,1000,880,1000
GULFMARK OFFSHORE,590,590,590,590,590,720,590,720,880,480,720,590,880,720,880,590,720,880,720,720,720,720,590,880
KVH INDUSTRIES,720,1000,880,880,880,880,880,880,880,720,720,880,880,1000,1000,880,880,720,1000,1000,880,880,720,880
CHEMOCENTRYX,880,1000,880,880,880,880,880,880,1000,720,1600,1000,880,880,880,1000,880,720,880,1000,1000,880,720,1300
SECOND SIGHT MEDICAL PRODUCTS,390,390,590,390,320,320,480,390,480,2900,880,880,1300,1900,880,880,1000,880,720,720,720,590,590,590
CONTANGO OIL AND GAS,1000,1000,1000,1000,1000,1000,1000,1300,1300,1300,1300,2400,1600,880,720,1000,1300,1000,1000,1300,880,880,880,1000
MEDGENICS,590,590,480,590,720,480,480,720,1000,880,880,880,880,880,880,880,880,720,720,1000,1000,720,590,880
LIMONEIRA,880,1000,1000,880,1000,880,880,880,880,880,880,1300,1000,1300,1000,1000,1000,1000,1000,1000,880,720,720,1000
LIFEWAY FOODS,880,1000,1000,2400,880,880,720,720,1000,880,720,1600,1000,1000,1000,1000,1000,1600,1000,1000,1000,720,590,720
VOXX INTERNATIONAL,720,720,720,880,590,880,720,720,1000,720,720,1900,880,880,720,880,880,880,880,1000,1300,1000,880,1300
CIDARA THERAPEUTICS,0,0,0,0,320,590,260,320,260,260,320,320,880,1300,2400,880,880,880,880,1000,720,720,590,720
PATRIOT NATIONAL,70,70,70,110,90,110,90,110,210,140,260,1600,590,720,1000,880,1000,1000,1300,880,1300,880,1600,1300
TETRAPHASE PHARMACEUTICALS,390,320,320,260,390,390,320,390,480,390,590,480,480,720,590,480,590,590,590,2400,590,480,390,590
SAFE BULKERS,480,390,390,390,390,320,260,210,320,390,390,390,480,390,260,260,390,320,210,260,210,720,390,590
TOKAI PHARMACEUTICALS,260,320,320,320,320,260,590,2900,880,720,480,720,590,720,880,880,1300,880,880,1000,880,720,590,880
HARVARD BIOSCIENCE,880,880,880,720,880,880,720,720,1000,720,590,880,720,880,880,720,880,720,590,720,880,720,720,720
ABEONA THERAPEUTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,1000,1300,1300,880,1000,880,880,1000
TRANSATLANTIC PETROLEUM,590,1300,1000,590,590,590,480,720,590,590,590,480,720,720,590,480,590,720,590,480,480,390,390,480
STEMLINE THERAPEUTICS,1300,1000,880,720,880,1000,880,1000,880,590,590,880,720,720,720,720,590,590,590,590,590,590,720,720
CALITHERA BIOSCIENCES,170,210,210,210,260,260,390,1000,1000,390,1000,480,480,880,720,880,880,880,880,590,720,720,480,480
COLLECTORS UNIVERSE,1300,1600,1300,1600,1000,1300,1300,1300,1600,1300,880,880,880,880,880,880,880,1000,1000,720,880,880,720,1000
OREXIGEN THERAPEUTICS,320,320,320,320,720,320,320,1300,590,590,590,590,480,1900,590,590,390,390,480,480,590,390,590,480
CORIUM INTERNATIONAL,480,1900,1600,880,720,720,720,720,720,590,590,880,720,720,880,880,880,880,1000,720,880,720,720,720
DURECT,1600,720,720,720,720,590,590,590,720,590,480,590,590,880,720,720,720,590,590,480,590,480,390,590
PZENA INVESTMENT MANAGEMENT,480,590,590,590,590,590,590,720,880,590,480,480,590,720,880,720,720,590,720,590,880,720,720,880
CASTLE BRANDS,1300,1900,1300,880,880,1000,1300,880,1300,1300,1000,1000,1300,1300,880,590,1000,720,880,590,720,590,590,720
ARATANA THERAPEUTICS,880,720,590,590,720,590,880,1000,880,590,880,880,720,720,590,590,720,720,720,880,880,720,590,880
BBX CAPITAL,390,480,390,480,390,590,480,480,590,590,720,720,590,720,1000,720,720,590,720,720,590,590,480,480
RING ENERGY,480,590,880,590,720,720,590,720,720,720,1000,720,720,880,720,1300,1600,1000,880,720,880,720,480,720
CAI INTERNATIONAL,590,480,480,480,480,480,390,480,480,390,320,390,480,480,390,390,390,590,590,590,720,720,480,720
TOBIRA THERAPEUTICS,0,0,0,0,720,1300,880,480,590,320,320,1000,720,880,720,1300,1300,720,590,480,590,480,480,590
GOLDEN OCEAN GROUP,40,50,40,70,90,40,70,70,140,70,90,140,140,110,390,210,210,210,210,140,210,210,210,260
CORE MOLDING TECHNOLOGIES,590,880,590,590,590,590,720,880,880,590,480,720,720,880,880,880,880,880,880,880,880,720,480,880
URANIUM ENERGY,210,210,260,260,170,70,70,140,210,260,260,480,320,260,320,260,170,140,70,110,210,170,140,260
VTV THERAPEUTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,1300,880,720,720,590,720
ULTRAPETROL,320,390,210,320,260,320,260,320,170,210,140,210,170,260,260,260,170,170,210,320,170,260,480,590
REPUBLIC AIRWAYS HOLDINGS,480,480,720,390,390,720,390,480,480,390,390,590,480,480,590,590,590,720,880,880,1000,590,720,880
ACLARIS THERAPEUTICS,70,90,90,110,110,140,110,140,480,210,170,320,320,480,390,320,320,320,720,1300,2400,880,880,1000
EAGLE BULK SHIPPING,480,720,880,590,720,1000,1300,720,2400,590,390,390,590,720,480,390,390,480,480,390,480,590,390,720
GENOCEA BIOSCIENCES,1000,720,590,480,480,590,390,480,390,390,390,480,590,590,720,720,590,720,590,590,1000,590,480,880
GENER8 MARITIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,720,480,390,480,480,320,390
ASSEMBLY BIOSCIENCES,0,0,0,0,0,590,320,390,590,320,390,480,720,720,720,720,590,590,880,880,590,590,590,880
IRADIMED,260,320,260,320,590,1000,480,720,480,390,320,480,390,390,390,480,590,590,480,480,590,480,590,590
RESOURCE AMERICA,590,720,880,880,720,720,590,720,720,590,590,720,720,720,720,720,720,880,720,590,590,590,720,720
DICERNA PHARMACEUTICALS,880,720,720,390,480,590,390,390,480,390,390,590,590,720,720,880,720,590,480,480,590,390,390,390
EARTHSTONE ENERGY,320,210,210,720,480,480,480,320,390,390,590,590,590,720,720,720,720,720,720,590,720,590,880,590
AGILE THERAPEUTICS,390,880,590,1300,1000,720,590,720,590,480,480,880,720,590,880,480,590,590,480,480,480,480,590,720
OMEGA FLEX,720,1000,1600,880,590,590,480,480,480,480,390,480,390,480,480,480,480,480,480,480,480,390,320,480
ONCOCYTE,140,170,110,140,90,110,170,260,170,140,140,210,210,210,170,260,260,170,320,390,390,320,720,1300
FIFTH STREET ASSET MANAGEMENT,0,0,0,0,0,0,0,390,1600,720,590,720,720,720,590,720,480,390,480,590,590,880,480,720
6D GLOBAL TECHNOLOGIES,0,0,0,0,0,0,0,0,0,0,0,140,170,260,260,210,320,880,1000,880,880,590,480,590
INDEPENDENCE CONTRACT DRILLING,480,480,480,590,880,1000,1600,1300,880,720,720,720,590,720,590,590,590,720,720,590,720,590,480,480
HAMPTON ROADS BANKSHARES,720,720,720,590,590,590,720,590,590,720,720,720,720,720,720,720,720,720,590,590,590,480,480,590
GREEN BRICK PARTNERS,0,0,0,0,0,0,0,0,0,0,320,390,480,390,320,390,880,1000,720,480,390,720,480,590
PROTEON THERAPEUTICS,260,390,320,480,320,320,260,480,1300,590,480,480,590,590,590,480,590,480,480,480,590,390,390,480
ONCOMED PHARMACEUTICALS,480,390,390,390,390,320,390,390,390,320,260,480,390,480,390,480,390,480,390,390,390,390,320,720
CODE REBEL,30,70,50,50,40,70,40,30,70,50,20,20,50,50,110,2400,720,480,590,320,320,260,210,590
ALTISOURCE ASSET MANAGEMENT,1000,1000,1300,1000,1300,720,720,720,880,720,590,1300,880,1000,720,210,210,480,720,480,390,480,590,590
TANDEM DIABETES CARE,390,480,590,480,480,480,480,390,390,320,390,390,390,390,480,390,480,390,590,720,590,590,480,480
NORDIC AMERICAN OFFSHORE,140,320,170,260,1600,880,590,390,480,480,480,320,480,390,320,260,210,210,260,210,170,170,210,260
FENIX PARTS,30,20,50,40,40,30,30,40,50,50,110,140,70,90,320,1300,720,480,480,720,720,590,390,480
XERIUM TECHNOLOGIES,260,260,260,260,260,260,260,260,390,210,260,260,320,390,320,320,390,320,320,390,320,260,390,390
NATURES SUNSHINE PRODUCTS,480,390,480,480,480,390,390,390,480,390,390,390,390,480,390,390,390,390,390,480,390,390,390,480
CARBYLAN THERAPEUTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,320,390,390,480,390,480,480,320,320
KRONOS WORLDWIDE,480,390,260,320,260,260,260,260,260,260,210,260,260,390,320,320,320,390,590,390,390,390,320,390
EMPIRE RESORTS,720,1000,1000,720,880,590,590,880,480,590,1900,880,590,590,390,390,390,480,390,320,320,390,720,720
CATABASIS PHARMACEUTICALS,320,320,320,390,260,320,320,320,390,390,260,260,170,210,210,320,1000,590,320,320,320,320,320,480
PARK CITY GROUP,480,390,320,390,480,390,320,390,480,390,260,390,590,480,480,390,390,390,390,480,390,320,260,480
ZYNERBA PHARMACEUTICALS,0,0,0,0,0,0,0,0,320,70,90,140,90,70,90,110,140,590,1600,590,480,260,260,320
CYTOMX THERAPEUTICS,140,140,110,260,210,210,210,140,140,110,110,210,210,210,210,260,390,260,320,480,880,390,320,390
VILLAGE SUPER MARKET,260,320,320,320,320,210,260,210,260,260,210,260,260,260,320,210,260,390,320,320,390,320,260,320
ORGANOVO HOLDINGS,480,480,390,260,320,320,260,320,320,320,480,320,210,390,390,210,390,260,320,260,170,140,140,140
HANDY and HARMAN,320,390,390,390,390,390,390,390,480,320,390,390,390,390,320,320,480,480,320,320,320,320,260,260
HEMISPHERE MEDIA GROUP,210,320,260,260,260,260,260,260,210,110,110,210,210,210,210,390,390,320,320,320,390,260,260,390
PENDRELL,320,260,320,260,260,320,260,260,320,320,210,210,260,260,170,210,210,210,260,320,260,390,170,210
HALLADOR ENERGY,170,210,260,320,320,720,320,320,260,260,170,260,260,390,320,480,390,590,480,260,260,320,210,320
NL INDUSTRIES,480,480,320,320,260,320,260,260,260,260,210,260,260,390,320,260,260,170,390,260,260,210,260,320
MARLIN BUSINESS SERVICES,320,260,390,320,260,320,260,320,320,260,260,390,390,320,320,390,390,390,390,390,480,390,320,320
MODUSLINK GLOBAL SOLUTIONS,390,390,260,210,210,210,260,210,260,260,210,480,390,390,260,260,260,260,260,210,170,140,170,170
ISRAMCO,320,210,170,210,210,210,210,210,260,210,210,170,210,170,210,170,260,260,260,140,210,140,110,140
ALLIED MOTION TECHNOLOGIES,140,170,140,210,170,170,210,210,260,320,170,210,210,260,390,260,210,210,320,260,260,260,260,260
FIBROCELL SCIENCE,260,320,260,260,320,210,210,260,260,210,210,390,320,390,260,320,260,260,260,260,210,210,170,260
VALHI,260,320,320,480,880,480,390,320,260,210,210,260,210,260,210,260,390,390,390,260,260,320,210,210
APPLIED GENETIC TECHNOLOGIES,110,720,390,140,320,260,210,210,260,210,210,390,320,260,210,210,260,480,320,320,210,260,260,210
EVOLUTION PETROLEUM,590,390,480,390,320,260,480,390,320,320,320,390,480,390,390,260,320,320,390,260,260,260,210,320
CAMBIUM LEARNING GROUP,210,260,320,260,260,260,210,260,210,210,140,320,210,320,320,320,210,260,260,260,260,260,210,260
NAVIOS MARITIME ACQUISITION,260,140,90,140,170,140,140,110,170,210,170,210,140,140,140,210,170,170,140,90,90,140,110,210
MEDLEY MANAGEMENT,0,0,0,0,0,0,0,0,0,0,0,320,260,320,320,320,210,210,480,260,210,260,210,260
FAIRWAY GROUP,480,140,110,140,90,70,110,140,110,170,70,140,110,110,110,110,70,90,110,140,110,110,70,140
DONEGAL GROUP,260,260,320,260,210,260,260,320,260,170,210,210,260,320,260,260,260,320,260,320,260,260,320,260
BIODELIVERY SCIENCES INTERNATIONAL,140,140,140,140,260,210,140,170,170,210,110,140,140,170,260,210,170,140,210,210,260,140,90,110
FOAMIX PHARMACEUTICALS,0,0,0,0,0,0,0,880,170,140,210,260,170,170,170,140,140,110,170,140,140,110,210,170
BEAR STATE FINANCIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,210,170,140,210,170,170,320
CATALYST PHARMACEUTICALS,70,50,50,30,50,50,70,90,110,70,90,90,170,140,140,110,140,210,170,170,210,210,320,260
GREAT AJAX,40,30,30,20,110,70,40,110,140,90,90,170,880,210,140,170,140,140,140,110,170,170,110,140
INTELSAT SA,90,70,70,70,70,70,90,70,90,50,50,70,170,90,90,70,70,110,90,70,110,70,110,110
ADAMS RESOURCES,170,260,210,170,210,170,260,210,210,170,210,210,210,390,210,170,170,210,170,170,110,170,140,210
LIVE OAK BANCSHARES,20,20,70,20,30,40,30,40,20,10,20,20,20,40,20,30,110,590,170,480,170,140,140,170
HERITAGE CRYSTAL,70,90,110,140,90,90,70,90,110,110,140,110,90,140,90,90,90,140,110,110,110,110,140,110
DULUTH HOLDINGS,10,10,10,20,10,20,20,20,30,30,30,10,10,30,20,30,20,50,20,20,210,880,390,260
LANTHEUS HOLDINGS,0,0,0,0,0,0,40,20,20,30,10,20,20,20,20,20,880,170,110,90,90,70,90,70
C1 FINANCIAL,0,0,0,0,0,0,590,260,260,70,90,110,70,110,70,50,210,170,140,90,210,390,110,90
W T OFFSHORE,70,90,90,70,90,70,110,140,140,140,140,210,140,320,170,170,140,140,170,140,110,70,70,110
ULTRA CLEAN HOLDINGS,170,140,140,90,90,110,70,70,110,70,70,110,110,90,260,90,140,170,90,110,90,70,70,90
C J ENERGY SERVICES,110,110,90,110,170,170,110,140,170,140,110,110,110,110,140,110,110,110,140,170,110,110,70,170
BOOT BARN HOLDINGS,0,0,0,0,0,0,0,20,390,110,50,50,170,70,50,70,140,90,90,70,110,170,70,90
VINCE HOLDING,40,30,40,50,210,50,40,70,50,30,70,50,50,70,50,40,110,110,70,260,70,70,70,50
SYNUTRA INTERNATIONAL,40,50,40,40,50,50,40,50,70,40,40,50,50,70,50,40,40,40,40,40,50,30,20,90
ACCESS NATIONAL,110,110,110,140,110,140,140,140,110,110,90,110,110,110,90,90,90,110,140,110,110,90,90,110
CENTURY BANCORP,70,90,110,50,50,70,40,40,50,30,40,30,40,50,40,40,50,50,40,40,50,20,30,30
COMMUNITYONE BANCORP,50,50,50,110,40,70,50,50,40,50,50,70,50,40,40,40,50,50,70,40,50,110,50,50
NATIONAL COMMERCE,20,20,30,30,10,10,20,30,30,10,20,40,110,260,110,70,20,30,30,40,40,40,30,50
ALLEGIANCE BANCSHARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,110,320,90,50,70
PENNS WOODS BANCORP,70,70,110,70,50,50,70,70,50,50,50,90,90,70,70,50,70,70,70,50,50,50,50,70
PERNIX THERAPEUTICS HOLDINGS,0,0,0,0,0,0,0,0,0,0,0,0,30,50,50,40,50,40,20,40,40,20,40,40
UNITED STATES LIME AND MINERALS,30,40,50,40,50,30,30,40,70,30,30,30,40,50,70,40,50,40,50,50,70,50,40,40
P A M TRANSPORTATION SERVICES,40,40,50,40,40,50,50,40,70,30,70,50,70,50,70,40,50,50,50,50,50,30,50,40
RYERSON HOLDING,10,10,10,20,20,110,320,90,50,50,30,50,30,70,20,50,30,40,50,40,40,30,30,70
BIOSPECIFICS TECHNOLOGIES,40,50,50,30,40,50,40,70,50,30,30,30,30,50,40,50,40,40,50,40,30,40,20,30
HERITAGE OAKS BANCORP,30,50,40,30,40,40,40,40,30,30,30,40,40,40,40,40,30,50,40,20,30,30,20,30
EQUITY BANCSHARES,30,10,10,10,20,10,10,20,10,10,10,10,20,20,20,10,20,20,20,10,90,260,70,50
CONTAINER STORE GROUP,40,20,40,30,20,110,20,20,70,20,10,30,10,20,50,20,10,50,10,20,30,20,10,70
SEASPINE HOLDINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,40,50,40,40,30,40
ENTERPRISE BANCORP,30,30,70,40,40,50,40,40,40,30,40,50,50,50,40,40,40,30,30,50,40,40,30,50
INTRAWEST RESORTS HOLDINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,30,30,10,30,20,20,30,20,50
NTELOS HOLDINGS,30,20,20,40,30,20,20,20,20,10,50,10,10,20,20,20,20,20,40,10,20,10,10,10
HC HOLDINGS,10,10,10,20,10,20,20,20,20,10,10,20,10,10,20,20,20,30,30,10,20,20,10,10
CORINDUS VASCULAR,20,20,30,20,10,10,20,40,30,10,10,20,20,20,30,30,50,40,40,30,50,10,20,30
RADIANT LOGISTIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10
PAPA MURPHYS HOLDINGS,0,0,0,40,10,10,10,10,10,10,10,10,10,30,10,10,20,10,10,10,10,10,10,10
KRATOS DEFENSE and SECURITY SOLUTION,,,,,,,,,,,,,,,,,,,,,,,,
PENNYMAC FINANCIAL SERVICES CL,,,,,,,,,,,,,,,,,,,,,,,,
NV5 GLOBAL,,,,,,,,,,,,,,,,,,,,,,,,
MARCHEX CL B,,,,,,,,,,,,,,,,,,,,,,,,
NATIONAL RESEARCH CL A WI,,,,,,,,,,,,,,,,,,,,,,,,
AAC HLDG,,,,,,,,,,,,,,,,,,,,,,,,
ZAFGENINARY,,,,,,,,,,,,,,,,,,,,,,,,
FIVE9INARY,,,,,,,,,,,,,,,,,,,,,,,,
MCBC HOLDINGS,,,,,,,,,,,,,,,,,,,,,,,,
UNITED DEVELOPMENT IV ORD,,,,,,,,,,,,,,,,,,,,,,,,
ASTERIAS BIOTHERAPEUTICS SERIE,,,,,,,,,,,,,,,,,,,,,,,,
PEOPLES UTAH,,,,,,,,,,,,,,,,,,,,,,,,
NIVALIS THERAPEUTICS,,,,,,,,,,,,,,,,,,,,,,,,
ZAIS GROUP HOLDINGS,,,,,,,,,,,,,,,,,,,,,,,,
