Keyword,Searches: Feb 2014,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016
IAC INTERACTIVE,390,480,480,390,480,480,390,480,390,390,320,320,480,390,320,390,480,390,390,320,1000,480,390,320
MARVELL TECHNOLOGY GROUP,210,260,390,390,260,260,210,170,260,210,140,210,260,210,210,210,210,210,210,390,320,210,260,260
TRIBUNE MEDIA COMPANY,20,20,20,40,70,170,590,720,720,480,390,320,320,590,590,590,480,390,480,320,320,390,590,720
FIRST NIAGARA FINANCIAL GROUP,480,480,480,390,480,590,480,480,720,480,390,480,480,590,480,390,480,390,390,720,880,480,320,390
HAWAIIAN ELECTRIC INDUSTRIES,590,720,590,720,720,480,480,480,480,390,1600,720,590,590,590,720,590,480,480,390,390,390,320,390
IDACORP,590,590,590,480,480,480,480,480,720,590,590,590,590,590,480,480,590,590,480,480,590,480,390,480
TCF FINANCIAL,390,390,590,390,390,390,390,480,480,320,390,480,590,720,590,480,590,590,480,480,390,390,390,480
TELEPHONE and DATA SYSTEMS,590,590,590,720,590,590,590,590,590,480,390,480,480,590,480,480,480,390,320,320,390,480,390,480
COMMERCE BANCSHARES,480,480,480,480,590,590,480,390,480,480,480,590,480,590,590,390,480,480,480,390,390,390,390,480
KITE REALTY GROUP,880,590,480,590,590,1000,880,590,590,480,480,590,480,590,590,480,590,480,480,480,590,480,390,590
TEMPUR SEALY INTERNATIONAL,210,260,260,210,210,210,210,260,260,210,210,210,260,260,320,320,260,320,260,390,320,320,260,390
LANDSTAR SYSTEM,320,390,320,320,320,390,390,390,390,320,320,390,390,390,390,390,480,480,390,480,390,390,320,390
BROCADE COMMUNICATIONS SYSTEMS,210,210,210,170,210,210,170,170,260,260,170,210,170,210,170,170,210,260,210,210,260,170,260,480
DUPONT FABROS TECHNOLOGY,320,390,390,390,390,390,260,260,390,260,260,390,390,320,390,320,390,390,390,320,390,390,320,320
CHICAGO BRIDGE and IRON COMPANY,140,170,320,320,170,210,260,390,260,210,320,320,320,260,590,390,390,480,390,390,390,320,320,390
LEIDOS HOLDINGS,0,0,0,0,0,0,260,390,260,260,210,210,260,260,320,320,260,480,320,260,320,390,320,1000
GLACIER BANCORP,390,390,480,480,320,480,390,390,480,390,480,590,390,480,480,480,590,480,480,390,480,390,390,590
ACADIA REALTY,320,320,390,480,480,590,590,480,590,480,390,390,390,480,480,480,480,590,590,590,480,390,320,390
GNC HOLDINGS,480,320,260,260,320,390,320,320,320,260,170,170,320,260,260,170,170,210,210,210,480,390,170,260
LIBERTY PROPERTY,320,260,320,260,260,260,260,260,260,210,260,320,320,390,320,260,320,320,320,320,320,260,260,390
NATIONAL HEALTH INVESTORS,390,480,320,320,320,320,320,260,320,320,390,390,480,320,390,320,320,390,590,390,390,320,320,320
WEINGARTEN REALTY INVESTORS,260,390,320,390,390,480,320,320,320,260,210,320,320,390,390,320,320,480,390,320,320,260,320,210
PROSPERITY BANCSHARES,590,720,720,720,720,880,720,720,720,590,590,720,480,390,390,320,390,390,320,210,320,260,260,480
UNITED BANKSHARES,260,260,320,210,260,260,210,210,320,260,210,320,320,320,260,210,320,320,390,390,390,720,320,390
VALIDUS HOLDINGS,210,210,210,210,480,210,170,170,320,210,140,210,210,210,210,210,210,260,210,210,210,210,210,260
BRANDYWINE REALTY,390,390,390,480,390,480,390,480,590,480,390,480,480,480,480,480,390,390,320,320,320,260,260,260
VERIFONE SYSTEMS,210,320,210,170,260,170,210,260,320,210,320,260,210,260,210,210,260,210,210,210,170,170,170,170
GRAND CANYON EDUCATION,260,260,210,260,260,260,210,210,590,480,260,260,260,260,210,260,210,210,260,260,210,210,210,210
ASPEN INSURANCE HOLDINGS,210,210,720,320,390,390,320,260,320,260,170,320,320,260,260,210,260,260,170,210,210,210,210,260
HILL ROM HOLDINGS,170,170,170,140,170,170,140,210,170,170,170,210,140,210,210,170,480,260,320,320,260,210,210,260
ENDURANCE SPECIALTY HOLDINGS,210,210,390,320,390,320,260,260,260,260,210,260,320,320,260,260,260,260,260,210,210,320,210,210
CINEMARK HOLDINGS,210,170,260,210,170,170,170,140,210,170,210,170,210,210,210,210,170,170,480,390,320,260,210,260
WEBSTER FINANCIAL,260,320,320,260,260,210,210,390,260,210,170,260,320,480,320,210,320,260,260,210,260,210,210,260
HOME BANCSHARES,390,390,480,390,210,390,320,260,320,170,210,260,210,260,390,260,390,390,320,260,390,320,210,260
SCOTTS MIRACLE GROW,390,390,320,320,210,210,210,210,260,210,210,260,320,260,390,320,260,210,210,210,210,210,210,260
EAST WEST BANCORP,210,260,260,210,210,320,260,210,260,210,170,260,210,260,260,210,320,320,260,210,210,260,170,260
HD SUPPLY HOLDINGS,90,140,140,170,170,170,140,210,210,210,170,170,170,260,210,170,260,260,210,320,260,210,210,210
TORO CO,90,140,110,140,140,140,140,140,110,140,140,140,170,170,210,210,170,170,170,210,140,140,140,140
HEALTHCARE REALTY,260,260,260,260,210,260,210,260,320,210,210,260,260,320,320,260,260,260,320,320,320,320,260,390
MDU RESOURCES GROUP,260,320,210,210,320,210,170,210,260,260,260,260,210,260,210,260,320,320,260,260,210,260,210,260
VALLEY NATIONAL BANCORP,110,170,210,210,210,170,140,170,170,170,140,170,170,170,170,260,320,210,170,140,140,110,140,170
CULLEN FROST BANKERS,140,140,170,170,170,170,170,170,170,170,210,320,210,210,170,170,260,210,260,210,210,210,210,390
INVESTORS BANCORP,170,590,880,1000,320,260,260,260,260,170,210,260,210,320,480,320,260,210,210,170,260,170,170,210
APPLE HOSPITALITY,70,210,140,140,110,140,70,90,90,70,90,90,110,260,170,720,320,210,260,260,260,210,170,170
TEAM HEALTH HOLDINGS,140,140,140,140,170,170,110,170,210,170,140,140,170,140,140,170,170,170,320,170,390,260,170,210
CASEYS GENERAL STORES,210,210,260,210,260,260,260,260,210,210,210,210,210,260,210,210,260,260,260,260,260,210,320,390
SONOCO PRODUCTS CO,70,110,90,70,90,110,110,110,140,140,90,110,140,260,210,170,140,170,170,110,140,140,140,170
WEBMD HEALTH,170,140,170,140,170,140,140,140,210,170,170,210,170,170,210,170,170,140,170,140,170,210,140,210
CATHAY GENERAL BANCORP,170,170,210,140,170,170,170,170,140,110,90,170,140,140,170,140,210,210,170,140,140,170,140,210
TWO HARBORS INVESTMENT,390,260,260,260,210,260,170,260,260,210,210,260,260,320,260,210,260,210,260,210,260,260,170,210
PRIVATEBANCORP,210,210,260,210,210,210,140,210,210,210,170,170,140,210,210,170,210,210,210,170,260,210,140,260
CALATLANTIC GROUP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,880,320,390,590
COMMUNICATIONS SALES AND LEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,390,260,210,210,140,140,210,140,320
TIMKEN CO,260,170,170,170,260,260,140,210,170,140,140,170,170,170,170,170,140,170,170,210,140,140,110,140
SYNOVUS FINANCIAL,210,260,260,320,260,260,210,260,210,170,170,210,210,210,210,170,170,210,170,170,210,170,140,170
DUNKIN BRANDS GROUP,170,140,170,110,110,110,70,110,140,140,110,140,170,170,170,110,90,110,110,140,170,140,90,110
PATTERSON UTI ENERGY,170,210,170,140,140,210,170,140,170,170,140,170,210,170,170,110,140,140,170,140,210,110,110,140
SIX FLAGS ENTERTAINMENT,210,170,210,170,210,210,210,140,170,140,110,140,140,170,210,170,170,170,140,110,140,110,90,90
SPECTRUM BRANDS HOLDINGS,90,90,90,110,90,90,90,140,110,90,70,90,110,90,140,210,140,110,110,90,70,90,70,90
PRESTIGE BRANDS HOLDINGS,90,110,210,110,110,140,140,140,140,90,70,110,110,140,140,140,110,140,140,170,140,210,90,170
BERRY PLASTICS GROUP,90,70,90,90,70,90,110,140,90,90,140,110,90,110,110,110,110,110,110,110,90,90,90,110
STARWOOD PROPERTY,170,140,140,110,110,140,140,140,140,70,90,140,140,140,140,110,140,140,110,110,110,140,90,110
ENVISION HEALTHCARE HOLDINGS,140,70,70,90,170,210,90,70,110,70,90,140,110,110,140,110,140,170,140,110,210,170,110,170
MANITOWOC CO,110,110,90,70,70,90,70,90,110,50,170,170,140,140,140,110,70,70,70,90,140,110,170,480
IMS HEALTH HOLDINGS,110,590,880,140,170,210,110,90,110,90,90,140,90,90,110,140,140,140,110,110,90,90,90,110
ARRIS INTERNATIONAL,90,90,70,70,70,90,50,70,70,70,70,70,70,70,70,50,70,70,70,70,70,70,50,320
SCIENCE APPLICATIONS INTERNATIONAL,110,140,170,140,110,140,110,110,140,90,90,110,140,170,140,140,140,110,90,90,90,90,90,110
SERVICEMASTER GLOBAL HOLDINGS,10,40,30,10,390,110,90,70,90,70,50,90,170,110,210,110,90,90,70,90,90,90,90,140
GENERAC HOLDINGS,260,170,170,170,140,170,140,110,140,170,110,140,140,90,110,140,90,90,170,110,140,90,70,110
MEDICINES CO,140,70,110,70,70,70,110,50,90,50,50,90,90,70,110,90,140,90,140,90,70,90,70,140
ZAYO GROUP HOLDINGS,20,30,20,10,50,70,30,30,590,110,90,110,90,110,50,90,70,110,90,90,70,140,140,90
LINCOLN ELECTRIC HOLDINGS,140,110,140,90,70,90,90,110,110,70,70,70,110,110,110,90,110,110,90,70,140,110,90,110
UMPQUA HOLDINGS,140,110,170,110,90,90,110,70,90,110,50,110,110,110,140,90,110,140,90,90,90,90,90,140
FEI CO,90,90,140,90,70,90,90,70,90,50,70,70,70,70,90,90,70,70,70,50,70,50,70,70
COLUMBIA PROPERTY,90,110,110,110,90,140,110,90,90,70,70,110,90,110,110,110,90,90,110,70,90,50,70,70
FIRST HORIZON NATIONAL,90,90,90,90,90,70,70,90,110,70,90,110,70,90,110,70,90,90,50,70,110,70,70,70
TANGER FACTORY OUTLET CENTERS,70,110,70,70,50,70,70,70,70,50,40,70,70,70,70,50,90,70,50,50,90,90,50,50
HEALTHCARE OF AMERICA,90,170,110,110,110,70,90,110,110,90,90,110,90,90,90,110,90,110,90,90,90,90,70,110
RLJ LODGING,140,110,70,140,90,110,70,90,110,70,70,90,140,110,90,70,70,90,70,70,90,70,90,90
MEDICAL PROPERTIES,20,20,30,40,30,30,30,40,50,30,30,50,40,20,30,20,20,40,50,20,30,40,30,30
MSC INDUSTRIAL DIRECT CO,50,50,70,40,40,70,70,50,70,70,50,70,40,90,70,50,50,40,70,70,70,40,30,50
ALLISON TRANSMISSION HOLDINGS,50,40,50,30,40,70,30,30,50,30,30,40,40,50,50,30,50,50,40,50,50,50,40,50
CORPORATE OFFICE PROPERTIES,70,70,70,70,70,90,40,50,70,50,50,70,70,90,110,50,70,50,50,50,50,40,50,50
PORTLAND GENERAL ELECTRIC CO,50,70,40,40,40,30,50,40,50,50,50,50,40,40,40,40,40,40,40,40,30,30,20,40
AMERICAN HOMES RENT,30,30,30,30,40,30,30,30,30,10,20,50,40,50,50,50,70,90,70,50,70,70,50,170
MGIC INVESTMENT,70,40,50,30,50,110,50,50,40,30,40,70,40,70,70,30,50,50,50,20,40,30,20,50
PEOPLES UNITED FINANCIAL,140,70,140,140,90,70,50,70,50,50,40,50,70,50,70,40,70,50,50,50,50,50,50,50
FIRST INDUSTRIAL REALTY,70,70,70,70,70,70,70,50,50,50,40,90,90,50,50,50,70,50,50,70,70,50,30,40
GRAMERCY PROPERTY,20,30,30,50,30,30,30,20,40,30,50,30,30,70,20,30,40,90,30,40,20,30,50,50
PEBBLEBROOK HOTEL,30,40,40,30,20,50,40,70,70,50,40,40,70,50,50,50,50,50,30,50,50,30,40,40
HOSPITALITY PROPERTIES,40,30,30,20,20,30,20,30,20,30,50,40,30,30,30,30,30,20,40,30,10,20,40,50
ERIE INDEMNITY CO,50,50,50,40,50,30,30,30,50,20,20,30,40,40,30,40,50,30,30,40,30,20,20,30
COMMSCOPE HOLDING,20,30,20,20,40,20,20,20,20,20,20,50,30,20,10,20,30,30,20,30,20,30,20,50
PIEDMONT OFFICE REALTY,70,70,40,30,50,50,50,40,50,40,30,40,40,50,40,30,40,40,40,40,30,30,40,30
ASSOCIATED BANCORP,30,40,40,30,30,40,30,50,40,30,20,30,40,30,30,30,40,50,40,30,40,30,20,30
EATON VANCE COM,40,40,30,40,20,20,30,20,20,40,30,30,30,30,30,10,20,20,30,30,30,40,40,40
EDUCATION REALTY,20,30,40,20,20,20,20,20,30,30,30,30,30,20,20,20,10,20,20,20,20,20,10,20
DISCOVERY COMMUNICATIONS A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,0,10,10,10
WHITE MOUNTAINS INSURANCE GROUP LT,,,,,,,,,,,,,,,,,,,,,,,,
FOREST CITY REALTY IN,,,,,,,,,,,,,,,,,,,,,,,,
LIBERTY MEDIA SERIES A,,,,,,,,,,,,,,,,,,,,,,,,
SENIOR HOUSING PROPERTIES RE,,,,,,,,,,,,,,,,,,,,,,,,
CHARLES RIVER LABORATORIES INTERNA,,,,,,,,,,,,,,,,,,,,,,,,
CORRECTIONSORATION OF AMERICA,,,,,,,,,,,,,,,,,,,,,,,,
NEWMARKETORATION,,,,,,,,,,,,,,,,,,,,,,,,
SABREORATION,,,,,,,,,,,,,,,,,,,,,,,,
VALMONT INDS,,,,,,,,,,,,,,,,,,,,,,,,
NEW RESIDENTIAL INVESTMENT CO,,,,,,,,,,,,,,,,,,,,,,,,
OWENS and MINOR,,,,,,,,,,,,,,,,,,,,,,,,
COPA HOLDINGS A SA,,,,,,,,,,,,,,,,,,,,,,,,
