Keyword,Searches: Feb 2014,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016
REGIS,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,27100,27100,27100,22200,27100,27100,27100,27100,27100,27100,27100,27100,27100
SUNEDISON,9900,12100,12100,12100,9900,9900,9900,12100,14800,14800,9900,14800,18100,18100,18100,22200,22200,33100,49500,33100,40500,60500,49500,49500
GRIFFON,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,9900,9900,9900,9900,9900,12100,9900,9900,9900,9900,8100,8100,9900,9900
TRUSTCO BANK,49500,49500,49500,60500,49500,74000,49500,49500,49500,49500,49500,60500,49500,60500,60500,49500,60500,60500,60500,60500,60500,60500,60500,60500
MARKETO,27100,27100,27100,27100,27100,27100,27100,27100,27100,22200,22200,27100,27100,33100,33100,27100,27100,33100,27100,27100,33100,27100,27100,27100
CEVA,12100,12100,12100,9900,12100,12100,12100,12100,12100,14800,18100,14800,12100,14800,14800,12100,14800,14800,12100,12100,12100,12100,14800,12100
WEIS MARKETS,40500,49500,49500,49500,49500,49500,49500,49500,49500,60500,74000,60500,49500,60500,60500,60500,49500,49500,49500,49500,40500,49500,60500,49500
AAR,12100,14800,14800,14800,14800,14800,14800,14800,14800,14800,12100,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,12100,14800
INSPERITY,40500,40500,49500,40500,40500,40500,40500,40500,40500,40500,49500,60500,49500,49500,49500,40500,49500,49500,49500,40500,49500,49500,49500,74000
GREENBRIER,27100,33100,33100,33100,40500,90500,40500,33100,33100,27100,33100,33100,27100,33100,33100,40500,49500,135000,49500,40500,40500,33100,33100,33100
ARGAN,2400,2900,2900,3600,2900,2900,2900,2900,3600,3600,3600,3600,3600,4400,3600,3600,2900,3600,3600,3600,3600,3600,4400,4400
CVENT,27100,33100,27100,27100,27100,27100,27100,33100,33100,27100,22200,27100,27100,27100,27100,27100,27100,27100,27100,33100,33100,27100,22200,33100
BANCFIRST,33100,33100,40500,40500,33100,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,49500,40500,40500,40500,40500,40500
CUBIC,5400,8100,8100,6600,5400,5400,6600,8100,8100,6600,8100,8100,8100,8100,8100,8100,6600,8100,9900,12100,12100,12100,12100,12100
FREDS,22200,27100,27100,33100,27100,33100,33100,27100,27100,40500,33100,27100,27100,27100,27100,33100,33100,40500,33100,33100,33100,49500,74000,49500
UNIVAR,9900,12100,12100,12100,12100,12100,12100,12100,12100,9900,9900,12100,12100,12100,12100,12100,18100,14800,14800,12100,12100,9900,9900,12100
PURE STORAGE,9900,9900,14800,12100,12100,12100,12100,14800,14800,12100,12100,14800,18100,18100,18100,14800,22200,14800,22200,22200,60500,22200,18100,18100
MERCANTILE BANK,5400,5400,5400,5400,5400,9900,12100,14800,14800,14800,14800,18100,18100,18100,14800,14800,14800,14800,14800,14800,18100,14800,18100,18100
IXIA,6600,8100,8100,8100,6600,6600,8100,8100,6600,5400,5400,8100,6600,6600,8100,8100,8100,6600,6600,6600,6600,6600,5400,6600
KFORCE,27100,27100,27100,27100,27100,27100,27100,27100,33100,27100,22200,33100,27100,33100,27100,27100,27100,33100,27100,27100,33100,27100,22200,33100
AVX,4400,5400,5400,5400,5400,5400,4400,4400,4400,4400,3600,4400,4400,4400,5400,4400,4400,4400,4400,4400,4400,4400,4400,4400
CAESARS ENTERTAINMENT,27100,33100,22200,27100,27100,27100,27100,22200,27100,33100,33100,49500,33100,33100,27100,22200,22200,27100,27100,22200,18100,18100,18100,22200
PGT,2400,2900,2900,2900,2900,2900,2900,2900,2900,2400,2400,2900,2400,2900,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900
GREIF,5400,6600,6600,5400,5400,5400,5400,6600,6600,5400,5400,6600,5400,6600,6600,5400,5400,4400,5400,6600,6600,6600,5400,6600
LGI HOMES,14800,18100,14800,18100,14800,14800,14800,18100,18100,14800,18100,27100,22200,27100,22200,27100,27100,27100,27100,22200,22200,22200,22200,27100
LENDINGTREE,9900,14800,14800,12100,12100,14800,14800,14800,14800,12100,14800,18100,14800,14800,22200,22200,22200,22200,27100,22200,22200,22200,22200,33100
ICF INTERNATIONAL,18100,18100,18100,14800,14800,14800,14800,18100,18100,14800,14800,18100,18100,18100,18100,14800,14800,14800,14800,18100,18100,14800,12100,14800
CYNOSURE,8100,9900,8100,8100,8100,8100,8100,9900,9900,8100,8100,9900,9900,9900,9900,14800,9900,9900,9900,12100,9900,9900,9900,12100
QUALYS,8100,8100,12100,8100,6600,6600,8100,8100,9900,6600,6600,8100,9900,9900,9900,9900,9900,9900,9900,8100,9900,8100,8100,9900
HEALTHSTREAM,14800,18100,18100,14800,14800,14800,14800,18100,18100,14800,14800,18100,18100,18100,18100,18100,22200,22200,22200,22200,22200,18100,18100,18100
ISTAR,3600,4400,6600,4400,4400,4400,3600,3600,3600,3600,3600,4400,3600,4400,5400,3600,3600,3600,4400,3600,4400,3600,3600,4400
NIMBLE STORAGE,14800,14800,12100,14800,12100,12100,12100,12100,12100,9900,9900,12100,12100,12100,12100,12100,14800,12100,12100,12100,12100,18100,9900,12100
DIODES,5400,5400,5400,4400,3600,4400,3600,5400,6600,4400,4400,5400,5400,5400,5400,4400,4400,4400,4400,5400,5400,5400,4400,5400
SPS COMMERCE,12100,12100,12100,12100,12100,14800,12100,18100,18100,12100,12100,12100,14800,18100,14800,12100,14800,14800,14800,14800,14800,12100,14800,14800
PHH,8100,8100,6600,8100,8100,6600,6600,6600,6600,5400,5400,6600,6600,6600,5400,4400,5400,4400,6600,5400,4400,4400,4400,5400
SHORETEL,12100,12100,12100,12100,12100,12100,12100,12100,14800,12100,9900,12100,12100,14800,14800,12100,12100,14800,14800,12100,12100,12100,12100,12100
HEALTHEQUITY,12100,12100,12100,9900,9900,12100,12100,12100,12100,14800,18100,27100,22200,18100,18100,14800,14800,14800,14800,14800,18100,18100,22200,33100
GENERAL CABLE,6600,8100,8100,6600,6600,8100,6600,8100,9900,6600,6600,8100,8100,9900,8100,6600,8100,8100,6600,8100,8100,6600,5400,6600
LENDINGCLUB,8100,9900,9900,9900,9900,12100,12100,9900,12100,9900,18100,14800,12100,14800,14800,14800,14800,18100,18100,14800,18100,14800,18100,18100
RPX,2900,4400,4400,8100,5400,5400,5400,3600,4400,9900,5400,6600,4400,5400,6600,8100,9900,5400,4400,3600,6600,6600,18100,6600
MERITOR,8100,8100,8100,8100,8100,8100,8100,9900,9900,6600,6600,8100,8100,9900,8100,6600,8100,8100,8100,8100,8100,6600,6600,8100
LUMINEX,5400,5400,6600,5400,5400,5400,5400,5400,6600,5400,4400,8100,6600,6600,6600,6600,6600,6600,6600,6600,8100,6600,5400,6600
RUCKUS WIRELESS,6600,8100,8100,8100,8100,8100,8100,8100,8100,6600,6600,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,6600,5400,6600
OPUS BANK,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,14800,18100,18100,18100,14800,18100,14800,18100,18100
FINANCIAL INSTITUTIONS,5400,6600,6600,5400,4400,4400,4400,5400,6600,5400,5400,6600,6600,6600,8100,6600,5400,5400,5400,6600,8100,6600,6600,8100
BANC OF CALIFORNIA,5400,5400,8100,8100,6600,8100,6600,6600,8100,22200,18100,18100,18100,18100,18100,14800,18100,18100,18100,14800,18100,14800,14800,18100
SEABOARD,4400,4400,4400,4400,4400,3600,3600,4400,3600,4400,4400,4400,4400,5400,4400,5400,4400,5400,6600,6600,5400,5400,5400,6600
PEGASYSTEMS,6600,8100,8100,6600,8100,8100,8100,8100,8100,6600,6600,8100,8100,9900,8100,8100,8100,8100,8100,8100,8100,6600,6600,8100
TIDEWATER,8100,9900,8100,9900,9900,9900,9900,12100,9900,8100,8100,9900,9900,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,14800
ENNIS,8100,6600,5400,4400,5400,6600,4400,4400,5400,5400,6600,4400,5400,5400,6600,4400,5400,5400,4400,4400,4400,4400,4400,4400
JUNO THERAPEUTICS,3600,3600,5400,4400,3600,3600,6600,4400,4400,6600,22200,18100,9900,12100,12100,12100,22200,18100,12100,9900,9900,8100,8100,12100
SONIC AUTOMOTIVE,14800,14800,14800,14800,14800,14800,14800,14800,14800,12100,12100,14800,12100,14800,14800,14800,14800,14800,14800,12100,14800,12100,12100,14800
GREENHILL,6600,6600,5400,4400,5400,5400,5400,6600,6600,6600,6600,6600,6600,6600,6600,6600,5400,6600,5400,8100,8100,8100,6600,8100
ANDERSONS,5400,6600,8100,8100,6600,6600,6600,8100,6600,6600,8100,6600,6600,8100,9900,9900,8100,8100,8100,9900,8100,8100,9900,8100
GIGAMON,6600,8100,9900,6600,6600,8100,5400,5400,6600,5400,4400,6600,6600,8100,6600,6600,6600,8100,6600,6600,8100,6600,5400,8100
PERFORMANCE FOOD GROUP,9900,9900,9900,9900,9900,9900,9900,12100,12100,9900,9900,12100,12100,12100,12100,12100,12100,12100,12100,14800,14800,12100,9900,12100
INVENSENSE,8100,8100,8100,8100,12100,22200,22200,33100,18100,12100,9900,14800,9900,9900,9900,8100,6600,6600,6600,5400,5400,5400,4400,5400
CBIZ,8100,8100,8100,8100,8100,8100,8100,9900,9900,8100,8100,9900,8100,9900,9900,9900,9900,9900,9900,9900,12100,9900,8100,9900
RUBICON PROJECT,8100,8100,14800,8100,6600,6600,5400,5400,6600,6600,5400,6600,8100,8100,8100,8100,8100,8100,6600,6600,6600,6600,4400,6600
CLIFFS NATURAL RESOURCES,8100,6600,6600,5400,6600,9900,9900,9900,14800,8100,9900,9900,8100,9900,9900,6600,6600,9900,8100,6600,8100,8100,9900,9900
SUN HYDRAULICS,4400,5400,5400,5400,4400,5400,5400,5400,6600,4400,4400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,4400,4400,5400
UNITIL,9900,12100,12100,9900,9900,12100,9900,12100,12100,22200,12100,12100,12100,12100,12100,12100,12100,12100,9900,12100,12100,9900,9900,12100
EXTERRAN,8100,8100,8100,9900,9900,9900,9900,9900,12100,8100,6600,9900,8100,8100,8100,6600,9900,9900,9900,8100,8100,6600,4400,5400
INOGEN,8100,8100,8100,6600,6600,6600,6600,6600,8100,6600,6600,9900,8100,12100,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900
FORRESTER RESEARCH,6600,8100,6600,6600,6600,6600,5400,6600,6600,5400,5400,6600,6600,6600,6600,5400,6600,6600,6600,6600,6600,5400,4400,5400
FEDERAL SIGNAL,8100,8100,8100,8100,8100,8100,8100,8100,8100,6600,6600,8100,8100,8100,8100,6600,6600,6600,6600,6600,6600,6600,6600,6600
INCONTACT,4400,5400,5400,5400,5400,5400,5400,6600,6600,6600,5400,6600,6600,8100,8100,6600,8100,8100,8100,8100,9900,8100,8100,8100
PRA HEALTH SCIENCES,0,0,0,0,1000,1900,2400,4400,4400,5400,3600,4400,4400,5400,5400,5400,6600,6600,5400,5400,5400,5400,5400,6600
EXACT SCIENCES,3600,9900,6600,5400,5400,4400,12100,6600,9900,5400,6600,6600,9900,8100,5400,8100,8100,6600,6600,6600,18100,6600,5400,6600
ACETO,1000,1000,1000,1000,880,1300,880,1000,1000,1000,880,880,1000,1300,1000,1000,1300,1300,1000,1000,1000,1300,1000,1300
ULTRATECH,2900,2900,3600,2400,2400,2400,1900,1900,2400,1900,1900,2400,2900,2400,2400,2400,2400,2400,2400,1900,2400,1900,1900,2400
SCIENTIFIC GAMES,2900,3600,2900,3600,3600,4400,8100,5400,5400,5400,3600,4400,4400,5400,4400,4400,5400,5400,6600,6600,8100,6600,5400,6600
NORTEK,1900,3600,2900,2400,2400,2400,2900,2400,2400,2400,1900,3600,2900,4400,3600,3600,4400,4400,8100,5400,5400,4400,3600,4400
MARINEMAX,6600,8100,8100,8100,9900,9900,9900,8100,6600,4400,5400,8100,8100,9900,9900,12100,12100,12100,9900,8100,6600,5400,5400,6600
ACCO BRANDS,5400,5400,6600,5400,5400,5400,5400,6600,6600,5400,5400,6600,5400,5400,5400,5400,5400,5400,6600,6600,6600,5400,6600,6600
EXELIXIS,3600,6600,4400,3600,3600,6600,4400,9900,3600,2900,2900,4400,4400,4400,4400,4400,4400,8100,6600,6600,5400,6600,3600,5400
CHEFS WAREHOUSE,5400,5400,5400,6600,5400,5400,5400,6600,6600,8100,9900,6600,5400,6600,6600,6600,5400,5400,5400,6600,6600,6600,6600,6600
PERFICIENT,6600,6600,6600,6600,6600,5400,5400,8100,8100,5400,5400,8100,8100,8100,6600,6600,6600,6600,6600,8100,8100,5400,5400,8100
IMMUNOGEN,3600,2900,3600,3600,3600,3600,2900,4400,4400,3600,5400,4400,4400,5400,5400,4400,6600,5400,3600,5400,5400,4400,3600,4400
ENVESTNET,3600,4400,4400,4400,4400,5400,4400,4400,4400,4400,4400,5400,5400,5400,5400,6600,5400,5400,9900,6600,6600,5400,5400,6600
RELYPSA,1300,1900,1900,1900,1900,1900,2400,2900,2900,2400,2400,3600,3600,4400,3600,3600,3600,5400,6600,6600,14800,8100,12100,12100
AEROVIRONMENT,6600,8100,6600,5400,9900,6600,6600,6600,6600,5400,5400,6600,6600,6600,6600,5400,5400,6600,5400,6600,6600,5400,4400,5400
NAVIGANT CONSULTING,9900,8100,6600,6600,5400,5400,5400,6600,6600,5400,4400,6600,6600,6600,6600,5400,5400,5400,5400,8100,6600,5400,4400,6600
PHARMERICA,6600,6600,6600,6600,6600,8100,8100,8100,8100,6600,6600,8100,6600,8100,8100,8100,8100,8100,8100,8100,8100,6600,6600,8100
ECHO GLOBAL LOGISTICS,6600,5400,5400,5400,6600,6600,5400,6600,6600,5400,5400,6600,6600,6600,9900,6600,6600,6600,6600,6600,8100,6600,5400,6600
CLOVIS ONCOLOGY,2400,2400,1900,2900,2900,2400,2400,2400,2900,3600,1900,2900,2900,3600,5400,4400,5400,6600,4400,5400,4400,14800,4400,3600
STANDARD MOTOR PRODUCTS,5400,5400,5400,5400,5400,6600,5400,6600,5400,4400,5400,5400,5400,6600,6600,5400,5400,5400,5400,5400,5400,4400,4400,5400
WORLD WRESTLING ENTERTAINMENT,2900,2900,3600,2900,2400,2400,2400,1900,1900,1900,1600,1900,1900,2400,2400,1900,1600,1900,1900,1900,1900,1900,1900,1900
ORBCOMM,1300,1900,1900,2900,4400,5400,2400,1900,2400,2400,1600,1900,1600,1900,1600,1900,1900,1900,1900,1600,2400,1900,22200,3600
AMERICAN WOODMARK,8100,8100,8100,6600,6600,6600,6600,6600,6600,5400,5400,6600,6600,8100,6600,6600,6600,8100,8100,6600,6600,5400,5400,8100
GENOMIC HEALTH,4400,5400,5400,4400,4400,4400,4400,4400,5400,4400,3600,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400
TALEN ENERGY,0,0,0,0,2900,1300,880,1000,1300,1000,1000,1300,1300,1600,1900,4400,18100,8100,6600,6600,8100,6600,6600,6600
VIRTU FINANCIAL,1600,8100,6600,1900,1900,1900,1600,1900,1600,1900,1900,1900,2900,2900,14800,3600,2900,2900,5400,2900,2900,2900,2400,2900
DENBURY RESOURCES,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400,5400,6600,6600,5400,4400,4400,5400,6600,6600,6600,5400,4400,5400,8100
DEPOMED,2400,3600,2900,2900,2400,2400,2900,2900,2900,2400,1900,5400,3600,4400,6600,4400,4400,12100,6600,5400,5400,5400,3600,4400
GERON,2900,6600,3600,2400,3600,2400,2400,1900,1900,5400,3600,2900,2400,5400,2900,2400,2400,2900,2400,3600,2400,2900,4400,2900
RETROPHIN,3600,3600,3600,3600,3600,3600,3600,5400,5400,2400,1900,2400,2400,3600,2400,3600,2900,2400,2900,12100,2900,2900,14800,2900
MERRIMACK PHARMACEUTICALS,3600,3600,3600,6600,4400,4400,3600,4400,4400,3600,3600,5400,3600,5400,5400,4400,5400,5400,4400,5400,9900,5400,3600,4400
ATWOOD OCEANICS,5400,5400,4400,4400,4400,5400,4400,5400,4400,4400,3600,4400,4400,4400,4400,3600,4400,4400,4400,3600,3600,3600,2900,4400
KOSMOS ENERGY,1600,1900,1900,1900,1600,1900,3600,2400,2400,1900,1900,1900,1900,2900,3600,3600,2400,2400,1900,1900,2900,2400,1900,2400
CORVEL,4400,4400,4400,4400,4400,4400,4400,5400,5400,4400,4400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,4400,6600,5400
WHITESTONE,1900,2400,2400,2400,2400,2900,2900,2400,2900,2400,2900,2900,2400,2900,2900,2900,3600,3600,3600,3600,3600,2900,5400,3600
CALAMP,8100,8100,6600,6600,5400,4400,3600,3600,4400,2900,3600,4400,3600,4400,4400,3600,4400,3600,3600,3600,3600,2900,3600,3600
A SCHULMAN,1600,1600,1900,1600,1900,1900,1900,1900,2400,1600,1600,2400,2400,4400,3600,2900,2900,2900,2400,2400,2900,2400,1900,2900
LATTICE SEMICONDUCTOR,2400,2400,2900,2400,2400,2400,1900,1900,2400,1900,1600,3600,2900,3600,3600,3600,3600,2900,2900,2400,3600,2400,2400,2400
USANA HEALTH SCIENCES,2400,2400,2900,2900,1900,2400,2400,2400,2400,1900,1600,2400,2400,2400,2400,1900,1900,2400,2900,2400,2400,1900,1600,2400
INGLES MARKETS,5400,8100,6600,6600,9900,12100,6600,6600,6600,6600,5400,5400,5400,5400,5400,5400,5400,6600,6600,4400,5400,5400,5400,5400
FIBROGEN,2900,3600,4400,3600,3600,3600,3600,3600,5400,8100,3600,4400,3600,3600,3600,4400,3600,3600,3600,2900,3600,2900,2400,3600
EPIQ SYSTEMS,3600,3600,4400,8100,6600,4400,3600,5400,5400,3600,3600,4400,4400,4400,5400,4400,4400,4400,4400,4400,4400,3600,4400,4400
FORUM ENERGY TECHNOLOGIES,3600,4400,4400,4400,4400,4400,4400,5400,5400,3600,4400,4400,4400,3600,3600,2900,3600,3600,4400,3600,3600,2900,2400,4400
LHC GROUP,3600,3600,3600,3600,3600,3600,3600,4400,4400,3600,4400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,4400,4400,5400
ACCURAY,3600,3600,3600,3600,2900,2900,3600,3600,3600,2400,2400,3600,2900,3600,2900,2900,2900,2900,2900,2900,2900,2400,2400,2900
ENCORE CAPITAL GROUP,2900,2900,2400,2400,2400,2400,2400,2400,2400,1900,1900,2900,2900,3600,2900,2400,2400,2400,2400,3600,2900,2900,2900,3600
AVG TECHNOLOGIES,2400,2400,1900,1900,1900,1900,1900,1900,1900,1900,1600,1900,1600,1900,1600,1900,1900,1900,1900,1900,1900,1900,1600,1600
ADVANCED DRAINAGE SYSTEMS,2900,3600,5400,4400,4400,5400,4400,4400,4400,3600,3600,3600,4400,5400,5400,5400,5400,5400,5400,5400,5400,4400,4400,4400
INSYS THERAPEUTICS,2400,2900,2900,4400,2900,2900,3600,2900,2900,2900,2900,3600,3600,4400,4400,3600,4400,4400,4400,3600,4400,6600,5400,4400
ABAXIS,2900,2900,2900,3600,2900,3600,3600,3600,4400,3600,2900,3600,3600,4400,3600,2900,3600,3600,2900,2900,2900,2900,2900,3600
SPECTRANETICS,3600,2900,3600,3600,2900,2900,2900,2900,2900,3600,2900,4400,4400,4400,4400,3600,3600,4400,3600,4400,3600,3600,2900,3600
CHART INDUSTRIES,4400,4400,4400,3600,3600,3600,3600,3600,5400,3600,3600,4400,4400,4400,4400,3600,4400,3600,3600,3600,4400,3600,2900,3600
TUTOR PERINI,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400,4400,5400,4400,5400,4400,4400,4400,4400,4400,4400,4400,4400,3600,5400
ARENA PHARMACEUTICALS,5400,4400,4400,5400,4400,3600,2900,3600,2900,3600,2900,8100,4400,4400,3600,2900,3600,3600,3600,3600,5400,3600,2900,2900
APOLLO EDUCATION GROUP,1600,2400,2900,2400,2400,2900,2400,2900,3600,2900,2400,3600,2900,5400,3600,2900,4400,4400,3600,3600,5400,2900,2400,6600
GORMAN RUPP,2900,3600,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900,2900,3600,3600,2900,2900,2900,2900,2900,2900,2400,2400,2400
OMEROS,2400,2900,2400,2900,3600,2400,2400,2400,3600,3600,2400,2900,2900,3600,3600,2900,2400,2900,5400,3600,2900,2900,1900,2400
OUTERWALL,4400,3600,3600,4400,4400,4400,3600,4400,5400,4400,3600,6600,5400,4400,4400,4400,3600,3600,3600,2900,3600,3600,5400,3600
CHESAPEAKE UTILITIES,4400,4400,4400,4400,3600,4400,3600,4400,5400,5400,5400,6600,5400,5400,4400,4400,4400,4400,3600,3600,4400,4400,4400,4400
SILVER SPRING NETWORKS,4400,3600,4400,4400,3600,2900,2900,3600,2900,2900,2900,3600,3600,3600,3600,2900,2900,2900,2900,3600,3600,3600,3600,3600
CHECKPOINT SYSTEMS,1600,2400,2400,1900,1600,1600,1600,1900,1900,1600,1300,1600,1600,2400,2400,1900,1900,1900,1900,1900,1900,1900,1600,1900
RUSH ENTERPRISES,2900,2900,2900,2900,2900,3600,2900,3600,3600,2900,3600,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,3600,3600,4400
GREATBATCH,1900,1900,1900,1900,2400,1900,1900,1900,2400,1900,1900,2400,2400,2400,2900,2400,2400,2900,4400,3600,4400,2900,2400,3600
ANALOGIC,1900,2400,1900,1900,1600,1600,1900,2400,2400,1900,1900,1900,1900,2400,2400,1900,1900,1900,1600,1900,1900,1900,1600,1900
SYNERGY PHARMACEUTICALS,1600,1600,2400,1900,1000,1300,1000,1300,1600,1300,1000,1600,1600,2400,1900,2400,6600,6600,4400,2900,2900,2400,1900,3600
TOWNE BANK,2900,3600,3600,3600,3600,3600,3600,3600,3600,3600,5400,4400,3600,3600,3600,3600,4400,5400,4400,4400,4400,3600,4400,4400
GLATFELTER,2400,2400,2900,2400,2400,2400,2400,2900,2400,1900,1900,2400,2400,2400,2400,2400,2400,2400,1900,1900,1900,1900,1900,2400
SURGICAL CARE AFFILIATES,2900,3600,3600,2900,3600,3600,3600,3600,3600,2900,2900,3600,3600,4400,4400,3600,4400,4400,4400,4400,4400,3600,2900,4400
CEMPRA,880,880,880,880,880,880,880,1000,1300,1000,1900,4400,2900,3600,2900,1900,1900,2400,2400,2900,5400,2900,1900,3600
M/I HOMES,3600,4400,4400,4400,3600,4400,4400,4400,3600,2900,2900,4400,4400,4400,4400,4400,4400,4400,4400,3600,3600,3600,2900,4400
MATERION,2400,2900,2900,2900,2900,2900,2900,2900,3600,2400,2400,2900,2900,3600,3600,2900,3600,3600,2900,2900,2900,2400,2400,2900
CARDINAL FINANCIAL,1300,1900,1900,1900,1900,2400,1900,2400,2400,2400,2400,3600,3600,3600,3600,3600,3600,4400,4400,4400,4400,4400,4400,5400
BROOKS AUTOMATION,2900,3600,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900,2900,2900,2900,2400,2900,2400,2400,2400,2400,2900,1900,2900
SONUS NETWORKS,2400,2900,2400,2400,1900,2400,1900,1900,2400,1900,2400,2900,2400,4400,3600,1900,1900,2400,1900,1900,1900,1600,1300,1600
RAVEN INDUSTRIES,4400,4400,4400,4400,3600,3600,3600,4400,3600,4400,3600,3600,3600,4400,3600,3600,3600,2900,3600,2900,2900,2900,2400,2900
EVERTEC,1000,880,720,880,1000,880,880,880,880,880,720,880,880,880,880,880,880,1000,1000,880,880,880,720,1600
TERRAFORM POWER,0,0,0,320,720,4400,1300,1900,1900,2400,1300,1900,1900,1900,1900,1900,1900,3600,2900,1900,1900,4400,4400,2400
ENDOLOGIX,2400,2900,2900,2400,2400,2400,2400,2400,2900,2400,1900,2900,2900,2900,2900,2400,2400,2400,2900,2400,3600,2400,1900,2400
CERUS,1900,1600,1600,1600,1300,1300,1300,1600,1900,1600,2400,1900,1900,2400,1900,1600,1900,1900,1600,1600,1600,1600,1300,1600
LAREDO PETROLEUM,4400,4400,4400,3600,3600,4400,4400,4400,3600,3600,4400,6600,4400,4400,4400,3600,3600,3600,3600,2900,2900,2900,1900,3600
SAREPTA THERAPEUTICS,2400,2400,4400,2400,1900,2900,3600,2400,5400,1900,1600,1900,1600,1900,2400,3600,1900,2400,2400,2400,2900,2400,1900,4400
TETRA TECHNOLOGIES,3600,2900,2900,2900,3600,4400,3600,3600,3600,2900,2900,3600,3600,3600,2900,2400,2900,2900,3600,2900,2900,2900,2400,2900
FARO TECHNOLOGIES,1900,1900,1900,1900,1900,1900,1900,2400,2400,1900,1900,1900,2400,2400,2900,2400,2400,2400,2400,1900,2400,2900,1900,2400
LUMOS NETWORKS,4400,3600,3600,3600,3600,3600,3600,3600,4400,2900,2400,3600,2900,3600,3600,3600,3600,3600,4400,4400,3600,2900,2900,3600
NEWLINK GENETICS,2400,2400,1300,1300,1600,1300,4400,2400,14800,3600,2400,2900,2900,3600,4400,3600,2400,2900,2900,2400,2400,2400,1600,2400
UNITED FIRE GROUP,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
LEXICON PHARMACEUTICALS,2400,2400,2900,2400,2400,2400,1900,2400,2900,2400,2400,2900,2400,3600,3600,2900,2400,2400,4400,2900,2400,2900,1900,2400
OCLARO,1900,1900,1900,1900,1600,1600,1300,1300,1300,1300,880,1300,1600,1600,1300,1600,1300,1300,1300,1300,1600,1300,1000,1300
QUIDEL,2400,2400,2400,2400,2400,2400,2400,1900,2400,1900,1900,2400,2900,2900,2400,2400,2400,2400,2400,2400,2900,2400,1900,2400
UNIVERSAL ELECTRONICS,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1600,1900,1600,1600,1600,1600,1600,1600,1600,1600,1300,1600
CLEARWATER PAPER,3600,4400,3600,2900,3600,3600,4400,3600,3600,3600,2900,3600,3600,3600,3600,2900,3600,3600,3600,3600,3600,2400,2400,3600
ASTRONICS,2400,2400,2900,2400,1900,2400,1900,2900,2400,1900,1900,2400,2900,2400,2400,2400,2400,2400,2400,2900,2900,2400,1900,2400
SAGE THERAPEUTICS,1000,1600,1000,1000,1600,4400,1600,1600,1900,1900,1600,2400,1900,2400,2900,2900,4400,2900,2900,2900,2900,2900,2900,3600
AMAG PHARMACEUTICALS,1600,1600,1600,1600,1300,1300,1300,2400,2400,1600,1600,2400,2400,2400,2400,2400,3600,2900,2900,2900,2900,2900,1900,2900
ABENGOA YIELD,0,0,0,0,1300,590,480,590,720,1300,590,720,720,590,480,720,590,880,1000,880,720,1300,1300,720
EPIZYME,2900,2900,2900,2400,1900,2400,2400,2900,2900,2400,2400,2400,2400,2900,2400,1900,3600,2400,2400,2900,1900,1900,1900,2900
ATRICURE,1900,1900,1900,1900,1900,1900,2400,2400,2400,1900,1600,2400,2400,2400,2400,2400,2400,2400,2900,2900,3600,2900,2400,2900
HOMESTREET,1600,1900,1600,1600,1600,1900,1900,2400,2400,1900,1900,2400,1900,2400,2900,2900,2400,2400,2400,2400,2900,2400,2900,2900
SANGAMO BIOSCIENCES,1600,3600,1600,1300,1300,1300,1300,1600,1300,1000,1300,1600,1900,2900,2400,2400,2400,2400,1900,1900,1900,1900,2400,1900
GLOBAL EAGLE ENTERTAINMENT,720,1300,1000,1300,1300,1300,1300,1300,1300,1600,1000,1600,1900,1900,1900,1600,1600,1900,2400,2400,1900,2400,2400,1900
