Keyword,Searches: Feb 2014,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016
CONTINENTAL BUILDING PRODUCTS,1600,880,1000,880,880,880,880,880,720,1300,880,1000,880,1000,1000,1000,1000,1000,1300,1000,1000,880,880,880
INTERVAL LEISURE GROUP,320,390,320,1300,390,480,480,390,590,390,320,390,480,480,480,390,390,480,390,390,3600,2900,880,880
TOOTSIE ROLL INDUSTRIES,880,1000,1300,1000,1000,1300,1000,1300,1600,1600,1300,2400,1000,1300,1300,1000,720,880,880,880,1000,1000,880,720
GTT COMMUNICATIONS,260,260,260,390,320,320,390,390,590,390,590,480,880,720,1000,1000,1000,880,1000,1000,1000,880,720,720
SUPERNUS PHARMACEUTICALS,880,880,720,590,590,590,720,590,590,590,480,590,720,880,880,720,1000,1000,1300,1000,1000,1300,880,880
MGP INGREDIENTS,720,880,880,880,880,1000,1000,1000,1000,1000,1000,1000,1000,880,880,880,1000,880,880,1000,880,880,1300,1000
HERITAGE FINANCIAL,720,720,880,720,720,720,590,720,880,720,880,880,880,880,880,880,1000,1000,1000,880,880,880,880,880
NEWPARK RESOURCES,1300,1300,1300,1000,1000,1300,1000,1000,1000,1000,1000,1000,1000,1000,1000,880,1000,880,880,880,880,880,720,880
VEECO INSTRUMENTS,880,1000,880,880,880,720,720,880,880,720,720,880,880,880,880,720,880,880,720,720,880,720,590,720
ENANTA PHARMACEUTICALS,720,590,480,590,720,720,590,590,720,590,880,880,880,720,590,590,590,720,590,720,1300,720,480,880
CALIFORNIA RESOURCES,260,390,390,880,210,170,260,720,880,880,1600,1300,1000,880,880,880,880,720,880,1000,1000,1000,880,1000
CALLIDUS SOFTWARE,880,720,590,590,590,1000,720,720,720,720,590,720,590,1000,720,590,590,720,590,720,590,590,480,720
U S PHYSICAL THERAPY,880,1000,880,880,880,880,1000,1000,1000,720,590,880,880,880,880,880,880,880,1000,880,880,720,720,880
NATIONAL HEALTHCARE,1000,1600,1000,720,720,880,720,880,880,1000,1000,880,880,880,720,720,720,720,720,880,880,880,720,720
CARROLS RESTAURANT GROUP,720,880,880,880,880,880,1000,880,880,1000,880,1300,1000,880,880,720,880,1000,1000,720,390,720,880,1300
CALAVO GROWERS,480,480,590,480,480,480,390,590,590,590,590,880,720,720,590,590,880,720,880,880,720,720,590,880
ALTISOURCE RESIDENTIAL,1300,1000,880,720,590,880,720,590,590,590,590,880,720,880,880,880,720,720,1000,720,880,880,720,880
ZELTIQ AESTHETICS,720,590,390,480,590,880,880,1000,590,480,390,720,590,590,590,480,590,720,590,590,590,590,480,590
FLOTEK INDUSTRIES,720,590,590,480,480,480,590,480,720,480,480,590,590,480,720,590,590,720,480,480,480,1000,480,590
MERIT MEDICAL SYSTEMS,720,590,590,590,480,480,480,590,590,480,480,590,590,720,590,590,590,590,590,590,720,590,480,590
QUANEX BUILDING PRODUCTS,720,720,590,720,590,720,590,590,590,480,590,720,590,720,720,590,720,720,880,1000,720,590,720,720
INTER PARFUMS,480,590,390,390,260,390,320,390,390,320,390,390,320,480,390,320,390,320,260,260,260,210,210,260
NEW SENIOR INVESTMENT GROUP,0,0,0,0,70,90,70,70,320,1300,720,590,590,720,590,590,1000,720,880,720,720,880,880,880
DHT HOLDINGS,210,170,210,210,170,210,170,260,170,210,210,720,390,320,390,320,260,390,320,390,260,390,390,590
APPLIED OPTOELECTRONICS,590,720,480,480,480,480,590,590,480,480,390,480,590,590,590,590,590,720,720,590,720,590,480,590
SILVER BAY REALTY,210,260,210,210,170,210,210,210,170,260,260,480,480,590,1000,480,480,1300,1300,720,320,590,880,1000
MCGRATH RENTCORP,590,590,590,590,590,590,480,480,590,480,480,720,720,720,720,590,590,590,720,590,720,590,480,720
INFRAREIT,0,0,0,0,0,0,0,0,0,390,390,2900,1600,720,720,480,880,590,720,590,480,390,480,480
NATIONAL BEVERAGE,590,720,720,590,590,590,720,720,720,480,590,720,720,720,720,720,480,720,880,590,590,590,590,390
COMTECH TELECOMMUNICATIONS,260,390,480,390,480,480,590,590,590,320,480,480,390,720,480,480,480,480,320,210,390,880,720,590
DYNAVAX TECHNOLOGIES,590,720,480,480,480,480,390,480,720,720,320,480,480,590,480,480,590,590,480,480,590,480,320,590
NATIONAL PRESTO INDUSTRIES,720,720,720,590,480,720,590,590,880,590,590,590,720,590,480,590,480,590,480,590,590,590,590,590
MOTORCAR PARTS OF AMERICA,480,480,480,390,590,390,480,480,480,480,390,480,590,480,390,480,720,480,590,480,480,480,480,480
DELTIC TIMBER,590,590,590,590,480,590,590,590,590,590,480,590,590,480,590,480,590,590,590,720,720,720,590,590
COBIZ FINANCIAL,480,480,590,480,480,390,480,480,720,480,590,590,590,590,590,590,880,720,590,590,590,480,590,720
CIRCOR INTERNATIONAL,390,390,390,320,320,390,320,390,390,320,260,390,590,480,390,320,390,390,390,390,320,390,320,390
CAVCO INDUSTRIES,260,260,390,320,390,390,390,480,480,480,390,480,480,590,480,590,480,590,720,480,590,480,390,390
GENERAL COMMUNICATION,50,90,70,50,40,70,70,50,70,50,70,90,70,90,70,70,70,70,90,70,70,70,50,70
PROGENICS PHARMACEUTICALS,590,480,480,390,720,480,390,390,390,390,260,320,320,390,390,390,480,480,390,320,390,390,320,480
ATLANTIC TELE NETWORK,390,390,480,480,390,390,390,480,480,390,390,480,390,390,480,390,480,480,480,390,590,390,320,480
TELETECH HOLDINGS,390,480,480,480,590,590,590,720,720,720,590,480,390,480,480,320,390,390,480,480,590,390,320,390
AGREE REALTY,390,480,390,390,320,390,390,320,390,320,480,590,480,590,480,480,480,590,480,480,590,590,590,590
UNIVERSAL INSURANCE HOLDINGS,210,320,210,320,210,210,170,140,170,260,210,260,320,260,260,210,260,260,320,260,480,2400,480,320
NATIONAL STORAGE AFFILIATES,140,140,110,170,110,170,140,170,210,110,170,170,390,260,1600,480,480,390,590,390,390,390,320,390
SCICLONE PHARMACEUTICALS,260,260,260,260,260,210,390,390,320,260,260,260,260,390,320,320,320,480,390,320,260,480,210,320
AMERICAN VANGUARD,480,390,480,590,590,590,260,320,390,320,320,480,480,480,590,720,480,390,390,210,320,320,210,260
STANDEX INTERNATIONAL,210,260,260,320,260,260,320,320,260,260,260,260,260,260,260,260,320,320,260,320,260,260,210,320
SUPERIOR INDUSTRIES INTERNATIONAL,320,480,390,480,480,590,480,480,480,390,390,480,390,480,480,480,390,390,390,390,320,320,320,390
STRAYER EDUCATION,590,320,320,390,260,390,260,260,320,320,260,260,320,480,390,590,320,390,320,260,320,260,210,320
ENTRAVISION COMMUNICATIONS,390,390,320,320,390,390,390,390,390,320,320,480,390,480,390,390,390,480,390,320,390,320,320,390
SAUL CENTERS,390,480,480,390,390,480,390,390,480,390,320,480,390,480,480,390,390,480,390,390,390,390,320,320
GERMAN AMERICAN BANCORP,720,480,590,720,590,390,390,390,390,390,320,260,320,590,480,390,390,390,320,320,390,320,390,390
SCHNITZER STEEL INDUSTRIES,210,210,260,210,260,210,210,260,320,210,210,320,260,260,320,260,260,320,320,260,320,210,260,390
HELIX ENERGY SOLUTIONS GROUP,210,140,140,170,170,260,210,260,390,260,320,320,320,390,320,210,140,260,320,110,110,70,90,110
BOSTON PRIVATE FINANCIAL HOLDINGS,210,320,390,260,260,480,260,480,390,260,210,320,390,260,390,320,390,390,260,320,320,260,320,260
BOISE CASCADE COMPANY,210,170,170,170,170,170,170,210,210,210,210,320,260,210,260,260,260,260,210,260,260,210,210,260
TOMPKINS FINANCIAL,260,590,390,390,320,320,390,390,390,320,320,320,260,320,480,320,320,320,390,390,320,390,320,320
APPLIED MICRO CIRCUITS,210,260,210,210,260,320,210,260,260,210,140,170,210,210,210,210,260,210,210,260,210,170,140,170
FBL FINANCIAL GROUP,320,320,390,320,320,390,390,390,320,320,320,320,320,390,390,320,320,320,260,260,260,260,210,210
ASHFORD HOSPITALITY,320,320,320,320,320,260,260,260,320,260,210,320,320,320,320,390,390,390,320,320,260,210,210,320
HEARTWARE INTERNATIONAL,140,110,110,170,140,170,140,110,140,140,110,140,140,170,140,140,170,170,140,320,320,210,170,390
GETTY REALTY,260,390,320,320,210,260,260,320,260,320,260,260,260,320,320,390,390,260,320,210,260,320,260,390
Q2 HOLDINGS,390,3600,590,480,320,260,320,170,210,320,170,210,390,260,170,260,260,260,320,390,260,260,320,210
STEWART INFORMATION SERVICES,320,320,390,260,320,320,210,260,320,210,260,210,320,480,320,260,260,260,210,210,260,260,210,320
AIR TRANSPORT SERVICES GROUP,170,210,140,210,110,140,140,140,140,140,110,140,140,170,170,210,170,170,170,140,210,390,590,320
COMPUTER PROGRAMS and SYSTEMS,210,210,210,170,210,320,390,260,90,90,170,210,170,210,210,320,260,260,260,140,140,320,320,320
AMERICAN PUBLIC EDUCATION,390,320,260,260,260,260,260,260,320,260,210,210,260,210,260,260,170,260,210,260,210,260,210,210
KRATON PERFORMANCE POLYMERS,170,110,140,110,170,170,140,110,140,140,90,140,170,140,140,110,140,170,170,480,320,170,210,260
MAIDEN HOLDINGS,320,320,260,320,210,140,210,140,170,170,210,210,210,210,210,210,170,210,210,140,170,390,210,210
AMBAC FINANCIAL GROUP,170,260,170,140,170,170,170,170,170,140,110,140,140,170,210,170,210,170,140,170,260,170,210,320
ALON USA ENERGY,170,210,210,170,210,170,210,210,210,140,140,170,170,260,260,210,210,170,320,210,170,170,170,210
INOVALON HOLDINGS,0,0,0,0,0,0,0,0,0,0,0,0,1000,320,140,140,140,110,140,140,110,140,70,90
MAINSOURCE FINANCIAL GROUP,210,210,260,170,210,170,170,140,170,140,140,140,170,170,260,260,260,320,320,260,260,390,320,320
AMERICAN NATIONAL INSURANCE CO,210,210,170,140,170,210,170,170,170,170,170,260,260,390,320,320,260,260,210,170,170,170,210,210
GLOBANT SA,10,10,10,10,30,480,140,70,50,70,40,40,70,320,170,110,140,210,90,70,70,90,110,170
GLADSTONE COMMERCIAL,170,140,210,210,260,210,140,170,210,140,140,390,260,210,140,170,140,260,260,320,320,210,170,260
NAVIGATORS GROUP,210,210,210,320,210,320,210,260,260,210,210,260,260,260,260,260,210,210,170,170,210,170,140,170
BNC BANCORP,170,170,210,140,210,140,140,170,140,260,170,170,140,170,140,110,210,260,320,170,210,260,210,260
BLUE BUFFALO PET PRODUCTS,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,140,1300,210,170,210,170,110,140
PRIMORIS SERVICES,140,210,210,210,170,210,210,210,260,260,210,260,320,320,260,260,320,260,210,210,170,140,90,110
RESOURCES CONNECTION,210,210,210,170,210,260,170,210,260,170,140,210,210,210,210,170,170,210,170,170,170,170,140,210
SMART AND FINAL STORES,170,140,170,170,170,170,140,590,210,210,210,210,210,260,390,260,260,210,170,170,320,260,210,210
BROOKLINE BANCORP,210,260,260,170,170,210,170,260,260,170,170,210,210,260,320,210,260,260,210,210,210,210,210,170
BRYN MAWR BANK,140,170,170,260,210,210,260,260,210,210,210,170,210,210,210,170,210,260,260,210,260,260,260,260
TAL INTERNATIONAL GROUP,110,70,70,70,110,70,70,70,70,50,70,110,70,70,50,70,70,140,170,210,210,140,110,140
NATIONSTAR MORTGAGE HOLDINGS,110,140,140,140,70,70,90,90,110,110,90,110,140,110,110,170,260,170,140,170,140,140,110,110
ETHAN ALLEN INTERIORS,110,90,110,70,90,110,90,90,90,110,90,140,140,110,90,90,110,110,90,140,110,110,70,90
NORTHSTAR REALTY EUROPE,0,0,0,0,0,0,0,0,0,0,0,0,20,30,20,20,40,40,40,50,170,720,210,320
INTERACTIVE INTELLIGENCE GROUP,90,70,90,140,90,140,70,90,110,110,90,110,110,90,110,140,170,210,140,140,110,110,90,140
CEDAR REALTY,140,260,210,210,170,210,210,210,170,140,170,210,170,210,260,210,170,210,210,140,170,170,170,210
AK STEEL HOLDING,140,140,210,140,110,170,170,260,210,140,210,140,110,140,110,110,110,90,110,90,90,70,70,110
APOLLO RESIDENTIAL MORTGAGE,210,170,170,140,140,140,140,110,140,140,110,140,140,140,140,140,170,140,170,170,170,210,210,170
INSTEEL INDUSTRIES,170,170,260,140,170,210,260,210,260,140,110,170,170,170,170,110,170,210,170,140,170,140,140,210
PACIFIC BIOSCIENCES OF CALIFORNIA,110,110,110,140,90,90,90,90,90,50,50,110,110,70,70,90,50,90,90,70,320,140,170,170
CUSTOMERS BANCORP,210,170,140,140,140,140,90,70,110,70,90,210,210,110,170,210,170,320,110,90,110,70,170,170
WEB COM GROUP,110,140,90,90,170,90,140,110,110,140,90,110,110,110,90,90,110,110,110,90,260,210,110,110
UNITED FINANCIAL BANCORP,90,90,170,320,320,170,170,210,260,140,170,210,260,210,210,170,170,210,140,140,140,110,110,170
INVESTORS REAL ESTATE,50,90,90,90,110,110,140,90,70,70,70,110,90,110,110,140,140,170,170,170,170,170,210,260
FLAGSTAR BANCORP,110,140,140,110,170,170,90,140,140,90,110,110,140,110,170,140,170,140,140,110,170,140,110,170
VASCO DATA SECURITY INTERNATIONAL,40,30,30,20,20,30,30,40,70,70,260,110,90,110,70,50,90,90,70,30,70,30,20,40
HEARTLAND FINANCIAL USA,140,110,90,110,90,140,110,140,170,90,140,140,140,140,140,170,170,140,170,140,210,140,140,140
TILE SHOP HOLDINGS,320,320,320,260,210,590,320,320,880,590,210,480,320,260,210,110,90,140,70,70,110,110,70,90
ARMADA HOFFLER PROPERTIES,70,70,70,50,50,50,70,90,90,50,50,170,140,170,170,170,170,110,110,110,90,110,140,260
ORTHOFIX INTERNATIONAL N V,40,90,70,70,50,50,50,50,70,40,40,50,40,50,70,70,70,50,70,70,50,90,70,70
CARETRUST,40,50,70,90,170,90,90,90,110,90,110,110,110,90,90,90,90,110,140,110,90,90,50,70
KOPPERS HOLDINGS,110,90,170,140,70,110,90,110,70,110,90,140,140,110,170,140,90,110,110,140,110,110,50,90
NATIONAL GENERAL HOLDINGS,110,50,50,70,110,70,70,40,50,40,30,70,70,140,110,70,390,320,170,70,110,50,40,90
SM ENERGY CO,90,90,90,70,70,70,70,90,90,90,140,140,110,90,90,110,90,90,70,90,70,70,30,110
DIAMOND HILL INVESTMENT GROUP,70,70,70,70,90,90,70,50,50,50,40,50,50,70,90,90,140,110,110,140,140,140,110,140
WILSHIRE BANCORP,110,110,110,70,70,50,50,40,40,50,50,50,110,70,70,90,210,90,50,40,70,110,210,110
HYSTER YALE MATERIALS HANDLING,40,30,40,50,50,50,40,70,70,40,90,70,70,70,70,70,70,90,70,70,70,50,50,90
LAKELAND FINANCIAL,70,110,140,110,90,90,140,140,260,110,140,210,140,110,140,140,110,140,170,140,170,90,110,140
CHATHAM LODGING,90,110,110,210,210,260,210,210,140,110,90,110,110,110,110,140,140,210,210,140,110,90,50,90
HERITAGE INSURANCE HOLDINGS,10,0,90,390,260,170,170,170,110,90,70,50,50,110,90,140,110,170,260,110,90,110,50,90
LORAL SPACE AND COMMUNICATIONS,170,210,210,110,140,110,140,90,140,140,140,170,140,170,170,140,140,70,70,40,90,70,70,70
FCB FINANCIAL HOLDINGS,0,0,0,0,0,0,0,0,170,140,90,140,110,140,110,70,110,110,70,90,70,70,40,110
ENTERPRISE FINANCIAL SERVICES,110,90,90,90,70,90,90,90,90,70,40,50,50,90,90,70,70,110,70,70,110,50,70,90
INC RESEARCH HOLDINGS,0,0,0,0,0,0,0,0,0,0,0,0,90,40,90,140,110,70,90,70,110,70,70,90
TRICO BANCSHARES,110,90,70,90,110,90,110,210,210,90,70,110,110,140,90,70,70,90,40,70,110,170,70,90
MATRIX SERVICE CO,90,70,70,90,70,90,70,90,90,70,50,40,70,90,90,70,90,90,90,70,90,70,50,90
CENTURY ALUMINUM CO,40,30,20,40,30,30,40,90,110,40,30,30,40,50,50,70,40,50,90,50,90,50,40,50
TAILORED BRANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,70,40,50,110,720
NEW YORK MORTGAGE,70,70,90,70,90,90,70,50,90,70,90,110,90,110,90,90,70,90,90,90,90,70,90,90
MIDDLESEX WATER CO,50,90,50,70,50,50,70,50,50,50,50,90,70,90,90,110,70,110,90,90,90,70,110,110
CLUBCORP HOLDINGS,0,0,0,0,170,210,210,90,90,50,70,50,70,70,70,170,90,140,50,50,90,90,70,90
CALLAWAY GOLF CO,50,50,50,50,40,50,40,70,70,40,40,70,50,70,70,70,70,50,70,50,40,40,50,50
WATERSTONE FINANCIAL,210,170,140,140,110,90,70,90,90,70,70,70,70,110,110,90,90,90,70,110,70,70,70,70
THERMON GROUP HOLDINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,40,50,30,50,40
ROFIN SINAR TECHNOLOGIES,40,20,30,20,20,40,40,30,30,20,30,50,30,40,40,30,30,50,30,30,40,20,30,50
INNOPHOS HOLDINGS,50,70,50,30,50,50,70,70,90,50,30,50,50,50,50,50,50,50,50,70,70,140,70,90
SOUTHSIDE BANCSHARES,110,70,210,140,110,140,110,110,110,70,90,110,90,70,110,90,70,90,90,70,50,50,70,90
DIME COMMUNITY BANCSHARES,50,50,70,40,40,90,50,70,90,90,30,90,90,70,110,90,90,90,70,70,90,50,70,70
TAYLOR MORRISON HOME,70,70,70,70,70,50,70,70,70,90,50,70,90,90,70,70,110,90,70,70,70,70,70,110
BRIDGE BANCORP,70,70,70,50,70,50,40,50,50,70,170,90,70,90,90,70,110,110,70,110,70,40,90,70
FIRST POTOMAC REALTY,50,70,70,70,50,70,50,70,70,70,70,90,50,70,110,70,90,70,70,110,90,110,50,70
ST JOE CO,70,50,50,70,50,70,50,70,70,30,40,90,70,50,70,50,50,110,40,70,110,50,40,50
COLONY STARWOOD HOMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880
MERIDIAN BANCORP,10,20,20,90,170,320,110,70,70,70,50,50,90,70,50,50,50,50,70,90,70,50,50,50
CAPITAL BANK FINANCIAL,40,70,90,40,40,50,40,50,50,40,40,50,50,70,30,40,70,70,50,40,50,90,40,70
CU BANCORP,30,40,40,30,110,70,30,40,50,70,70,50,50,50,50,50,70,70,50,40,70,50,40,50
NORTHFIELD BANCORP,70,70,40,50,50,50,50,70,70,50,40,30,50,50,30,30,40,90,140,70,50,70,70,70
EMPLOYERS HOLDINGS,110,90,90,90,70,90,70,50,70,50,50,70,70,50,70,70,70,70,50,50,70,40,40,40
EARTHLINK HOLDINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,50,40,50,90,70,70,50,40,30
PROVIDENCE SERVICE,30,30,40,30,40,50,30,70,90,50,40,50,70,70,40,30,40,40,30,50,40,50,30,30
FIRST BUSEY,30,40,40,20,40,30,20,40,40,20,20,40,30,40,50,30,50,70,30,70,50,30,140,50
SANDY SPRING BANCORP,30,40,50,50,30,50,40,40,40,30,30,30,30,30,50,30,50,70,70,30,40,50,30,40
DEL FRISCOS RESTAURANT GROUP,30,40,110,30,90,50,70,70,70,40,50,70,70,70,50,40,70,70,70,40,50,40,50,70
CALLON PETROLEUM CO,20,40,20,20,40,30,30,70,30,40,50,30,40,30,30,30,30,30,20,20,20,20,40,20
HANMI FINANCIAL,30,40,40,30,20,50,30,20,30,40,20,40,40,40,20,50,40,50,30,40,30,90,90,40
CENTERSTATE BANKS,50,40,30,40,50,50,30,20,40,10,20,20,20,30,30,20,40,40,50,50,110,70,50,50
COMMUNITY BANCORP,30,40,50,30,30,50,40,20,40,40,30,20,40,30,40,50,50,50,40,50,50,30,30,30
H E EQUIPMENT SERVICES,110,70,40,40,70,40,40,40,50,30,40,40,40,50,50,50,40,50,50,70,50,50,50,30
BLUE HILLS BANCORP,0,0,0,110,480,1000,70,70,70,30,40,40,50,40,50,40,40,40,50,30,30,110,30,30
CHUYS HOLDINGS,50,40,50,40,50,50,50,30,50,110,40,90,50,70,50,50,50,50,70,30,40,30,10,70
PIPER JAFFRAY COS,20,20,10,20,30,30,10,20,30,10,30,20,20,20,30,20,30,30,20,30,20,30,20,20
FLUSHING FINANCIAL,30,30,70,40,50,50,40,40,70,50,40,50,50,50,50,70,50,30,30,40,40,30,30,20
GREAT SOUTHERN BANCORP,40,40,50,30,40,30,30,30,40,30,40,40,20,40,40,40,40,40,30,50,40,30,30,40
CAPELLA EDUCATION CO,30,50,20,20,20,20,20,10,30,40,20,20,30,30,30,20,30,20,20,20,30,10,10,20
CONNECTONE BANCORP,0,0,0,0,50,170,40,70,50,40,20,40,40,40,50,30,50,40,30,30,30,30,20,40
SERVISFIRST BANCSHARES,20,50,30,170,50,70,30,50,50,20,20,50,20,40,40,30,40,30,20,30,30,20,20,40
FOX FACTORY HOLDING,40,70,30,40,40,40,30,40,40,40,50,40,20,40,40,30,40,20,20,20,30,20,20,30
HOMETRUST BANCSHARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,30
RUTHS HOSPITALITY GROUP,30,50,50,20,30,30,20,20,30,20,20,40,30,30,30,30,30,20,30,30,30,30,20,40
DAVE AND BUSTERS ENTERTAINMENT,10,10,10,10,10,10,10,30,50,20,20,30,40,20,20,30,30,10,10,20,20,20,20,30
CENTRAL PACIFIC FINANCIAL,50,40,40,20,20,20,10,10,10,10,20,30,20,50,20,10,40,10,20,10,20,20,10,20
CENTRAL GARDEN and PET CO,30,30,30,10,30,30,20,30,30,30,10,30,30,20,30,20,20,20,20,30,20,30,20,30
FRANK S INTERNATIONAL,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10
STOCK YARDS BANCORP,0,0,0,0,10,10,10,20,20,20,20,30,30,50,30,20,20,20,20,10,10,10,40,20
PENNYMAC MORTGAGE INVESTMENT,20,20,10,20,20,20,20,20,20,30,10,10,10,20,20,30,10,10,20,40,10,20,10,10
FRANCESCAS HOLDINGS,20,30,20,20,30,20,20,20,20,10,30,10,10,20,20,10,30,20,10,20,20,20,20,20
BMC STOCK HOLDINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
FIRST DEFIANCE FINANCIAL,50,10,40,10,10,20,10,10,10,10,10,20,20,10,10,10,10,10,10,10,10,10,10,10
ORITANI FINANCIAL,10,20,10,20,10,20,10,20,10,10,10,20,10,30,10,10,20,10,10,10,10,10,10,30
JOHN B SANFILIPPO and SON,20,20,30,20,20,20,10,10,30,20,20,10,20,10,20,20,10,10,20,10,20,20,20,30
ANWORTH MORTGAGE ASSET,20,20,30,30,30,20,10,20,20,10,10,20,20,20,10,10,10,10,10,10,10,10,10,10
PAYLOCITY HOLDING,10,480,20,20,20,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10
HEIDRICK and STRUGGLES INTERNATIONAL,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
WASHINGTON BANCORP,10,10,10,10,10,10,10,10,30,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10
SPORTSMANS WAREHOUSE HOLDINGS,10,0,40,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
HAVERTY FURNITURE COS,10,10,0,10,10,10,0,0,0,10,10,0,10,10,10,10,10,10,10,10,0,10,0,10
SEACOAST BANKING OF FLORIDA,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,10,10,10,10,10,0,10
EXTENDED STAY AMERICA UNITS,,,,,,,,,,,,,,,,,,,,,,,,
REXFORD INDUSTRIAL REALTY,,,,,,,,,,,,,,,,,,,,,,,,
APOLLO COMMERCIAL REAL ESTATE FINA,,,,,,,,,,,,,,,,,,,,,,,,
HANNON ARMSTRONG SUSTAINABLE INFRA,,,,,,,,,,,,,,,,,,,,,,,,
AMERICAN CAPITAL MORTGAGE INVESTME,,,,,,,,,,,,,,,,,,,,,,,,
COCA COLA BOTTLING CO CONSOLIDATE,,,,,,,,,,,,,,,,,,,,,,,,
MONMOUTH REAL ESTATE INVESTMENT RE,,,,,,,,,,,,,,,,,,,,,,,,
ENDURANCE INTERNATIONAL GROUP HOLD,,,,,,,,,,,,,,,,,,,,,,,,
LDR HOLDING,,,,,,,,,,,,,,,,,,,,,,,,
GLOBALSTAR VOTING,,,,,,,,,,,,,,,,,,,,,,,,
BANCO LATINOAMERICANO DE COMERCIO,,,,,,,,,,,,,,,,,,,,,,,,
TRIPLE S MANAGEMENT CL B,,,,,,,,,,,,,,,,,,,,,,,,
PACFIC PREMIER BANCORP,,,,,,,,,,,,,,,,,,,,,,,,
GREENLIGHT CAPITAL A,,,,,,,,,,,,,,,,,,,,,,,,
BLACK KNIGHT FINANCIAL SERVICES IN,,,,,,,,,,,,,,,,,,,,,,,,
NATIONAL BANK HOLDINGSORATION,,,,,,,,,,,,,,,,,,,,,,,,
TRINET GROUPINARY,,,,,,,,,,,,,,,,,,,,,,,,
UNIVERSAL HEALTH REALTYOME TRU,,,,,,,,,,,,,,,,,,,,,,,,
QUOTIENT TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,
FERROGLOBE,,,,,,,,,,,,,,,,,,,,,,,,
AMC ENTERTAINMENT HOLDINGS CLA,,,,,,,,,,,,,,,,,,,,,,,,
NATIONAL WESTERN LIFE GROUP CL,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL BRASS AND COPPER HOLDINGS I,,,,,,,,,,,,,,,,,,,,,,,,
WESTERN ASSET MORTGAGE CAPITAL COR,,,,,,,,,,,,,,,,,,,,,,,,
FIRST INTERSTATE BANCSYSTEM C,,,,,,,,,,,,,,,,,,,,,,,,
URSTADT BIDDLE PROPERTIES CLA,,,,,,,,,,,,,,,,,,,,,,,,
MOELIS ORD,,,,,,,,,,,,,,,,,,,,,,,,
SAPIENS INTERNATIONAL N V,,,,,,,,,,,,,,,,,,,,,,,,
CATCHMARK TIMBER C,,,,,,,,,,,,,,,,,,,,,,,,
RE MAX HOLDINGS,,,,,,,,,,,,,,,,,,,,,,,,
ARALEZ PHARMACEUTICALS,,,,,,,,,,,,,,,,,,,,,,,,
PERFORMANCE SPORTS GROUP,,,,,,,,,,,,,,,,,,,,,,,,
CLIFTON BANCORP,,,,,,,,,,,,,,,,,,,,,,,,
