Keyword,Searches: Feb 2014,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016
CHARTER COMMUNICATIONS,201000,201000,246000,246000,246000,246000,368000,246000,246000,246000,246000,301000,246000,301000,246000,368000,301000,301000,301000,246000,201000,201000,201000,201000
SANDISK,49500,49500,49500,49500,49500,49500,49500,49500,40500,49500,60500,49500,40500,60500,49500,40500,40500,49500,49500,49500,74000,60500,60500,60500
HEWLETT PACKARD,110000,110000,90500,90500,90500,90500,90500,90500,110000,90500,90500,110000,90500,110000,90500,90500,90500,90500,110000,135000,90500,110000,90500,90500
WESTERN DIGITAL,74000,90500,74000,74000,60500,74000,74000,74000,74000,74000,74000,74000,74000,74000,60500,60500,60500,60500,60500,60500,74000,74000,74000,74000
TESLA MOTORS,110000,165000,110000,110000,90500,90500,90500,90500,110000,74000,74000,90500,74000,74000,90500,90500,74000,74000,90500,90500,74000,74000,74000,74000
PPL,135000,110000,110000,110000,110000,135000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,90500,110000,90500,90500,110000
DTE ENERGY,201000,246000,246000,201000,246000,301000,301000,368000,246000,246000,246000,246000,246000,246000,246000,246000,301000,246000,246000,165000,165000,201000,201000,201000
INTUIT,246000,201000,201000,135000,135000,135000,135000,135000,135000,135000,135000,201000,201000,165000,165000,135000,135000,135000,135000,135000,165000,165000,165000,301000
WORKDAY,60500,60500,74000,60500,74000,74000,74000,74000,110000,90500,110000,135000,110000,135000,135000,135000,165000,165000,165000,165000,165000,165000,165000,201000
GENERAL ELECTRIC,74000,74000,74000,60500,60500,60500,60500,74000,74000,60500,60500,74000,60500,74000,90500,60500,60500,60500,60500,74000,74000,74000,60500,90500
LOCKHEED MARTIN,135000,135000,110000,110000,110000,110000,110000,135000,201000,135000,110000,135000,135000,165000,135000,135000,135000,165000,135000,165000,165000,135000,135000,165000
WYNDHAM,135000,135000,135000,135000,165000,165000,165000,135000,110000,90500,110000,135000,135000,165000,135000,135000,165000,201000,246000,165000,135000,135000,135000,165000
NORWEGIAN CRUISE,301000,368000,110000,33100,60500,301000,201000,27100,27100,90500,201000,450000,246000,49500,40500,165000,301000,246000,49500,49500,165000,301000,246000,301000
AIG,90500,90500,74000,74000,74000,74000,74000,74000,90500,74000,60500,74000,74000,74000,74000,60500,74000,74000,74000,74000,74000,90500,74000,110000
H R BLOCK,673000,246000,301000,40500,33100,40500,40500,40500,49500,74000,90500,450000,673000,368000,301000,49500,40500,40500,49500,40500,49500,74000,90500,550000
DUPONT,49500,60500,60500,49500,49500,49500,49500,60500,60500,90500,60500,90500,74000,90500,74000,74000,60500,74000,74000,60500,90500,74000,135000,90500
PAYCHEX,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,165000,201000,165000,165000,165000,165000,201000,201000,201000,201000,201000,201000,246000,301000
COGNIZANT,60500,74000,74000,60500,60500,60500,74000,90500,90500,74000,74000,74000,90500,90500,74000,74000,60500,74000,74000,90500,90500,74000,74000,90500
CME,49500,49500,49500,40500,40500,49500,49500,60500,49500,49500,49500,49500,49500,49500,49500,40500,49500,49500,49500,49500,49500,49500,49500,49500
KRAFT,40500,40500,40500,33100,33100,33100,33100,40500,40500,49500,40500,40500,40500,90500,49500,40500,40500,40500,40500,33100,40500,40500,33100,33100
MOSAIC,60500,60500,60500,60500,49500,49500,49500,74000,74000,60500,60500,74000,74000,74000,74000,60500,60500,60500,60500,74000,74000,74000,74000,74000
ENTERGY,165000,165000,135000,165000,165000,165000,165000,165000,165000,135000,165000,165000,165000,165000,201000,201000,201000,201000,246000,201000,201000,201000,201000,201000
QUALCOMM,60500,74000,74000,60500,60500,60500,60500,74000,74000,74000,74000,74000,74000,74000,74000,60500,60500,135000,74000,90500,74000,74000,60500,74000
PEPSICO,60500,49500,49500,40500,40500,49500,49500,60500,60500,60500,49500,60500,60500,60500,60500,60500,49500,49500,60500,74000,74000,60500,49500,60500
ATMOS ENERGY,201000,201000,165000,165000,165000,165000,201000,165000,201000,201000,201000,246000,201000,201000,201000,201000,201000,201000,201000,165000,165000,165000,165000,201000
SNAP ON,110000,135000,110000,110000,110000,90500,110000,110000,110000,135000,135000,135000,110000,135000,110000,110000,110000,110000,110000,110000,135000,135000,135000,135000
SCHLUMBERGER,60500,60500,60500,49500,60500,60500,60500,74000,74000,60500,60500,110000,60500,60500,60500,40500,40500,49500,74000,60500,60500,40500,40500,60500
HASBRO,49500,49500,49500,49500,49500,60500,49500,49500,49500,60500,74000,49500,49500,49500,40500,40500,40500,49500,40500,60500,49500,60500,90500,74000
DR PEPPER,60500,60500,60500,60500,49500,49500,49500,60500,60500,49500,49500,60500,49500,60500,60500,60500,49500,60500,60500,60500,60500,49500,60500,60500
JOHNSON and JOHNSON,90500,90500,90500,74000,90500,90500,74000,90500,90500,74000,74000,90500,90500,110000,90500,90500,90500,90500,90500,135000,90500,90500,74000,90500
DDR,18100,22200,22200,18100,18100,18100,18100,22200,22200,22200,22200,22200,22200,22200,22200,18100,18100,18100,22200,18100,22200,18100,18100,22200
FRONTIER COMMUNICATIONS,135000,135000,135000,135000,135000,165000,165000,165000,201000,246000,246000,246000,246000,165000,165000,165000,201000,201000,165000,135000,165000,165000,201000,201000
SYMANTEC,49500,74000,60500,60500,49500,49500,49500,60500,74000,60500,49500,60500,60500,49500,49500,49500,49500,49500,49500,49500,49500,40500,40500,49500
MERCK,49500,49500,60500,60500,49500,49500,40500,60500,49500,49500,49500,49500,49500,49500,49500,40500,49500,49500,49500,49500,49500,49500,40500,60500
EMERSON,60500,60500,60500,49500,49500,49500,49500,60500,60500,74000,60500,60500,60500,60500,60500,49500,49500,49500,49500,60500,60500,60500,49500,60500
TESORO,22200,27100,22200,22200,22200,22200,22200,27100,33100,22200,22200,27100,33100,27100,27100,22200,22200,22200,27100,27100,27100,22200,22200,27100
CBRE,49500,49500,49500,49500,49500,49500,49500,49500,60500,49500,49500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,49500,49500,60500
AON,22200,27100,22200,22200,22200,33100,27100,27100,27100,22200,22200,27100,27100,27100,27100,22200,27100,27100,27100,33100,33100,27100,22200,27100
MEDTRONIC,74000,74000,74000,60500,110000,74000,74000,74000,90500,74000,60500,90500,90500,90500,90500,74000,90500,90500,90500,90500,90500,90500,74000,90500
PROCTER and GAMBLE,90500,74000,74000,74000,74000,74000,90500,110000,90500,90500,74000,90500,90500,90500,74000,74000,74000,74000,74000,90500,90500,74000,60500,74000
HALLIBURTON,74000,74000,74000,74000,110000,110000,90500,110000,110000,165000,110000,110000,90500,74000,90500,74000,74000,74000,74000,74000,74000,60500,60500,74000
REPUBLIC SERVICES,74000,90500,90500,90500,90500,110000,110000,110000,135000,110000,135000,165000,135000,165000,165000,135000,165000,165000,165000,165000,135000,135000,165000,201000
EXXON MOBIL,74000,74000,90500,90500,90500,90500,74000,90500,90500,90500,110000,110000,110000,90500,90500,74000,74000,90500,90500,90500,90500,74000,90500,90500
COOPER,27100,33100,27100,27100,27100,33100,33100,33100,33100,33100,33100,40500,33100,40500,33100,40500,33100,33100,33100,40500,40500,40500,40500,40500
IHS,33100,33100,33100,33100,33100,33100,33100,33100,40500,33100,27100,33100,33100,40500,33100,33100,33100,33100,33100,40500,33100,33100,27100,40500
JUNIPER,74000,74000,74000,74000,74000,74000,60500,60500,74000,60500,60500,60500,60500,74000,74000,74000,60500,60500,60500,60500,60500,60500,74000,74000
COLGATE,27100,33100,27100,22200,22200,22200,40500,33100,33100,27100,27100,33100,27100,33100,33100,27100,27100,27100,27100,33100,27100,27100,27100,27100
ROBERT HALF,60500,60500,60500,60500,60500,74000,74000,74000,74000,60500,60500,74000,74000,74000,74000,74000,90500,90500,90500,90500,90500,74000,74000,90500
ALLY FINANCIAL,110000,110000,135000,135000,110000,135000,135000,135000,135000,135000,135000,165000,135000,165000,165000,135000,135000,165000,165000,135000,165000,135000,110000,135000
CAMERON,33100,33100,33100,33100,49500,40500,40500,40500,40500,33100,33100,40500,33100,33100,33100,40500,33100,33100,49500,40500,40500,33100,33100,40500
JOHNSON CONTROLS,60500,60500,49500,49500,49500,49500,49500,60500,60500,49500,49500,60500,49500,60500,60500,49500,60500,60500,60500,60500,60500,49500,49500,90500
CDW,110000,135000,110000,110000,110000,110000,110000,110000,110000,110000,90500,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000
ABBOTT,27100,27100,27100,27100,27100,27100,27100,33100,33100,33100,22200,27100,27100,27100,27100,27100,27100,27100,27100,33100,33100,27100,22200,27100
HENRY SCHEIN,60500,60500,60500,60500,60500,74000,74000,74000,74000,60500,60500,74000,74000,74000,74000,74000,90500,90500,90500,74000,74000,74000,74000,74000
TEXAS INSTRUMENTS,49500,49500,49500,49500,40500,40500,74000,74000,60500,49500,40500,49500,49500,49500,49500,49500,40500,40500,74000,74000,60500,49500,40500,60500
ARAMARK,74000,90500,90500,74000,74000,90500,90500,90500,90500,90500,74000,90500,90500,90500,90500,90500,90500,110000,110000,110000,110000,90500,90500,110000
ELECTRONIC ARTS,14800,14800,14800,14800,14800,18100,14800,18100,18100,18100,18100,18100,18100,18100,18100,14800,18100,18100,18100,27100,33100,33100,40500,33100
MATTEL,49500,49500,49500,40500,40500,49500,40500,40500,49500,60500,74000,49500,49500,49500,49500,40500,40500,40500,40500,40500,49500,60500,74000,49500
VERTEX,49500,49500,49500,49500,40500,33100,33100,49500,49500,40500,40500,49500,49500,60500,60500,60500,40500,40500,40500,60500,60500,49500,40500,49500
AMERIPRISE,135000,165000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,165000,165000,135000,135000,135000,135000,135000,110000,135000,110000,110000,135000
MONDELEZ,12100,12100,12100,12100,9900,9900,9900,12100,14800,12100,9900,12100,14800,18100,14800,14800,14800,14800,27100,18100,18100,14800,12100,18100
SPLUNK,49500,49500,49500,49500,49500,49500,49500,49500,60500,49500,40500,60500,74000,60500,60500,60500,60500,60500,60500,60500,74000,60500,49500,60500
CUMMINS,60500,60500,60500,60500,49500,60500,60500,74000,74000,60500,60500,60500,60500,60500,60500,60500,49500,49500,60500,74000,74000,60500,60500,60500
LOEWS,110000,135000,135000,110000,90500,90500,74000,74000,74000,90500,74000,74000,74000,135000,165000,165000,165000,165000,135000,135000,74000,90500,90500,74000
LKQ,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,110000,110000,135000,135000,110000,110000,135000,135000,135000,110000,110000,110000,135000
NORTHROP GRUMMAN,90500,90500,90500,90500,90500,90500,90500,90500,110000,90500,74000,110000,110000,110000,110000,90500,90500,90500,90500,90500,165000,110000,90500,110000
PHILIP MORRIS,22200,18100,18100,18100,18100,18100,14800,18100,18100,18100,14800,18100,22200,22200,22200,18100,18100,18100,18100,18100,22200,18100,14800,18100
BLACKROCK,49500,49500,49500,40500,40500,49500,40500,49500,60500,49500,40500,49500,49500,49500,49500,40500,49500,49500,49500,49500,49500,49500,40500,60500
KIMBERLY CLARK,40500,40500,40500,40500,40500,40500,40500,49500,60500,40500,33100,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,33100,27100,40500
ECOLAB,40500,40500,40500,40500,40500,40500,40500,49500,49500,40500,33100,40500,40500,40500,40500,49500,40500,49500,49500,49500,49500,40500,40500,49500
MCGRAW HILL,90500,90500,74000,60500,49500,49500,90500,135000,110000,74000,60500,90500,90500,74000,74000,49500,40500,40500,74000,135000,110000,74000,49500,90500
INGRAM MICRO,33100,33100,33100,33100,33100,33100,33100,33100,33100,27100,27100,27100,27100,33100,27100,27100,27100,27100,27100,33100,33100,33100,33100,33100
AKAMAI,49500,40500,40500,33100,33100,33100,33100,40500,60500,74000,74000,90500,74000,90500,74000,33100,33100,33100,33100,40500,40500,33100,27100,27100
BLACK and DECKER,40500,49500,60500,74000,74000,60500,60500,49500,49500,60500,60500,40500,33100,40500,49500,60500,60500,60500,49500,49500,40500,49500,40500,33100
ACTIVISION,33100,33100,27100,33100,27100,33100,33100,40500,33100,49500,40500,40500,33100,33100,40500,33100,33100,27100,49500,33100,40500,90500,49500,49500
FIFTH THIRD,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000
SYNCHRONY,4400,4400,2900,2900,5400,9900,9900,18100,22200,27100,27100,33100,33100,40500,49500,165000,135000,90500,165000,246000,135000,74000,74000,90500
UNITED RENTALS,74000,90500,90500,90500,90500,90500,90500,90500,90500,74000,74000,74000,74000,90500,110000,90500,110000,110000,110000,110000,110000,90500,90500,90500
COMERICA,90500,90500,110000,110000,110000,110000,110000,110000,135000,110000,135000,135000,110000,110000,110000,110000,110000,110000,110000,110000,110000,90500,90500,90500
DOVER,22200,27100,27100,27100,27100,22200,22200,27100,27100,27100,33100,33100,27100,27100,27100,33100,27100,27100,27100,27100,33100,33100,33100,33100
WILLIAMS,22200,27100,27100,27100,27100,27100,60500,33100,27100,27100,33100,33100,33100,33100,27100,27100,33100,33100,33100,49500,33100,33100,33100,33100
BAXTER,27100,33100,33100,27100,27100,27100,33100,33100,33100,27100,27100,33100,33100,33100,33100,33100,33100,33100,33100,27100,33100,27100,22200,33100
ALASKA AIR,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,110000,90500,110000,90500,90500,90500,110000,110000,90500,110000,90500,90500,110000
GARTNER,33100,33100,33100,33100,33100,33100,33100,33100,40500,33100,33100,33100,33100,40500,40500,33100,33100,33100,33100,40500,40500,33100,27100,33100
MCKESSON,74000,74000,74000,74000,74000,74000,74000,74000,90500,74000,74000,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,74000,110000
SYSCO,74000,74000,74000,74000,74000,74000,74000,74000,90500,74000,74000,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,74000,74000,74000
FLUOR,18100,18100,18100,18100,18100,18100,18100,18100,22200,18100,18100,22200,22200,22200,18100,18100,18100,18100,18100,22200,22200,18100,18100,22200
INGERSOLL RAND,60500,60500,60500,49500,49500,49500,49500,60500,60500,49500,49500,60500,60500,60500,60500,49500,49500,49500,60500,60500,60500,49500,49500,49500
MICRON,27100,27100,27100,22200,27100,27100,22200,33100,33100,27100,22200,27100,27100,33100,33100,27100,33100,60500,33100,33100,40500,33100,27100,33100
STRYKER,60500,60500,60500,60500,49500,49500,49500,49500,49500,49500,49500,60500,49500,60500,60500,49500,49500,49500,49500,60500,60500,49500,49500,60500
ABBVIE,40500,40500,40500,40500,49500,60500,40500,49500,60500,40500,49500,49500,49500,60500,49500,49500,49500,49500,40500,49500,60500,40500,33100,49500
ALCOA,40500,40500,49500,40500,40500,49500,33100,40500,49500,33100,33100,49500,40500,49500,49500,33100,33100,49500,40500,60500,60500,49500,33100,60500
STARWOOD HOTELS,49500,49500,49500,49500,49500,49500,49500,49500,49500,40500,40500,49500,49500,60500,49500,49500,60500,60500,60500,60500,60500,165000,60500,74000
RAYMOND JAMES,90500,90500,90500,74000,74000,90500,74000,74000,74000,74000,90500,90500,90500,90500,90500,74000,74000,74000,90500,74000,90500,74000,74000,74000
EXTRA SPACE STORAGE,60500,74000,74000,74000,74000,74000,90500,74000,90500,74000,74000,90500,74000,90500,90500,90500,90500,110000,110000,90500,90500,90500,90500,110000
ALLIANT ENERGY,74000,74000,90500,74000,110000,90500,90500,90500,90500,74000,74000,90500,74000,90500,90500,90500,90500,110000,110000,90500,110000,90500,90500,90500
ALLERGAN,27100,27100,74000,74000,60500,60500,60500,49500,60500,74000,27100,33100,33100,40500,33100,27100,40500,49500,40500,40500,74000,90500,33100,40500
BAKER HUGHES,49500,60500,60500,60500,60500,60500,60500,74000,74000,110000,49500,74000,49500,40500,49500,40500,40500,49500,40500,40500,40500,33100,33100,40500
TECO,49500,49500,49500,49500,49500,60500,60500,60500,49500,49500,49500,49500,49500,60500,49500,60500,60500,74000,74000,60500,60500,60500,49500,60500
AMGEN,40500,49500,49500,60500,40500,49500,49500,40500,49500,40500,40500,49500,40500,60500,60500,60500,49500,49500,49500,49500,60500,40500,40500,49500
CENTERPOINT,27100,27100,27100,33100,33100,27100,22200,27100,27100,27100,27100,27100,27100,33100,90500,110000,90500,90500,110000,110000,90500,74000,74000,90500
TYCO,27100,27100,27100,22200,22200,27100,22200,27100,27100,22200,22200,27100,27100,27100,27100,27100,27100,27100,22200,27100,27100,22200,22200,49500
CINTAS,74000,74000,74000,74000,74000,74000,74000,74000,90500,74000,60500,74000,74000,74000,74000,60500,74000,74000,74000,74000,90500,74000,74000,90500
CARLISLE,18100,22200,22200,22200,22200,27100,22200,22200,22200,18100,18100,22200,22200,22200,27100,22200,22200,22200,22200,22200,22200,18100,18100,22200
RAYTHEON,60500,60500,60500,49500,49500,60500,60500,60500,60500,49500,49500,60500,60500,74000,60500,60500,60500,60500,60500,74000,74000,60500,60500,74000
NETAPP,33100,33100,33100,33100,27100,33100,33100,33100,33100,27100,27100,33100,33100,33100,33100,40500,40500,27100,33100,33100,33100,27100,27100,33100
UNION PACIFIC,74000,74000,74000,90500,90500,90500,90500,90500,90500,90500,90500,110000,90500,90500,90500,90500,74000,90500,74000,74000,74000,60500,60500,60500
RED HAT,27100,27100,27100,27100,27100,27100,22200,27100,33100,22200,22200,27100,22200,27100,27100,27100,27100,27100,27100,33100,33100,27100,27100,27100
VOYA,2900,5400,6600,6600,6600,6600,8100,40500,60500,60500,49500,74000,74000,74000,90500,74000,74000,74000,74000,74000,90500,74000,74000,90500
PVH,8100,9900,9900,8100,8100,8100,8100,9900,8100,8100,8100,8100,8100,9900,8100,6600,9900,8100,8100,8100,9900,8100,8100,8100
IRON MOUNTAIN,40500,40500,40500,40500,40500,40500,40500,40500,40500,33100,33100,49500,40500,49500,49500,40500,49500,49500,49500,40500,40500,33100,40500,49500
BROADCOM,22200,22200,22200,18100,33100,27100,18100,22200,22200,18100,18100,22200,18100,22200,22200,60500,33100,22200,22200,18100,22200,14800,14800,18100
SPECTRA,12100,12100,12100,12100,9900,12100,12100,12100,14800,12100,12100,12100,12100,14800,14800,14800,14800,14800,14800,18100,22200,49500,22200,22200
ST JUDE,49500,49500,49500,40500,40500,40500,40500,40500,49500,60500,74000,49500,49500,60500,60500,49500,49500,49500,49500,60500,60500,60500,90500,60500
MYLAN,22200,22200,22200,18100,18100,27100,18100,18100,22200,18100,18100,22200,22200,27100,60500,33100,33100,33100,33100,33100,27100,33100,22200,27100
MCCORMICK,49500,49500,40500,40500,40500,40500,33100,40500,40500,49500,40500,49500,40500,49500,49500,40500,40500,40500,40500,40500,49500,49500,40500,49500
YUM,33100,27100,33100,33100,22200,27100,27100,27100,33100,27100,27100,27100,27100,27100,27100,33100,27100,27100,27100,27100,49500,27100,27100,27100
FMC,18100,22200,18100,18100,18100,18100,18100,18100,18100,14800,14800,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,14800,14800,18100
HEALTH NET,74000,90500,74000,74000,74000,74000,74000,74000,74000,74000,90500,90500,90500,90500,74000,60500,74000,74000,74000,74000,74000,74000,74000,90500
PRAXAIR,27100,33100,33100,33100,33100,33100,33100,40500,40500,27100,27100,33100,33100,33100,33100,33100,33100,33100,40500,40500,40500,33100,33100,40500
VIACOM,33100,60500,40500,27100,27100,27100,27100,33100,49500,33100,27100,33100,40500,49500,40500,33100,33100,40500,49500,40500,49500,33100,33100,49500
AIRGAS,49500,60500,60500,60500,49500,60500,60500,60500,74000,60500,60500,74000,74000,74000,74000,60500,74000,74000,74000,74000,74000,74000,60500,74000
VALERO,49500,60500,49500,60500,60500,60500,60500,49500,60500,49500,60500,60500,49500,60500,60500,60500,60500,74000,74000,60500,60500,60500,60500,74000
AMEREN,60500,49500,60500,60500,60500,60500,60500,60500,60500,49500,49500,60500,49500,60500,60500,60500,74000,90500,90500,74000,74000,74000,90500,74000
CARDINAL HEALTH,49500,60500,60500,49500,49500,60500,60500,60500,60500,49500,49500,60500,60500,60500,60500,49500,60500,60500,60500,60500,60500,49500,49500,60500
CSX,60500,74000,74000,60500,60500,60500,74000,74000,90500,60500,60500,74000,74000,60500,60500,60500,60500,60500,60500,60500,60500,49500,49500,60500
GENERAL DYNAMICS,49500,49500,49500,49500,40500,49500,49500,60500,60500,49500,49500,60500,49500,60500,49500,49500,49500,49500,49500,60500,60500,49500,49500,60500
XYLEM,27100,33100,33100,33100,18100,14800,14800,22200,27100,22200,22200,22200,27100,33100,40500,33100,18100,14800,14800,22200,27100,27100,22200,22200
GENERAL MILLS,40500,40500,49500,33100,33100,33100,33100,60500,49500,33100,33100,40500,40500,40500,40500,33100,40500,40500,40500,49500,49500,33100,33100,40500
THERMO FISHER,27100,27100,27100,27100,27100,27100,27100,27100,33100,33100,22200,33100,27100,33100,27100,27100,33100,33100,33100,40500,33100,33100,27100,40500
HARRIS,22200,27100,27100,22200,22200,27100,22200,27100,27100,22200,27100,27100,40500,27100,27100,27100,27100,27100,27100,33100,33100,27100,27100,33100
AGILENT,33100,33100,33100,33100,27100,33100,27100,27100,33100,33100,18100,27100,27100,27100,22200,22200,22200,22200,22200,22200,22200,18100,18100,22200
ANSYS,12100,9900,12100,9900,9900,9900,9900,12100,12100,9900,8100,12100,12100,12100,12100,9900,9900,9900,12100,12100,12100,9900,8100,12100
NORFOLK SOUTHERN,49500,49500,49500,49500,60500,60500,60500,60500,74000,60500,60500,74000,60500,60500,60500,60500,60500,60500,60500,60500,60500,74000,74000,60500
RESMED,18100,22200,22200,18100,18100,18100,22200,22200,22200,18100,22200,22200,22200,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,33100
METTLER TOLEDO,14800,14800,14800,14800,14800,14800,14800,14800,14800,12100,12100,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,12100,14800
CITIGROUP,27100,33100,40500,27100,27100,33100,27100,33100,33100,27100,33100,33100,27100,33100,33100,27100,27100,27100,33100,33100,33100,27100,27100,33100
HESS,22200,22200,22200,27100,22200,27100,22200,22200,33100,40500,60500,33100,27100,27100,27100,33100,27100,27100,27100,22200,22200,40500,33100,18100
FIRST ENERGY,60500,74000,49500,60500,60500,60500,60500,60500,60500,60500,60500,60500,49500,33100,49500,60500,60500,74000,74000,74000,74000,60500,74000,74000
DR HORTON,60500,74000,60500,60500,60500,60500,60500,60500,60500,49500,49500,74000,60500,74000,74000,60500,60500,74000,60500,60500,49500,49500,49500,74000
DOW CHEMICAL,27100,33100,33100,27100,27100,27100,27100,33100,33100,33100,27100,33100,27100,33100,33100,33100,27100,33100,33100,40500,33100,27100,74000,40500
ELI LILLY,33100,33100,40500,33100,27100,27100,27100,33100,33100,22200,22200,27100,27100,33100,33100,27100,33100,33100,33100,33100,40500,33100,27100,33100
ILLUMINA,33100,33100,27100,27100,27100,27100,27100,27100,33100,27100,22200,33100,33100,33100,33100,27100,33100,33100,33100,27100,33100,27100,27100,40500
PRINCIPAL FINANCIAL,40500,40500,40500,40500,49500,49500,49500,49500,49500,49500,49500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,74000
SOUTHERN,14800,18100,18100,18100,14800,18100,18100,22200,22200,22200,18100,18100,14800,18100,18100,18100,18100,22200,22200,27100,27100,27100,22200,27100
EXELON,27100,33100,40500,33100,33100,33100,33100,33100,33100,33100,27100,40500,33100,40500,33100,33100,33100,33100,40500,40500,40500,33100,33100,33100
BIOGEN,9900,12100,12100,9900,9900,12100,9900,9900,12100,9900,14800,14800,14800,40500,33100,27100,27100,49500,33100,33100,49500,27100,22200,33100
BOSTON SCIENTIFIC,33100,33100,33100,33100,33100,33100,33100,33100,33100,27100,27100,33100,40500,40500,33100,33100,33100,33100,33100,40500,40500,33100,27100,40500
PENTAIR,22200,27100,33100,33100,33100,33100,27100,27100,27100,22200,22200,22200,22200,27100,33100,33100,33100,33100,33100,27100,27100,22200,22200,27100
ASSURANT,40500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,60500,60500,60500,60500,60500,49500,49500,49500,49500,49500
VALSPAR,33100,60500,40500,49500,49500,49500,40500,40500,33100,33100,27100,33100,33100,74000,40500,40500,40500,40500,40500,33100,33100,27100,22200,33100
WEATHERFORD,33100,33100,33100,33100,33100,33100,33100,33100,40500,33100,33100,33100,27100,22200,22200,18100,22200,22200,18100,27100,22200,14800,14800,18100
REYNOLDS,14800,14800,14800,14800,22200,14800,14800,18100,18100,18100,14800,18100,18100,18100,18100,14800,14800,18100,18100,18100,18100,22200,18100,22200
KINDER MORGAN,40500,33100,40500,33100,33100,33100,74000,40500,40500,60500,49500,49500,40500,49500,40500,33100,40500,40500,40500,40500,49500,40500,90500,60500
AT T,60500,60500,60500,60500,60500,60500,74000,90500,74000,60500,60500,49500,49500,49500,49500,49500,49500,49500,60500,60500,49500,49500,49500,49500
TRAVELERS,33100,40500,33100,40500,40500,40500,33100,40500,40500,33100,33100,40500,33100,40500,40500,33100,40500,40500,40500,49500,49500,40500,40500,49500
ROCKWELL AUTOMATION,27100,27100,27100,27100,22200,22200,22200,27100,27100,22200,22200,27100,27100,27100,27100,22200,22200,22200,27100,27100,27100,27100,22200,27100
PARKER HANNIFIN,33100,33100,33100,33100,33100,27100,33100,33100,33100,27100,27100,33100,33100,33100,33100,27100,27100,27100,27100,33100,33100,27100,22200,33100
SERVICENOW,14800,18100,18100,18100,14800,18100,18100,18100,18100,14800,14800,18100,22200,22200,27100,22200,27100,27100,27100,27100,27100,27100,22200,33100
CHUBB,12100,14800,14800,14800,14800,14800,14800,14800,18100,14800,14800,14800,14800,14800,14800,14800,14800,40500,14800,18100,60500,14800,14800,27100
XILINX,14800,14800,14800,12100,12100,14800,12100,14800,14800,12100,9900,14800,12100,14800,14800,12100,14800,12100,12100,14800,14800,12100,9900,14800
QIAGEN,18100,18100,18100,18100,18100,18100,18100,18100,18100,14800,14800,14800,14800,18100,14800,14800,18100,18100,14800,14800,14800,14800,12100,14800
CELGENE,22200,33100,33100,27100,27100,27100,22200,27100,27100,22200,27100,27100,27100,33100,33100,27100,27100,40500,27100,27100,27100,22200,22200,27100
BUNGE,6600,5400,6600,6600,5400,6600,5400,8100,8100,5400,5400,6600,6600,6600,6600,6600,6600,8100,6600,8100,8100,6600,6600,6600
WYNN,40500,40500,40500,40500,33100,33100,33100,33100,27100,27100,27100,33100,33100,33100,40500,40500,33100,40500,33100,33100,49500,33100,40500,40500
VENTAS,4400,3600,3600,3600,6600,9900,5400,5400,5400,4400,4400,5400,5400,5400,8100,5400,5400,5400,6600,5400,5400,5400,4400,5400
CERNER,33100,33100,33100,27100,27100,33100,40500,33100,33100,27100,22200,33100,33100,33100,33100,33100,33100,49500,40500,40500,40500,33100,27100,33100
ULTA SALON,27100,33100,33100,40500,33100,33100,33100,33100,33100,40500,74000,33100,27100,49500,49500,60500,60500,60500,60500,60500,49500,40500,49500,60500
JB HUNT,40500,40500,40500,40500,40500,40500,40500,40500,49500,40500,40500,49500,40500,49500,49500,40500,49500,49500,49500,49500,49500,49500,49500,49500
PHILLIPS 66,27100,27100,27100,27100,27100,27100,33100,33100,33100,27100,27100,33100,27100,27100,33100,27100,27100,33100,40500,40500,33100,27100,27100,49500
MSCI,9900,12100,9900,9900,9900,9900,8100,9900,9900,9900,8100,12100,9900,9900,9900,9900,18100,12100,9900,9900,9900,9900,8100,9900
