Keyword,Searches: Feb 2014,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016
BANK OF AMERICA,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,16600000,13600000,13600000,13600000,13600000,13600000
APPLE,2240000,2740000,2240000,2240000,2740000,2240000,2740000,9140000,4090000,3350000,3350000,2740000,2240000,3350000,2740000,2240000,2740000,2740000,2740000,6120000,3350000,3350000,2740000,2740000
EXPEDIA,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,5000000,4090000,5000000,6120000,6120000,7480000,6120000,6120000,7480000,7480000,7480000,6120000,6120000,6120000,6120000,7480000
NIKE,2740000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,3350000,3350000,3350000,3350000,3350000,2740000,2740000,2740000,3350000,3350000,3350000,3350000,5000000,5000000,4090000
TRIPADVISOR,1830000,2240000,1830000,1830000,2240000,2740000,2740000,2240000,1830000,1500000,1500000,2240000,2240000,2240000,2240000,2240000,2240000,2740000,2240000,1830000,1830000,1500000,1500000,2240000
DOMINOS,4090000,5000000,4090000,5000000,5000000,5000000,5000000,5000000,6120000,4090000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,7480000,6120000
COSTCO,5000000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,9140000,9140000,7480000,6120000,6120000,6120000,7480000,7480000,7480000,7480000,7480000,7480000,9140000,9140000,7480000
CAPITAL ONE,6120000,6120000,6120000,6120000,6120000,7480000,7480000,7480000,7480000,7480000,7480000,7480000,7480000,7480000,7480000,7480000,7480000,9140000,9140000,7480000,7480000,7480000,7480000,7480000
T MOBILE,4090000,4090000,4090000,4090000,4090000,4090000,4090000,6120000,5000000,5000000,5000000,4090000,4090000,4090000,4090000,4090000,4090000,5000000,5000000,5000000,5000000,5000000,5000000,5000000
AMERICAN AIRLINES,5000000,5000000,4090000,5000000,5000000,5000000,4090000,4090000,4090000,4090000,4090000,5000000,5000000,5000000,5000000,5000000,6120000,6120000,6120000,5000000,6120000,6120000,7480000,7480000
QVC,3350000,4090000,3350000,3350000,3350000,3350000,4090000,4090000,4090000,5000000,6120000,4090000,3350000,4090000,4090000,4090000,3350000,4090000,4090000,4090000,4090000,5000000,6120000,4090000
NORDSTROM,5000000,6120000,6120000,6120000,5000000,6120000,5000000,6120000,6120000,7480000,9140000,6120000,5000000,6120000,6120000,6120000,5000000,6120000,5000000,5000000,6120000,9140000,9140000,6120000
MCDONALDS,1830000,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2740000,2240000,2740000,2740000,2240000,2740000,2740000,2740000,2740000,3350000,2740000,2740000,3350000,3350000,3350000,3350000
BED BATH AND BEYOND,4090000,5000000,4090000,5000000,5000000,6120000,6120000,5000000,4090000,6120000,9140000,5000000,4090000,5000000,5000000,5000000,5000000,6120000,6120000,5000000,5000000,7480000,9140000,6120000
AMERICAN EXPRESS,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000
UPS,2740000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,4090000,3350000,2740000,3350000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,3350000,5000000,3350000
MACYS,3350000,4090000,4090000,4090000,4090000,3350000,4090000,4090000,4090000,7480000,9140000,5000000,4090000,4090000,4090000,5000000,4090000,4090000,4090000,5000000,5000000,9140000,9140000,6120000
VERIZON,4090000,5000000,4090000,4090000,4090000,4090000,3350000,4090000,3350000,3350000,3350000,3350000,2740000,3350000,4090000,5000000,6120000,6120000,7480000,7480000,6120000,6120000,6120000,6120000
WALGREENS,4090000,4090000,4090000,5000000,4090000,5000000,5000000,5000000,5000000,5000000,7480000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,6120000,5000000,5000000,5000000,9140000,6120000
GM,1000000,1220000,1220000,1220000,1000000,1000000,1000000,1000000,1000000,1000000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1500000,1500000,1500000,1500000,1500000
COMCAST,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,6120000,6120000,6120000,6120000,5000000,5000000,6120000
AUTOZONE,3350000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,4090000,5000000,4090000,5000000,5000000,5000000,5000000,5000000,6120000,5000000,5000000,5000000,5000000,5000000
STARBUCKS,2240000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,3350000,4090000,3350000,2740000,3350000,3350000,3350000,3350000,3350000,3350000,3350000,3350000,5000000,5000000,4090000
SOUTHWEST,5000000,5000000,5000000,5000000,5000000,5000000,4090000,4090000,4090000,4090000,4090000,5000000,5000000,5000000,5000000,5000000,6120000,5000000,5000000,5000000,6120000,5000000,5000000,6120000
FEDEX,2740000,3350000,2740000,2740000,2740000,3350000,2740000,3350000,3350000,2740000,3350000,2740000,2740000,3350000,2740000,2740000,3350000,3350000,3350000,3350000,3350000,2740000,4090000,2740000
STAPLES,3350000,3350000,2740000,2740000,2740000,3350000,4090000,3350000,3350000,4090000,4090000,4090000,3350000,3350000,3350000,3350000,2740000,4090000,5000000,4090000,3350000,3350000,3350000,3350000
MICROSOFT,823000,1000000,823000,823000,673000,823000,823000,1000000,1000000,1220000,1220000,1000000,1000000,1000000,823000,823000,823000,1000000,1220000,1220000,1220000,1220000,1500000,1220000
FOOT LOCKER,2740000,2740000,2240000,2240000,2240000,2240000,2740000,1830000,1830000,2740000,4090000,2240000,2740000,2740000,2240000,2240000,2240000,2740000,3350000,2240000,2240000,2740000,4090000,2740000
MICHAEL KORS,1830000,1830000,1500000,1830000,1220000,1500000,1500000,1830000,1500000,2740000,3350000,2240000,2240000,1830000,1500000,1830000,1500000,1500000,1830000,1830000,1830000,3350000,4090000,1830000
FORD,1220000,1220000,1220000,1220000,1000000,1220000,1220000,1220000,1220000,1220000,1000000,1500000,1220000,1220000,1220000,1220000,1220000,1220000,1500000,1220000,1220000,1220000,1220000,1500000
KOHLS,2740000,3350000,5000000,3350000,2740000,3350000,3350000,3350000,3350000,6120000,7480000,3350000,3350000,4090000,3350000,3350000,3350000,3350000,4090000,4090000,4090000,7480000,9140000,5000000
DELTA,4090000,4090000,3350000,3350000,3350000,3350000,3350000,3350000,3350000,2740000,2740000,3350000,3350000,3350000,2740000,2740000,2740000,2740000,3350000,2740000,2740000,2740000,2740000,3350000
PRICELINE,2740000,3350000,3350000,3350000,3350000,4090000,3350000,2740000,2740000,2240000,2240000,2740000,2740000,3350000,3350000,3350000,3350000,4090000,3350000,2740000,2740000,2240000,2240000,2740000
JETBLUE,3350000,3350000,2740000,2740000,2740000,3350000,2740000,2740000,2740000,2740000,2740000,3350000,3350000,3350000,2740000,2740000,3350000,3350000,3350000,2740000,2740000,2240000,2740000,3350000
WESTERN UNION,1220000,1220000,1220000,1220000,1220000,1500000,1500000,1220000,1220000,1220000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1830000,1830000,1500000,1830000,1500000,1830000,1500000
GAP,1500000,1830000,1500000,1500000,1220000,1500000,1500000,1830000,1830000,2740000,2240000,1500000,1220000,1500000,1500000,1500000,1500000,1500000,1830000,1500000,1830000,2740000,2240000,1500000
MONSTER,1220000,1220000,1220000,1220000,1000000,1220000,1220000,1220000,1220000,1000000,823000,1220000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,823000,1220000
ADOBE,673000,673000,673000,550000,550000,550000,550000,673000,673000,550000,673000,673000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,673000
CVS,2240000,2240000,2240000,2740000,2240000,2740000,2740000,2740000,2740000,2740000,3350000,2740000,2240000,2740000,2740000,2740000,2740000,2740000,3350000,2740000,2740000,2740000,3350000,2740000
HP,450000,550000,450000,450000,450000,550000,673000,550000,550000,550000,550000,550000,450000,450000,368000,368000,368000,368000,450000,450000,450000,550000,450000,450000
SPIRIT AIRLINES,2240000,2240000,1830000,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2740000,2740000,3350000,2740000,2240000,2740000,2740000,2740000,2240000,2240000,2240000,2240000,3350000
TIME WARNER CABLE,2240000,2240000,2240000,2240000,2240000,2740000,2740000,2740000,2740000,2240000,2240000,2740000,2240000,2740000,2240000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,2740000
CHIPOTLE,1500000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,2240000,1830000,1830000,2240000,2240000,2240000,2740000,2740000,2240000,2240000,2740000,2240000,2240000
CARMAX,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,2240000,2240000,2240000,2240000,2740000
NVIDIA,301000,301000,246000,246000,246000,246000,246000,246000,246000,301000,246000,246000,246000,301000,246000,246000,246000,301000,301000,246000,246000,301000,301000,301000
FIDELITY,2240000,2740000,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2740000,2740000,2740000,2740000,2240000,2240000,2240000,2240000,1830000,1830000,1830000,1830000,2240000
LULULEMON,1220000,1220000,1220000,1000000,1000000,1000000,1000000,1220000,1220000,1500000,1830000,1500000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1500000,1500000,1830000,2240000,1830000
HARLEY DAVIDSON,673000,823000,1000000,1000000,1000000,823000,1000000,823000,823000,673000,823000,673000,673000,823000,823000,1000000,823000,1000000,1000000,823000,673000,673000,673000,550000
RALPH LAUREN,823000,673000,673000,673000,550000,673000,673000,673000,673000,1000000,1000000,823000,823000,673000,673000,673000,550000,673000,673000,823000,823000,1000000,1000000,823000
UNDER ARMOUR,823000,1000000,823000,823000,673000,823000,1000000,1000000,1000000,1500000,1500000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1220000,1000000,1220000,1500000,1500000,1220000
TRACTOR SUPPLY,1220000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,2240000,1830000,1500000,1500000,1830000,1830000,2240000,1830000,1830000,1830000,1830000,1830000,2240000,2240000,1830000
DOLLAR TREE,1000000,1000000,1220000,1220000,1220000,1220000,1220000,1220000,1500000,1500000,1830000,1500000,1500000,1500000,1500000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,2240000,1830000
CA,201000,201000,246000,201000,201000,201000,201000,201000,246000,246000,246000,246000,246000,246000,246000,246000,201000,201000,246000,246000,246000,246000,246000,246000
PROGRESSIVE,1500000,1220000,1220000,1500000,1500000,1220000,1220000,1220000,1500000,1220000,1220000,1500000,1500000,1830000,1830000,1500000,1500000,1830000,1830000,1830000,1830000,1500000,1500000,1830000
DISH NETWORK,1830000,1830000,1830000,1500000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,2240000,1830000,1830000,1830000,1830000,1500000,1500000,1830000,1830000,1830000,1500000,1500000,1500000
ROYAL CARIBBEAN,1000000,1220000,823000,823000,1000000,823000,823000,823000,823000,823000,823000,1500000,1220000,1220000,1000000,1000000,1000000,1000000,823000,823000,823000,823000,823000,1500000
GARMIN,246000,301000,301000,368000,368000,368000,368000,301000,301000,301000,368000,301000,246000,301000,301000,368000,368000,368000,368000,301000,301000,450000,450000,368000
KROGER,1220000,1220000,1220000,1220000,1220000,1500000,1500000,1220000,1220000,1500000,1830000,1500000,1220000,1500000,1500000,1500000,1500000,1830000,1830000,1500000,1500000,1830000,1830000,1830000
ADVANCE AUTO PARTS,1000000,1500000,1500000,1500000,1220000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1830000,1500000,1500000,1500000,1500000,1500000,2240000,1830000,1000000,1220000,1830000
PNC,1500000,1500000,1500000,1500000,1500000,1500000,1830000,1830000,1830000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000
DOLLAR GENERAL,823000,823000,1000000,1000000,1000000,1220000,1220000,1220000,1220000,1500000,1500000,1220000,1220000,1220000,1220000,1500000,1500000,1500000,1500000,1500000,1500000,1830000,1830000,1500000
MARRIOTT,1220000,1220000,1220000,1220000,1220000,1500000,1220000,1220000,1220000,1000000,1000000,1220000,1220000,1500000,1220000,1220000,1220000,1500000,1220000,1220000,1220000,1000000,1000000,1220000
CBS,1220000,1830000,1220000,1000000,673000,823000,823000,1500000,1500000,1500000,1220000,1220000,1000000,1220000,1000000,1000000,673000,673000,823000,1220000,1500000,1220000,1220000,1220000
ADP,673000,673000,673000,673000,673000,673000,673000,673000,823000,823000,823000,1220000,1000000,1000000,1000000,823000,1000000,1000000,1220000,1000000,1220000,1000000,1220000,1830000
VISA,135000,165000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,135000,110000
CENTURYLINK,1000000,1220000,1000000,1000000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1500000,1500000,1500000,1220000,1220000,1220000,1500000
TIFFANY,550000,450000,450000,450000,368000,368000,450000,450000,450000,550000,823000,450000,450000,368000,368000,368000,368000,368000,368000,301000,368000,450000,550000,368000
COCA COLA,246000,201000,201000,201000,165000,301000,246000,201000,246000,201000,201000,201000,201000,201000,201000,246000,201000,201000,201000,201000,246000,201000,201000,201000
COACH,823000,823000,673000,673000,673000,673000,550000,550000,550000,823000,1000000,673000,550000,673000,550000,673000,550000,550000,550000,550000,550000,823000,1000000,550000
SALESFORCE,368000,368000,368000,368000,368000,368000,301000,368000,368000,301000,301000,368000,368000,450000,450000,450000,450000,450000,450000,450000,550000,450000,450000,450000
RITE AID,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1220000,1220000,1000000,1000000,1000000,1000000,1220000,1220000,1220000,1220000,1220000,1220000,1500000,1220000
CARTERS,550000,673000,550000,450000,450000,450000,673000,823000,823000,1000000,673000,550000,673000,823000,550000,550000,550000,550000,823000,1000000,1000000,1500000,823000,823000
WHOLE FOODS,823000,1000000,1000000,1000000,1000000,1000000,823000,823000,1000000,1220000,1220000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1220000,1220000,1000000
PANERA BREAD,550000,673000,673000,673000,673000,823000,673000,673000,823000,823000,823000,1000000,823000,1000000,1000000,823000,1000000,1000000,1000000,1000000,1220000,1220000,1220000,1500000
COPART,450000,550000,550000,450000,450000,450000,450000,450000,450000,450000,450000,550000,550000,550000,450000,450000,450000,450000,450000,450000,450000,450000,450000,550000
ROSS,450000,550000,550000,673000,550000,673000,673000,550000,550000,673000,823000,550000,550000,823000,673000,823000,823000,823000,1000000,823000,823000,1000000,1220000,823000
EQUIFAX,368000,368000,368000,368000,368000,368000,368000,301000,301000,301000,301000,368000,450000,450000,450000,368000,368000,368000,368000,368000,368000,301000,301000,368000
HILTON,450000,550000,450000,550000,550000,550000,550000,550000,550000,450000,450000,550000,550000,550000,550000,550000,550000,673000,550000,550000,550000,450000,450000,550000
SHERWIN WILLIAMS,550000,673000,673000,673000,673000,823000,673000,673000,673000,550000,450000,550000,550000,673000,823000,823000,823000,823000,823000,823000,823000,673000,550000,673000
ETRADE,823000,823000,823000,673000,673000,673000,673000,673000,673000,673000,673000,673000,823000,823000,673000,673000,673000,673000,673000,550000,673000,550000,550000,673000
QUEST DIAGNOSTICS,673000,550000,673000,823000,823000,823000,823000,1000000,1000000,823000,823000,823000,823000,823000,823000,823000,1000000,823000,823000,823000,1000000,673000,673000,673000
ALLSTATE,550000,673000,673000,550000,673000,673000,673000,673000,673000,550000,550000,673000,673000,823000,823000,823000,673000,823000,823000,823000,823000,673000,823000,823000
CABLEVISION,165000,201000,165000,165000,165000,165000,165000,165000,165000,165000,165000,201000,165000,165000,165000,165000,165000,165000,165000,201000,165000,135000,135000,135000
DUKE ENERGY,550000,673000,550000,550000,550000,673000,673000,550000,673000,550000,550000,673000,673000,673000,673000,673000,823000,823000,823000,823000,823000,823000,673000,823000
BLIZZARD,201000,246000,201000,135000,110000,135000,165000,135000,165000,301000,201000,450000,201000,165000,165000,165000,135000,135000,165000,135000,165000,201000,165000,450000
ALPHABET,90500,110000,90500,90500,90500,90500,110000,135000,110000,110000,110000,135000,135000,135000,135000,135000,110000,110000,550000,246000,246000,201000,165000,201000
WALT DISNEY,246000,368000,368000,301000,201000,165000,165000,246000,201000,201000,246000,301000,246000,246000,246000,301000,201000,165000,201000,368000,201000,201000,301000,246000
IBM,165000,165000,201000,165000,135000,165000,135000,165000,246000,165000,135000,246000,165000,165000,201000,135000,135000,165000,165000,165000,201000,165000,135000,201000
ORACLE,135000,165000,165000,165000,135000,135000,135000,201000,165000,165000,135000,165000,165000,165000,165000,165000,201000,165000,165000,165000,201000,165000,165000,201000
SIRIUS,450000,450000,450000,450000,450000,450000,450000,450000,550000,550000,550000,550000,450000,550000,450000,450000,450000,550000,550000,550000,450000,450000,550000,450000
CATERPILLAR,165000,165000,201000,201000,165000,165000,165000,201000,201000,165000,135000,165000,165000,201000,201000,201000,165000,165000,165000,246000,201000,165000,165000,201000
WHIRLPOOL,135000,165000,135000,135000,135000,165000,135000,135000,135000,165000,135000,165000,135000,165000,135000,165000,165000,165000,165000,165000,165000,165000,135000,165000
MASTERCARD,74000,90500,90500,90500,74000,90500,74000,74000,90500,74000,90500,74000,74000,90500,90500,74000,90500,90500,90500,90500,90500,74000,90500,90500
AETNA,550000,673000,550000,550000,550000,550000,550000,550000,673000,673000,550000,823000,673000,673000,673000,550000,673000,673000,673000,550000,673000,673000,673000,823000
POLARIS,246000,301000,246000,246000,201000,246000,246000,246000,301000,246000,246000,246000,246000,301000,301000,301000,246000,301000,301000,301000,246000,246000,246000,246000
WATER,201000,201000,201000,201000,165000,165000,165000,201000,246000,201000,201000,246000,201000,246000,246000,246000,201000,201000,201000,246000,246000,246000,201000,246000
PEPCO,74000,74000,74000,90500,90500,110000,90500,90500,90500,74000,74000,110000,90500,90500,90500,74000,90500,110000,110000,90500,90500,90500,90500,90500
WILLIAMS SONOMA,550000,550000,550000,550000,550000,550000,550000,550000,550000,1000000,1500000,673000,550000,550000,450000,368000,450000,450000,450000,450000,550000,1000000,1500000,673000
CHARLES SCHWAB,673000,673000,673000,550000,550000,550000,550000,550000,673000,550000,673000,673000,673000,673000,673000,550000,550000,550000,673000,550000,550000,550000,550000,550000
TD AMERITRADE,673000,823000,823000,550000,550000,550000,550000,550000,673000,550000,673000,673000,673000,673000,673000,550000,550000,550000,673000,550000,550000,550000,550000,673000
KEURIG,450000,450000,368000,368000,301000,301000,368000,450000,550000,823000,1220000,673000,450000,450000,368000,368000,368000,368000,450000,450000,550000,823000,1000000,673000
ESTEE LAUDER,165000,165000,165000,165000,135000,135000,135000,135000,165000,246000,201000,165000,165000,165000,165000,165000,135000,135000,165000,165000,165000,246000,246000,165000
AUTODESK,90500,90500,90500,90500,74000,90500,90500,110000,110000,90500,90500,110000,90500,110000,110000,90500,90500,90500,110000,110000,110000,90500,90500,110000
EXPRESS SCRIPTS,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,673000,550000,550000,550000,450000,550000,550000,550000,550000,550000,550000,550000,673000
MGM,74000,74000,74000,74000,60500,60500,60500,49500,49500,49500,60500,60500,60500,74000,74000,74000,60500,60500,60500,49500,49500,49500,49500,60500
CARNIVAL,301000,301000,246000,246000,246000,246000,246000,246000,246000,201000,201000,301000,368000,301000,301000,550000,450000,450000,368000,368000,368000,301000,246000,450000
NASDAQ,246000,301000,301000,246000,201000,246000,201000,246000,368000,246000,246000,301000,301000,301000,301000,246000,246000,301000,368000,301000,246000,246000,201000,301000
WASTE MANAGEMENT,368000,368000,368000,368000,368000,368000,368000,368000,368000,301000,368000,450000,368000,450000,450000,450000,450000,450000,450000,450000,450000,368000,450000,450000
METLIFE,246000,246000,201000,201000,201000,201000,201000,201000,201000,201000,165000,246000,201000,246000,246000,201000,246000,246000,246000,246000,246000,201000,201000,246000
ACCENTURE,110000,90500,90500,74000,74000,90500,90500,110000,110000,74000,74000,110000,90500,110000,90500,90500,90500,110000,110000,135000,110000,90500,74000,110000
GOLDMAN SACHS,110000,110000,110000,90500,90500,90500,90500,110000,135000,135000,165000,165000,165000,165000,165000,135000,165000,165000,165000,165000,201000,165000,165000,246000
HUMANA,301000,368000,301000,301000,301000,301000,301000,301000,368000,368000,368000,450000,368000,368000,368000,368000,368000,368000,301000,301000,368000,368000,368000,450000
TIME WARNER,368000,368000,301000,246000,301000,301000,368000,368000,368000,368000,368000,368000,368000,368000,368000,368000,368000,368000,450000,450000,450000,450000,450000,450000
CIGNA,301000,301000,301000,301000,301000,301000,301000,368000,368000,368000,368000,450000,368000,368000,368000,301000,368000,450000,368000,368000,368000,368000,368000,450000
BOEING,165000,246000,165000,165000,165000,201000,165000,201000,201000,135000,135000,165000,165000,165000,165000,165000,201000,165000,165000,201000,201000,165000,165000,201000
MONSANTO,110000,165000,165000,201000,165000,110000,90500,110000,110000,165000,110000,135000,135000,135000,135000,165000,135000,110000,110000,110000,135000,110000,110000,110000
HONEYWELL,90500,90500,90500,90500,90500,90500,90500,110000,110000,135000,90500,110000,90500,110000,90500,90500,90500,90500,90500,110000,110000,110000,110000,110000
AFLAC,246000,301000,301000,246000,301000,301000,301000,301000,368000,301000,301000,301000,301000,368000,368000,301000,368000,368000,368000,368000,368000,301000,301000,368000
MORGAN STANLEY,246000,246000,246000,201000,201000,201000,201000,201000,246000,201000,201000,246000,301000,246000,246000,201000,201000,246000,246000,201000,246000,201000,246000,246000
PUBLIC STORAGE,246000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,368000,368000,368000,368000,368000,368000,301000,301000,368000
3M,74000,74000,74000,74000,74000,74000,74000,90500,90500,74000,60500,74000,74000,90500,74000,74000,74000,74000,74000,90500,74000,60500,60500,74000
BERKSHIRE HATHAWAY,135000,246000,201000,201000,165000,201000,201000,201000,201000,201000,165000,201000,246000,301000,246000,301000,246000,246000,301000,201000,201000,201000,165000,246000
APACHE,49500,49500,60500,49500,49500,49500,49500,60500,60500,60500,49500,60500,49500,60500,60500,49500,49500,49500,60500,60500,60500,60500,49500,49500
XEROX,60500,74000,74000,74000,60500,74000,74000,74000,74000,60500,60500,74000,74000,74000,90500,90500,90500,90500,90500,110000,110000,90500,74000,110000
PRUDENTIAL,165000,201000,165000,165000,165000,165000,135000,135000,135000,135000,135000,165000,135000,165000,165000,165000,165000,165000,165000,165000,165000,135000,135000,165000
AES,201000,201000,201000,165000,165000,165000,165000,165000,165000,165000,165000,246000,201000,201000,201000,165000,165000,165000,165000,165000,165000,165000,165000,246000
EMC,60500,60500,60500,60500,49500,60500,49500,74000,74000,49500,49500,60500,60500,60500,60500,60500,60500,60500,74000,74000,246000,60500,49500,74000
CITRIX,110000,110000,110000,90500,110000,110000,110000,110000,110000,90500,90500,110000,90500,90500,90500,90500,90500,90500,90500,110000,110000,90500,90500,110000
CHEVRON,201000,201000,201000,201000,165000,165000,201000,201000,201000,165000,201000,201000,165000,201000,165000,165000,165000,201000,201000,201000,165000,165000,165000,201000
BALL,40500,40500,40500,40500,40500,40500,40500,49500,49500,49500,49500,49500,49500,49500,49500,49500,40500,40500,49500,60500,60500,74000,74000,74000
FASTENAL,201000,246000,246000,246000,246000,246000,246000,246000,246000,201000,201000,246000,246000,301000,301000,246000,246000,246000,301000,246000,246000,246000,246000,246000
VF,18100,22200,22200,22200,18100,22200,22200,22200,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100
MARATHON,49500,60500,74000,60500,49500,49500,49500,60500,74000,74000,49500,60500,49500,60500,74000,60500,49500,60500,60500,60500,74000,74000,60500,74000
PFIZER,74000,90500,110000,165000,74000,74000,74000,90500,90500,74000,74000,90500,110000,90500,90500,74000,74000,74000,74000,74000,90500,165000,74000,90500
ANTHEM,165000,165000,135000,135000,135000,135000,135000,135000,165000,165000,165000,201000,368000,246000,201000,165000,201000,201000,201000,201000,201000,201000,201000,246000
