Keyword,Searches: Feb 2014,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016
DIAMOND RESORTS INTERNATIONAL,8100,8100,8100,6600,8100,8100,6600,6600,6600,5400,6600,8100,8100,8100,6600,8100,8100,9900,9900,8100,8100,8100,8100,12100
MAGELLAN HEALTH,6600,8100,8100,6600,8100,8100,8100,8100,8100,6600,6600,8100,8100,9900,12100,12100,12100,12100,12100,12100,12100,9900,9900,12100
NOVAVAX,4400,5400,5400,5400,4400,3600,3600,3600,6600,3600,3600,8100,8100,6600,4400,4400,6600,6600,8100,8100,6600,5400,4400,6600
MATSON,5400,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,8100,8100,8100,6600,8100,8100,8100,8100,8100,6600,6600,6600
BOYD GAMING,8100,12100,9900,9900,9900,9900,9900,9900,9900,9900,9900,12100,9900,12100,9900,9900,9900,12100,12100,9900,9900,9900,9900,12100
QLOGIC,6600,6600,5400,5400,5400,4400,4400,4400,5400,3600,3600,5400,4400,4400,4400,4400,4400,8100,4400,4400,5400,2900,2900,3600
INFINERA,4400,4400,4400,3600,3600,4400,4400,4400,5400,3600,2900,5400,4400,5400,6600,5400,5400,5400,5400,5400,6600,5400,4400,6600
WHITING PETROLEUM,5400,9900,6600,4400,4400,9900,6600,6600,6600,6600,9900,9900,9900,27100,8100,5400,5400,8100,8100,6600,6600,4400,6600,9900
CARDTRONICS,5400,5400,5400,5400,5400,6600,6600,6600,6600,5400,5400,6600,6600,6600,6600,6600,6600,8100,8100,8100,8100,6600,6600,8100
SEMTECH,2900,2900,2900,2900,2400,2900,2900,2900,2900,2400,2400,3600,2900,4400,3600,3600,3600,3600,2900,3600,2900,2900,2400,2900
ADTRAN,8100,8100,8100,8100,8100,8100,8100,8100,8100,6600,6600,8100,8100,8100,8100,6600,6600,8100,8100,8100,8100,5400,5400,6600
SCANSOURCE,4400,4400,4400,5400,5400,4400,5400,5400,5400,4400,4400,5400,5400,5400,5400,5400,5400,5400,5400,5400,6600,4400,4400,5400
BLUEBIRD BIO,2900,3600,2900,3600,5400,4400,3600,3600,4400,3600,9900,8100,6600,8100,6600,9900,12100,6600,6600,8100,8100,9900,9900,8100
KITE PHARMA,880,1300,1900,2900,6600,3600,6600,4400,5400,4400,6600,14800,8100,8100,8100,6600,8100,8100,8100,5400,9900,6600,6600,6600
HEICO,2900,2900,3600,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,3600,2900,2900,2400,2900,3600
INTERSIL,4400,4400,4400,3600,3600,3600,3600,4400,4400,3600,2900,4400,3600,4400,3600,3600,3600,3600,3600,4400,3600,2900,2900,3600
HURON CONSULTING,9900,9900,8100,8100,8100,8100,8100,12100,12100,8100,6600,9900,9900,9900,8100,6600,8100,8100,9900,12100,12100,8100,8100,8100
ADVANCED MICRO DEVICES,4400,4400,4400,4400,4400,4400,3600,3600,5400,4400,3600,4400,4400,4400,4400,3600,4400,4400,3600,4400,4400,3600,3600,3600
TASER INTERNATIONAL,6600,5400,4400,5400,4400,4400,8100,6600,6600,6600,8100,6600,6600,6600,9900,12100,8100,8100,8100,8100,6600,8100,8100,8100
HNI,2400,1900,1900,1900,1900,1900,1900,2400,2400,1900,1600,1900,2900,2400,2400,1900,2400,2400,1900,2900,2400,1900,1900,2400
INTREXON,3600,4400,3600,4400,2900,3600,2900,2900,2900,3600,2900,5400,12100,8100,5400,4400,4400,6600,8100,5400,6600,8100,5400,9900
ABM INDUSTRIES,8100,8100,8100,6600,6600,8100,9900,9900,8100,6600,6600,8100,8100,8100,8100,8100,9900,8100,8100,12100,8100,5400,5400,8100
GRANITE CONSTRUCTION,8100,8100,9900,8100,8100,8100,8100,8100,9900,8100,6600,8100,8100,9900,8100,8100,8100,9900,9900,8100,8100,8100,6600,9900
STURM RUGER,9900,9900,8100,8100,6600,6600,8100,9900,9900,9900,9900,9900,9900,9900,8100,6600,6600,8100,6600,6600,6600,8100,12100,12100
CONMED,5400,5400,8100,6600,5400,6600,5400,5400,5400,4400,4400,5400,5400,5400,5400,4400,4400,5400,5400,5400,5400,5400,4400,5400
BROADSOFT,2900,2900,2900,2900,2900,2400,2900,3600,4400,2900,2900,3600,3600,4400,3600,3600,4400,3600,3600,4400,4400,3600,2900,3600
HAEMONETICS,4400,5400,5400,5400,5400,5400,4400,5400,4400,4400,3600,5400,4400,5400,5400,4400,5400,5400,5400,5400,5400,5400,4400,5400
WORTHINGTON INDUSTRIES,5400,6600,6600,6600,6600,6600,6600,6600,8100,6600,8100,9900,9900,9900,8100,8100,9900,8100,8100,8100,8100,6600,5400,8100
FINISAR,4400,4400,3600,3600,4400,3600,3600,3600,3600,2900,2900,2900,2900,4400,3600,3600,3600,3600,3600,4400,2900,2900,2900,2900
NORTHWEST NATURAL GAS,9900,9900,9900,9900,9900,9900,8100,9900,9900,9900,9900,12100,9900,9900,9900,6600,8100,9900,9900,8100,6600,9900,9900,9900
OASIS PETROLEUM,6600,6600,6600,6600,6600,6600,8100,8100,8100,8100,12100,9900,9900,9900,8100,6600,5400,8100,8100,6600,9900,5400,5400,8100
RAMBUS,3600,4400,4400,3600,4400,4400,4400,5400,4400,3600,3600,4400,4400,5400,4400,3600,4400,4400,6600,4400,4400,3600,2900,3600
ALEXANDERS,3600,3600,3600,3600,3600,3600,3600,3600,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400,5400
PROTO LABS,3600,3600,4400,3600,3600,4400,3600,4400,5400,4400,4400,5400,5400,5400,5400,4400,5400,5400,5400,6600,6600,5400,4400,5400
MSA SAFETY,3600,4400,4400,4400,5400,8100,6600,5400,5400,3600,2900,3600,3600,4400,4400,3600,3600,3600,3600,3600,4400,2900,2400,3600
OMNICELL,5400,5400,5400,5400,5400,5400,5400,5400,5400,4400,4400,5400,5400,6600,6600,5400,6600,6600,5400,5400,8100,6600,5400,8100
HUB GROUP,4400,4400,5400,5400,5400,6600,5400,6600,6600,5400,5400,6600,6600,6600,8100,6600,6600,8100,8100,8100,8100,6600,6600,8100
HALYARD HEALTH,0,0,590,2900,1300,1900,2400,3600,6600,18100,8100,9900,9900,9900,8100,5400,5400,5400,6600,6600,6600,5400,4400,6600
CHEMTURA,3600,3600,4400,3600,3600,3600,3600,3600,4400,2900,2900,3600,3600,3600,3600,2900,3600,3600,2900,2900,3600,2900,2900,2900
BGC PARTNERS,2400,2900,2900,2900,2900,2400,2400,4400,3600,2900,3600,3600,4400,2900,3600,3600,2900,3600,2900,3600,2900,2900,2400,2900
BABCOCK AND WILCOX,6600,8100,8100,8100,6600,6600,6600,8100,8100,6600,6600,8100,8100,8100,6600,6600,8100,8100,5400,5400,5400,4400,3600,5400
BOTTOMLINE TECHNOLOGIES,4400,4400,5400,4400,4400,4400,3600,5400,5400,4400,4400,5400,4400,5400,5400,4400,5400,4400,5400,5400,5400,4400,4400,5400
AIR METHODS,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,5400,6600,6600,8100,6600,6600,6600,8100,8100,6600,8100,8100,8100,8100
INTERCEPT PHARMACEUTICALS,8100,9900,6600,5400,4400,4400,9900,3600,4400,6600,3600,5400,3600,6600,4400,4400,5400,5400,5400,5400,5400,3600,4400,4400
FINANCIAL ENGINES,5400,6600,6600,5400,8100,6600,6600,6600,6600,8100,5400,6600,6600,8100,8100,6600,8100,8100,6600,6600,6600,9900,5400,6600
ENTEGRIS,5400,4400,4400,3600,4400,4400,3600,4400,4400,3600,3600,4400,4400,5400,4400,4400,4400,4400,4400,4400,4400,3600,3600,4400
DIPLOMAT PHARMACY,4400,4400,4400,4400,4400,4400,3600,5400,9900,5400,6600,8100,6600,8100,6600,6600,8100,6600,6600,6600,8100,6600,6600,6600
COLONY CAPITAL,3600,3600,3600,2900,2900,3600,3600,3600,3600,3600,2900,3600,4400,4400,5400,4400,4400,4400,3600,4400,4400,3600,3600,4400
KB HOME,6600,6600,6600,5400,6600,6600,5400,5400,5400,5400,5400,8100,6600,8100,8100,6600,6600,6600,6600,6600,5400,5400,5400,6600
ARIAD PHARMACEUTICALS,18100,12100,9900,8100,5400,6600,4400,4400,5400,4400,4400,4400,5400,5400,6600,5400,4400,4400,8100,5400,3600,2900,3600,3600
HEARTLAND EXPRESS,6600,6600,6600,6600,6600,6600,6600,6600,6600,5400,6600,8100,6600,6600,6600,5400,6600,6600,6600,6600,8100,6600,6600,8100
NEENAH PAPER,6600,6600,6600,5400,5400,5400,5400,5400,5400,5400,4400,5400,6600,6600,6600,5400,5400,6600,5400,5400,6600,5400,4400,6600
ANTERO RESOURCES,6600,6600,8100,6600,6600,6600,6600,6600,6600,6600,5400,9900,6600,8100,6600,5400,6600,6600,6600,6600,6600,5400,5400,8100
WPX ENERGY,6600,5400,5400,5400,4400,4400,6600,5400,6600,4400,5400,5400,5400,6600,5400,5400,5400,12100,8100,6600,5400,5400,4400,6600
ASCENA RETAIL GROUP,3600,3600,4400,4400,4400,4400,4400,5400,5400,4400,3600,5400,5400,5400,5400,9900,6600,5400,5400,6600,6600,5400,5400,6600
REALPAGE,5400,5400,5400,4400,4400,5400,5400,4400,5400,4400,3600,4400,5400,5400,5400,5400,6600,5400,5400,5400,4400,4400,3600,5400
ACADIA PHARMACEUTICALS,3600,3600,3600,2900,2400,2900,2900,5400,3600,3600,3600,5400,5400,12100,4400,3600,3600,4400,4400,5400,5400,6600,3600,6600
MEDIA GENERAL,2400,6600,3600,2900,2900,2900,2900,2400,2900,2400,3600,4400,3600,4400,3600,3600,3600,3600,3600,18100,8100,6600,6600,9900
GLOBUS MEDICAL,4400,4400,4400,4400,3600,4400,4400,4400,5400,4400,3600,5400,5400,6600,5400,5400,5400,5400,4400,4400,4400,4400,4400,5400
MRC GLOBAL,2900,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,4400,4400,3600,3600,3600,3600,3600,4400,3600,4400,3600,3600,4400
DYNEGY,4400,3600,4400,3600,3600,3600,8100,5400,5400,4400,3600,5400,4400,5400,6600,5400,5400,6600,6600,5400,5400,5400,5400,6600
AKORN,2900,3600,3600,4400,3600,4400,3600,4400,4400,3600,2900,3600,3600,5400,5400,5400,5400,4400,3600,4400,4400,3600,3600,4400
UNIVERSAL FOREST PRODUCTS,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,6600,5400,6600,6600,6600,6600,6600,6600,6600,6600,5400,5400,6600
EMERGENT BIOSOLUTIONS,4400,4400,4400,4400,3600,3600,3600,4400,5400,3600,3600,4400,4400,5400,5400,4400,4400,5400,5400,4400,4400,3600,3600,5400
GENESCO,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400,5400,5400,5400,4400,4400,5400,5400,5400,5400,5400,5400,6600
SPARTANNASH,1600,2400,2900,2900,3600,3600,3600,4400,4400,3600,3600,5400,4400,5400,6600,5400,6600,6600,6600,6600,6600,5400,5400,6600
HEADWATERS,3600,3600,4400,3600,3600,2900,2900,5400,5400,3600,3600,4400,4400,4400,4400,4400,3600,3600,4400,5400,5400,4400,4400,4400
INTERDIGITAL,5400,5400,5400,4400,4400,3600,2900,3600,4400,3600,3600,4400,3600,3600,4400,3600,3600,3600,4400,2900,2900,2400,1900,1900
BADGER METER,3600,4400,4400,3600,3600,4400,4400,3600,4400,2900,2900,4400,4400,6600,4400,4400,4400,4400,4400,4400,4400,3600,3600,3600
SYKES ENTERPRISES,2400,2400,2900,2900,2900,2900,2900,3600,3600,2900,2900,2900,2900,3600,4400,3600,6600,5400,5400,5400,5400,4400,3600,4400
PROGRESS SOFTWARE,2400,2900,2900,2900,2900,2400,2400,2900,5400,2900,2900,2900,2400,2900,3600,2400,2900,2400,2400,2400,2900,1900,1900,3600
ESSENDANT,0,0,0,0,0,0,0,0,0,0,0,0,2400,590,590,880,5400,6600,6600,6600,9900,9900,8100,9900
PINNACLE ENTERTAINMENT,5400,6600,6600,5400,5400,6600,5400,5400,5400,5400,4400,6600,5400,6600,6600,5400,5400,6600,5400,4400,4400,4400,4400,5400
AAON,4400,5400,5400,5400,5400,5400,4400,5400,4400,4400,3600,4400,4400,4400,4400,4400,4400,5400,4400,4400,4400,4400,4400,4400
BENCHMARK ELECTRONICS,3600,3600,3600,3600,3600,3600,3600,3600,4400,2900,2900,3600,3600,3600,3600,3600,4400,4400,3600,3600,4400,3600,2900,3600
AXIALL,4400,4400,4400,3600,3600,4400,4400,5400,5400,3600,2900,4400,5400,4400,4400,4400,4400,5400,4400,5400,4400,3600,3600,5400
ARMSTRONG WORLD INDUSTRIES,3600,3600,2900,2900,2900,2900,3600,3600,3600,2900,2400,3600,4400,3600,3600,3600,3600,3600,3600,3600,4400,4400,4400,5400
COGENT COMMUNICATIONS,5400,4400,3600,3600,3600,3600,3600,3600,3600,2900,2900,3600,3600,3600,3600,3600,3600,3600,3600,3600,4400,3600,2900,3600
ICU MEDICAL,3600,2900,2900,2400,2900,2900,2900,2900,3600,2900,2900,3600,3600,3600,3600,3600,2900,2900,2900,2900,3600,2900,2400,2900
SUPERIOR ENERGY SERVICES,4400,4400,4400,4400,4400,4400,4400,4400,5400,4400,4400,5400,3600,4400,4400,3600,3600,4400,4400,4400,4400,3600,2900,4400
WISDOMTREE,3600,3600,2900,2900,2900,2900,2400,2400,2900,2900,2900,3600,3600,4400,4400,3600,3600,2900,2900,2400,2900,2900,2900,3600
SUMMIT HOTEL,1000,1000,720,880,720,880,880,720,880,720,720,880,720,880,720,720,720,880,590,590,590,590,720,880
UNITED NATURAL FOODS,4400,4400,4400,5400,4400,4400,4400,4400,4400,3600,3600,4400,4400,4400,5400,5400,4400,5400,4400,4400,4400,4400,4400,4400
NEVRO,720,1000,1000,880,880,880,880,1300,2400,3600,2400,2900,2900,3600,3600,4400,3600,2900,3600,3600,3600,2900,3600,4400
PENN NATIONAL GAMING,5400,6600,6600,6600,6600,5400,4400,5400,4400,3600,3600,4400,3600,4400,6600,5400,5400,5400,5400,4400,4400,4400,3600,4400
TESARO,1900,2900,1900,2400,2400,2400,1900,2900,2400,2400,1900,2900,2900,4400,4400,3600,3600,3600,4400,4400,3600,3600,2900,4400
EVERCORE PARTNERS,3600,3600,3600,3600,3600,3600,4400,4400,4400,3600,2400,4400,2900,2900,2900,2400,2900,3600,2900,3600,3600,2900,2900,2900
TRIUMPH GROUP,2900,2900,2900,3600,3600,3600,2900,2900,3600,2900,2900,3600,3600,3600,4400,3600,2900,3600,3600,2900,3600,2900,2900,4400
VEEVA SYSTEMS,2400,2900,2900,2400,2400,2400,2400,2400,2900,2400,3600,4400,2900,3600,2900,2400,2900,2900,2900,2900,2900,2900,2400,2900
ACORDA THERAPEUTICS,2900,3600,3600,3600,2900,2900,2900,4400,3600,2900,2400,4400,4400,4400,4400,2900,3600,2900,3600,3600,3600,2900,2900,4400
MATTHEWS INTERNATIONAL,2900,5400,3600,3600,3600,4400,4400,3600,3600,3600,2900,4400,2900,3600,3600,3600,4400,3600,4400,5400,4400,2900,2900,4400
MUELLER INDUSTRIES,4400,5400,4400,4400,4400,4400,3600,4400,4400,3600,3600,4400,4400,4400,4400,3600,3600,3600,4400,3600,3600,2900,2900,3600
CORNERSTONE ONDEMAND,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,1900,2400,2400,2900,2900,2900,2900,2900,2400,2900,2900,2400,1900,2900
KAISER ALUMINUM,2900,2900,2900,2900,2900,3600,3600,2900,3600,2900,2900,3600,3600,4400,4400,3600,3600,4400,4400,3600,3600,3600,3600,4400
GENTHERM,1000,1300,1300,1600,1600,1600,1900,2400,2400,1900,1600,1600,1900,1900,1900,1600,1600,1900,1900,1900,1900,1600,1300,1900
PARSLEY ENERGY,1300,1600,3600,8100,6600,5400,6600,5400,5400,5400,4400,4400,5400,5400,4400,4400,4400,3600,4400,4400,3600,3600,4400,4400
MKS INSTRUMENTS,2400,2900,2900,2400,2900,2900,2400,2900,2900,2900,2900,2900,2900,3600,3600,2900,2900,2900,2900,2900,2900,2400,1900,2900
GROUP 1 AUTOMOTIVE,3600,3600,3600,4400,3600,4400,3600,3600,3600,2900,2900,3600,3600,3600,3600,4400,4400,4400,4400,3600,3600,3600,3600,4400
ALLEGHENY TECHNOLOGIES,1900,2400,2400,2900,2400,2400,1900,1900,2400,1600,1600,2400,2400,2400,2400,2400,2900,3600,5400,4400,4400,3600,4400,4400
PLATFORM SPECIALTY PRODUCTS,720,720,1600,1000,880,880,1000,880,2900,1600,1000,1600,1600,2900,1600,1900,2400,3600,2900,2400,4400,2900,2400,2900
MDC PARTNERS,2400,2900,2900,2900,2900,2900,2900,2900,2900,2400,1900,2900,2900,2900,4400,3600,2900,4400,3600,2400,2400,2400,1900,2400
INNOSPEC,1000,1000,1000,1000,1000,1000,1300,1300,1600,1000,1000,1300,1300,1300,1300,1000,1600,1300,1300,1300,1300,1300,1300,1600
GOLAR LNG,720,1300,880,720,1000,880,1000,1600,1300,1000,1000,1000,1000,1000,720,1300,720,880,880,880,720,720,1000,1600
QEP RESOURCES,5400,5400,4400,5400,4400,4400,4400,4400,6600,4400,3600,4400,3600,3600,3600,3600,3600,4400,4400,4400,3600,2900,2400,3600
WESTLAKE CHEMICAL,2900,2900,2900,3600,4400,4400,3600,2900,3600,2900,2400,3600,3600,3600,3600,2900,3600,3600,3600,3600,3600,2900,2900,5400
RENASANT,3600,3600,3600,3600,3600,4400,4400,4400,4400,4400,4400,4400,3600,3600,3600,3600,3600,3600,4400,3600,4400,3600,4400,4400
CALERES,10,10,10,10,10,10,10,10,20,10,10,10,20,50,1600,1000,4400,5400,4400,4400,5400,5400,4400,5400
AMICUS THERAPEUTICS,1000,1000,1300,1000,1300,1900,2900,1600,1900,1900,1600,2900,1900,2900,2400,2400,2900,2400,2900,3600,5400,2900,1900,2900
US SILICA,3600,3600,3600,3600,3600,4400,4400,5400,6600,4400,5400,4400,4400,3600,4400,2900,2900,4400,2900,2900,3600,2400,2400,2900
CARPENTER TECHNOLOGY,3600,3600,3600,3600,2900,2900,2900,3600,3600,3600,2900,3600,3600,4400,4400,2900,2900,2900,3600,2900,2900,2400,2400,3600
POWER INTEGRATIONS,1300,1600,1600,1300,1300,1300,1600,1300,1600,1300,1300,1600,1300,1600,1300,1300,1000,880,880,880,1000,880,880,1000
HILLENBRAND,2400,2400,1900,1900,1900,3600,1900,2400,1900,1900,3600,2900,2400,1900,1900,1900,2400,1900,1900,2400,1900,1600,1900,1900
RADIUS HEALTH,590,590,880,1300,1900,1000,1300,1600,1600,880,1900,2400,1600,1600,2400,1900,3600,2900,2400,2400,3600,2900,2400,3600
SOUTH STATE,140,140,140,140,170,1000,2400,2400,2900,2900,2900,2900,2900,3600,2900,2900,2900,3600,4400,3600,3600,3600,4400,4400
FABRINET,720,590,590,720,480,480,1600,880,880,590,480,590,880,1000,1000,880,720,720,880,880,720,880,720,880
VIAVI SOLUTIONS,0,0,0,0,0,0,0,0,0,0,0,0,260,320,210,170,260,590,4400,3600,3600,3600,2400,3600
PUMA BIOTECHNOLOGY,1900,1600,1900,1600,1600,18100,4400,2900,2400,2400,2900,2400,1900,3600,2400,4400,5400,2900,2400,2400,1900,1900,2900,2400
INSIGHT ENTERPRISES,1600,1600,1900,1600,1600,1900,1600,1900,1900,1600,1600,1900,2900,2400,1900,1900,2400,2400,2400,2400,2400,1900,1900,3600
LUMENTUM,0,0,0,0,0,0,0,0,0,0,0,0,720,590,480,480,720,1300,5400,2900,3600,2900,2900,3600
NEKTAR THERAPEUTICS,1900,2400,1900,2400,2900,1900,1900,2900,1900,1900,1900,2900,2400,3600,2900,1900,2400,2400,2400,2400,2900,1900,1900,2400
ALBANY INTERNATIONAL,1600,1600,1600,1600,1600,1600,1600,1600,1600,1300,1300,1900,1900,1900,1600,1900,1600,1600,1600,1600,1900,1600,1600,1900
PILGRIMS PRIDE,2400,2400,2400,4400,3600,2400,2400,2400,2900,2400,2400,3600,2900,2900,2900,2400,2900,2900,2900,2900,2900,2900,2400,3600
WATTS WATER TECHNOLOGIES,1600,1900,1900,2400,1900,1900,1900,1900,2400,2400,1900,1900,2400,2900,2400,2400,2400,2400,2900,2900,2900,2400,2400,2900
RBC BEARINGS,1900,1900,1900,1900,1600,1900,1900,1900,2400,1900,1600,1900,2400,3600,2900,2900,2400,2400,2400,2400,2400,1900,1900,2400
IRONWOOD PHARMACEUTICALS,2900,2400,3600,2900,2900,2900,2400,2900,2900,2400,1900,2900,2400,3600,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900
PORTOLA PHARMACEUTICALS,1900,1900,1300,1600,1600,1900,1600,1600,2900,1600,1600,2400,2900,3600,2900,2400,2400,2400,2400,2900,2400,2400,2900,3600
HECLA MINING,3600,2900,2400,1900,1900,1600,1600,1900,2400,1600,1600,1900,1900,2400,1900,1600,1600,1900,1900,1900,1600,1600,1600,1900
CAL MAINE FOODS,1300,1300,1300,1300,1300,1600,1300,1600,1600,1300,1600,1900,1600,2400,2400,3600,2400,2900,2400,2900,3600,2400,2900,3600
MAXLINEAR,1300,1300,1300,1000,1000,1300,1000,1600,1300,880,880,1000,1900,1600,1600,2400,2400,1900,1900,1900,2400,1900,1600,1900
MCDERMOTT INTERNATIONAL,1600,2400,1900,1600,1300,1300,1300,1600,1900,1300,1600,2400,1900,1900,1600,1600,1600,1600,1900,1600,1300,1600,1000,1600
MATADOR RESOURCES,2400,1900,1900,2400,1900,1900,2400,2400,2400,2400,2400,3600,2900,2900,3600,2900,2900,2900,2900,3600,2900,2900,1900,3600
DOLBY LABORATORIES,1300,1600,1300,1300,1300,1300,1300,1300,1600,1600,1300,1600,1600,1600,1600,1600,1600,1600,1600,1900,2400,1900,1900,1900
ON ASSIGNMENT,2900,2900,2900,2900,2900,2900,2900,2900,2900,1900,1900,2900,2400,2400,2400,3600,2400,2400,2400,2400,2400,1900,1600,2400
CAMBREX,1300,1000,880,1000,880,880,880,1000,1000,1000,880,1000,1600,1600,1600,1000,1600,1600,1300,1300,1300,1000,1000,1600
TAHOE RESOURCES,480,720,590,480,480,590,480,390,480,590,480,480,880,590,720,590,880,720,720,590,720,590,390,590
E W SCRIPPS,2900,2900,2400,2400,2400,3600,2900,2400,2900,1900,1900,2400,2400,2900,2900,2900,2400,2900,2900,2400,2400,2400,2400,2400
SYNCHRONOSS TECHNOLOGIES,720,880,880,880,880,1000,880,880,1000,880,720,880,1000,1000,1000,1000,1600,1000,1000,1300,1300,1000,880,1000
ENSIGN GROUP,1900,1900,1900,1900,2400,2400,1900,1900,2400,1900,1900,2400,2900,2400,2900,2900,2900,2900,2900,2400,2900,2400,2400,2900
NU SKIN ENTERPRISES,880,1300,880,590,590,720,720,720,590,590,590,590,720,590,590,590,590,590,590,720,880,590,480,590
ENPRO INDUSTRIES,1300,1600,1300,1300,1300,1300,1300,1600,1600,1300,1600,2400,2400,2900,1900,2400,2400,2400,1900,1900,1900,1900,1600,2400
CHOICE HOTELS INTERNATIONAL,1900,1900,1900,1900,1900,1900,1600,1600,1600,1300,1300,1600,1900,2400,2400,1900,1900,1900,1900,1600,1600,1300,1300,1600
AGIOS PHARMACEUTICALS,1000,1600,2400,1000,1600,1600,1600,4400,2900,3600,4400,3600,2400,2400,1900,2400,2400,1900,1900,1600,2400,2400,1900,2400
METHODE ELECTRONICS,1300,1600,1300,1000,1300,1300,1000,1300,1600,1300,1600,1300,1300,1600,1600,1300,1900,1600,1600,1600,1600,1300,1000,1000
HERSHA HOSPITALITY,2400,2400,2400,2400,2400,2900,2900,2900,2900,2400,1900,2900,2900,2900,2400,2900,2900,2900,2400,2400,2900,2400,2400,2900
COMFORT SYSTEMS,1900,1900,2400,2400,2400,2400,2400,2400,2400,1900,1900,2900,2900,2900,2400,2900,2900,2900,2400,1900,2400,1900,1900,2400
BARNES GROUP,1300,1300,1600,1300,1300,1300,1300,1300,1600,1300,1000,1000,1600,1600,1600,1300,1300,1600,1600,1300,1600,1300,1000,1300
INSULET,2400,1900,1900,2400,2400,1900,1900,2400,1900,1900,1900,2900,2900,2400,2400,1900,2400,1900,1900,1900,1900,1900,1900,1900
INTERNATIONAL GAME TECHNOLOGY,1300,1600,1600,1300,2400,1900,1000,880,880,720,880,1000,1000,1000,1900,1300,1300,1000,1000,1000,1000,880,880,1000
PROTHENA,1000,1300,1600,1000,1300,880,880,880,880,720,1600,1000,1000,3600,1600,1600,1900,1900,1600,1300,1300,1300,1300,1600
DARLING INGREDIENTS,10,10,10,260,480,590,880,880,880,720,720,1000,1300,1900,1600,1600,1300,1600,1900,1600,1600,1600,1600,1900
ACTUANT,1900,1900,1900,1600,1900,1600,1600,1900,1900,1600,1600,1900,1900,1600,1600,1300,1600,1600,1900,1900,1900,1600,1300,1900
OPHTHOTECH,1600,1600,1300,2400,1600,1300,1300,1300,1600,1300,1300,1900,1900,1900,1600,1900,1600,2400,1600,1600,1600,1600,1300,1900
QUAKER CHEMICAL,1000,1600,1300,1300,1000,1300,1000,1000,1300,1000,1000,1000,1300,1300,1300,1000,1000,1000,1300,1300,1300,1000,880,1000
MTS SYSTEMS,1600,1600,1600,1600,1300,1600,1600,1900,1900,1600,1600,1900,1900,1900,1900,1600,1900,1900,1600,1900,1900,1600,1600,1900
INPHI,1600,1600,1600,1300,1300,2400,1600,1600,1600,1300,1300,1900,1600,1600,1600,1600,1600,1600,1600,1300,1900,1600,1300,1600
DIAMOND OFFSHORE DRILLING,1000,1000,1000,880,1000,1300,1600,1600,1900,1600,2400,2400,2400,2400,2400,1900,1600,1600,2400,1600,1600,1300,1000,1300
WP GLIMCHER,0,0,0,0,0,0,0,0,0,0,0,1000,1900,2400,1900,1900,2400,1900,1900,2400,2400,2400,2400,2900
DINEEQUITY,1900,1900,2400,1900,2400,1900,1900,1900,1900,1900,1300,1300,1900,2900,2400,1900,1600,1600,1600,2400,1900,1900,2400,2400
SCORPIO TANKERS,1600,1300,1000,880,880,720,590,590,1000,590,590,720,720,880,880,720,720,1000,720,590,590,720,480,880
CARRIZO OIL AND GAS,2900,2400,2400,2400,2400,2400,2900,2900,2900,2400,2900,3600,2400,2900,2400,2400,2400,2400,2900,1900,2400,1600,1600,1900
BOSTON BEER,1900,1900,2400,1900,1600,1600,1300,1600,1900,1900,1600,1900,2400,1900,2400,1300,1300,1600,1600,1600,1600,1600,1300,1600
ASBURY AUTOMOTIVE GROUP,1000,1300,1300,1300,1600,1600,1600,1600,1900,1300,1300,1900,1600,1600,1600,1600,1900,2400,2400,2400,2900,2400,2400,2900
PACIRA PHARMACEUTICALS,1600,1900,1600,1600,1600,1600,1300,1600,1900,1300,1300,1600,1600,2400,2400,1900,1900,1900,1600,1900,2400,1600,1900,1900
FIESTA RESTAURANT,1000,1000,880,1300,1000,1300,1300,1000,1300,1000,1300,1300,1300,1300,1600,1600,1600,2400,1900,1600,1600,1900,1900,1900
AMERISAFE,1900,1900,1900,1900,1900,1900,1900,1900,2400,1900,1900,2400,2400,2400,2400,1900,2400,2400,2400,1900,2400,1900,1900,1900
MEMORIAL RESOURCE DEVELOPMENT,390,390,720,720,2400,1300,1600,1600,1300,1900,1600,2400,2400,2400,2400,1900,2400,1900,2400,2900,1900,1900,1600,1900
RSP PERMIAN,1900,1600,1900,1900,1600,2400,2400,2400,1900,1600,1300,1900,1900,2400,1900,1900,1600,1900,2900,1900,2900,1900,1600,1900
