Keyword,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016,Searches: Feb 2016
$FITB,8100,8100,5400,5400,6600,5400,4400,6600,5400,6600,8100,6600,6600,6600,6600,6600,6600,6600,5400,6600,5400,6600,8100,8100
$HRL,3600,3600,3600,2400,2400,2900,2400,2900,2900,2900,2900,3600,3600,3600,3600,2400,2900,4400,2900,4400,4400,5400,5400,8100
$LRCX,2900,5400,4400,4400,6600,4400,5400,6600,5400,4400,5400,4400,5400,8100,5400,4400,5400,6600,6600,8100,4400,4400,6600,5400
$PRGO,2900,2900,2900,1600,2900,2400,1900,1900,1900,1900,1600,1600,1900,8100,3600,2900,2900,3600,3600,3600,6600,2900,2400,3600
$BCR,9900,9900,8100,8100,8100,8100,8100,9900,8100,9900,9900,9900,9900,8100,8100,8100,9900,9900,9900,9900,9900,9900,9900,9900
$VTR,8100,8100,6600,6600,6600,6600,8100,8100,6600,6600,8100,8100,8100,8100,6600,8100,8100,8100,8100,8100,8100,6600,8100,9900
$OKE,5400,5400,5400,5400,4400,4400,4400,5400,4400,6600,6600,6600,6600,5400,5400,6600,6600,8100,5400,6600,6600,9900,9900,9900
$CCE,8100,8100,8100,6600,8100,8100,9900,9900,8100,6600,8100,8100,9900,8100,8100,6600,8100,8100,9900,9900,8100,6600,8100,8100
$RRC,8100,8100,8100,8100,8100,9900,8100,9900,8100,9900,9900,9900,9900,9900,8100,8100,9900,8100,6600,8100,8100,8100,9900,9900
$PVH,9900,9900,8100,8100,8100,8100,9900,8100,8100,8100,8100,8100,9900,8100,6600,9900,8100,8100,8100,9900,8100,8100,8100,8100
$CNP,5400,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,8100,8100,8100,9900,9900,8100,8100,8100,8100,8100,8100,8100,8100
$CFG,5400,5400,5400,5400,5400,5400,9900,6600,5400,5400,6600,5400,6600,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400
$PKI,9900,9900,9900,9900,9900,8100,9900,9900,8100,8100,8100,9900,9900,9900,9900,9900,9900,9900,9900,9900,8100,8100,8100,9900
$IPG,8100,8100,8100,9900,9900,8100,8100,8100,6600,6600,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,6600,8100,9900
$BAX,9900,9900,6600,6600,6600,6600,6600,8100,6600,8100,8100,8100,8100,8100,9900,8100,9900,8100,6600,8100,6600,6600,6600,6600
$HST,8100,8100,8100,6600,8100,8100,8100,8100,6600,8100,8100,8100,9900,8100,8100,8100,8100,8100,8100,8100,8100,9900,8100,9900
$CBG,6600,5400,5400,5400,6600,5400,6600,8100,6600,6600,8100,8100,9900,9900,8100,8100,6600,8100,8100,8100,8100,8100,8100,9900
$VFC,9900,9900,8100,6600,6600,6600,8100,8100,8100,8100,8100,9900,8100,6600,6600,6600,8100,8100,6600,9900,8100,6600,9900,9900
$PCG,8100,8100,8100,6600,6600,6600,8100,8100,8100,8100,9900,9900,9900,9900,8100,8100,8100,9900,8100,8100,8100,8100,9900,9900
$EQT,9900,9900,9900,8100,9900,8100,9900,9900,8100,8100,9900,9900,9900,9900,8100,9900,9900,9900,9900,9900,8100,8100,8100,9900
$WHR,8100,6600,8100,6600,8100,6600,6600,8100,6600,8100,8100,9900,8100,8100,8100,6600,8100,6600,6600,8100,6600,8100,9900,9900
$HBI,5400,6600,6600,6600,6600,5400,5400,6600,5400,4400,5400,6600,9900,8100,8100,6600,6600,8100,5400,6600,5400,5400,6600,6600
$BDX,3600,4400,3600,3600,3600,3600,3600,9900,6600,5400,5400,5400,6600,5400,4400,3600,4400,6600,4400,3600,5400,4400,5400,5400
$XRX,8100,9900,8100,8100,8100,6600,6600,8100,5400,8100,6600,6600,5400,8100,5400,5400,6600,6600,4400,6600,6600,6600,8100,6600
$SYF,1000,1000,880,1000,6600,8100,5400,5400,4400,2900,3600,2900,2400,2900,2400,1900,2900,2900,2900,9900,9900,4400,4400,4400
$CTXS,6600,9900,6600,5400,6600,6600,5400,6600,3600,3600,6600,5400,3600,9900,4400,8100,8100,8100,5400,9900,9900,4400,9900,6600
$PXD,6600,8100,8100,8100,5400,6600,4400,6600,6600,9900,8100,8100,5400,5400,9900,5400,6600,6600,4400,5400,5400,5400,8100,6600
$CHRW,5400,8100,6600,6600,6600,5400,4400,6600,4400,5400,5400,5400,5400,8100,6600,6600,9900,8100,8100,8100,6600,6600,6600,8100
$ALXN,9900,9900,6600,4400,6600,4400,4400,8100,5400,6600,6600,4400,6600,6600,9900,8100,9900,6600,6600,9900,5400,6600,6600,4400
$MDLZ,4400,4400,5400,3600,3600,3600,2900,3600,4400,3600,2900,4400,5400,5400,5400,5400,5400,9900,5400,6600,4400,4400,5400,6600
$BBBY,5400,9900,5400,9900,6600,4400,8100,4400,5400,4400,6600,3600,3600,6600,4400,5400,4400,3600,3600,3600,4400,5400,6600,4400
$HRS,9900,9900,9900,9900,9900,9900,9900,9900,8100,8100,9900,12100,12100,12100,12100,9900,9900,12100,12100,12100,9900,9900,12100,12100
$OMC,12100,12100,12100,12100,12100,9900,9900,9900,9900,9900,9900,9900,9900,9900,12100,9900,12100,9900,9900,9900,8100,8100,9900,12100
$NUE,8100,8100,8100,6600,8100,8100,8100,8100,8100,8100,9900,9900,9900,9900,8100,9900,9900,12100,12100,9900,9900,9900,12100,12100
$ETR,9900,9900,9900,9900,9900,8100,6600,8100,6600,8100,9900,9900,9900,9900,8100,8100,9900,9900,9900,9900,8100,8100,9900,12100
$MUR,5400,5400,5400,4400,4400,4400,5400,5400,6600,9900,6600,6600,5400,6600,5400,5400,6600,6600,6600,6600,6600,12100,9900,8100
$DVA,12100,9900,9900,8100,8100,6600,8100,8100,8100,6600,6600,8100,9900,8100,6600,6600,6600,8100,6600,6600,8100,6600,8100,8100
$BLL,8100,9900,9900,8100,8100,9900,9900,9900,9900,9900,9900,12100,9900,9900,9900,8100,9900,9900,12100,9900,9900,9900,12100,9900
$PHM,12100,12100,9900,6600,5400,6600,6600,6600,5400,4400,8100,6600,5400,5400,5400,3600,3600,4400,3600,4400,3600,3600,4400,4400
$ADSK,8100,6600,8100,6600,5400,8100,5400,9900,9900,5400,4400,8100,6600,8100,6600,5400,5400,8100,6600,9900,12100,6600,6600,9900
$RHT,9900,9900,6600,9900,6600,6600,9900,9900,6600,9900,6600,5400,12100,9900,6600,9900,8100,8100,8100,8100,8100,8100,8100,8100
$KMX,4400,6600,3600,6600,3600,3600,5400,5400,3600,8100,4400,4400,6600,12100,5400,6600,5400,6600,6600,5400,4400,6600,6600,6600
$SYY,6600,6600,6600,6600,6600,6600,8100,9900,9900,9900,12100,12100,8100,8100,9900,12100,8100,12100,6600,6600,6600,5400,5400,9900
$GRMN,9900,8100,6600,8100,9900,6600,8100,8100,8100,8100,8100,9900,6600,8100,5400,6600,9900,6600,5400,8100,5400,8100,8100,12100
$TXT,12100,12100,12100,9900,9900,8100,9900,12100,12100,9900,9900,9900,12100,12100,9900,9900,12100,12100,12100,12100,12100,12100,14800,14800
$VAR,14800,14800,14800,12100,12100,12100,14800,14800,12100,12100,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,12100,12100,14800,14800
$ORLY,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,14800,12100,12100,14800,14800,12100,12100,12100,9900,12100,12100
$IFF,9900,9900,14800,12100,12100,12100,12100,12100,9900,9900,9900,9900,9900,12100,9900,9900,9900,9900,9900,9900,9900,9900,9900,12100
$HES,12100,14800,12100,12100,12100,12100,12100,14800,12100,14800,14800,14800,14800,12100,12100,12100,12100,12100,12100,12100,12100,12100,14800,14800
$WEC,8100,12100,8100,9900,6600,6600,12100,8100,9900,8100,8100,8100,9900,14800,12100,14800,9900,12100,12100,9900,9900,8100,9900,9900
$STT,14800,12100,12100,12100,12100,12100,12100,14800,12100,12100,12100,12100,14800,12100,12100,12100,12100,14800,12100,12100,12100,12100,14800,12100
$PBI,14800,14800,12100,9900,12100,12100,9900,12100,12100,12100,12100,14800,14800,12100,9900,12100,12100,12100,9900,12100,9900,12100,12100,12100
$KSS,6600,6600,6600,5400,6600,8100,6600,8100,6600,6600,6600,9900,8100,6600,9900,6600,6600,8100,6600,8100,12100,9900,9900,14800
$BLK,12100,12100,9900,9900,12100,9900,12100,14800,9900,9900,9900,12100,12100,12100,9900,9900,12100,12100,12100,12100,9900,9900,14800,12100
$INTU,5400,5400,5400,4400,5400,5400,4400,5400,5400,4400,5400,8100,6600,5400,6600,5400,6600,14800,8100,6600,8100,5400,5400,8100
$ESV,14800,14800,12100,9900,9900,12100,14800,14800,12100,14800,14800,14800,14800,12100,12100,9900,12100,12100,12100,12100,9900,9900,12100,12100
$AMAT,12100,9900,12100,12100,12100,12100,9900,12100,12100,12100,12100,14800,9900,12100,12100,8100,8100,9900,8100,9900,8100,8100,8100,9900
$BWA,6600,8100,8100,6600,8100,8100,8100,9900,8100,8100,12100,12100,12100,9900,12100,9900,12100,12100,9900,12100,12100,9900,14800,14800
$HIG,14800,12100,12100,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,14800,12100,9900,12100,9900,9900,12100,12100
$WDC,9900,12100,9900,9900,9900,8100,8100,9900,8100,8100,9900,8100,8100,9900,8100,9900,9900,8100,9900,14800,9900,8100,12100,12100
$ITW,12100,14800,12100,9900,9900,9900,9900,12100,9900,8100,9900,12100,12100,12100,12100,9900,9900,9900,12100,12100,9900,8100,12100,12100
$DHR,9900,12100,12100,12100,12100,12100,12100,12100,9900,9900,12100,12100,12100,12100,14800,12100,14800,14800,14800,14800,14800,12100,14800,14800
$MCK,12100,12100,12100,12100,9900,12100,12100,14800,9900,9900,9900,12100,12100,9900,12100,12100,12100,14800,12100,14800,12100,9900,14800,12100
$MKC,5400,5400,5400,6600,8100,9900,14800,12100,9900,9900,8100,8100,6600,6600,6600,6600,6600,8100,6600,6600,6600,5400,6600,6600
$SHW,9900,9900,8100,6600,9900,8100,8100,12100,9900,12100,12100,9900,12100,9900,9900,9900,14800,14800,12100,14800,12100,9900,12100,12100
$PNW,6600,6600,6600,6600,8100,8100,9900,8100,8100,9900,9900,9900,12100,9900,9900,12100,12100,12100,14800,12100,9900,9900,12100,12100
$URBN,12100,9900,9900,8100,9900,14800,12100,12100,14800,12100,9900,9900,12100,9900,14800,12100,12100,12100,9900,9900,14800,9900,9900,8100
$JNPR,9900,12100,6600,5400,12100,8100,6600,9900,9900,5400,8100,8100,6600,9900,8100,6600,9900,8100,4400,14800,8100,6600,9900,9900
$KHC,1000,1000,1000,1000,1000,1000,1300,1000,1000,1000,1300,1300,1300,1300,1000,1300,14800,9900,6600,6600,8100,8100,8100,9900
$ESRX,12100,12100,9900,8100,9900,9900,8100,9900,9900,14800,12100,14800,12100,12100,9900,9900,12100,8100,6600,9900,6600,6600,9900,9900
$HBAN,12100,14800,9900,9900,12100,9900,9900,9900,8100,8100,9900,8100,9900,8100,6600,6600,8100,8100,6600,6600,6600,6600,12100,9900
$MMC,18100,18100,18100,14800,14800,14800,18100,18100,18100,14800,18100,18100,18100,18100,14800,14800,14800,18100,18100,18100,14800,14800,18100,18100
$TDC,12100,12100,12100,9900,12100,12100,12100,12100,12100,12100,14800,18100,14800,12100,12100,12100,12100,12100,12100,12100,12100,12100,14800,14800
$TEL,14800,18100,12100,9900,9900,12100,14800,14800,14800,14800,14800,14800,18100,14800,12100,9900,9900,12100,14800,14800,14800,12100,14800,18100
$LH,14800,18100,18100,12100,14800,12100,14800,14800,14800,14800,14800,14800,18100,18100,18100,14800,14800,14800,14800,14800,14800,14800,14800,14800
$SRE,12100,12100,12100,12100,14800,12100,12100,14800,12100,12100,14800,14800,14800,12100,12100,12100,14800,14800,14800,14800,14800,12100,18100,14800
$MLM,18100,18100,18100,18100,18100,18100,14800,14800,14800,12100,14800,14800,18100,18100,18100,18100,18100,18100,18100,18100,14800,14800,18100,18100
$RCL,14800,12100,12100,9900,9900,12100,12100,14800,12100,12100,18100,14800,18100,14800,14800,12100,12100,14800,14800,14800,12100,12100,18100,18100
$LEN,18100,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,18100,14800,14800,14800,14800,14800,14800,14800,14800,14800,18100,14800
$WY,18100,18100,18100,18100,18100,18100,14800,14800,14800,14800,18100,14800,14800,14800,14800,14800,18100,18100,18100,14800,18100,18100,18100,18100
$AWK,18100,18100,18100,18100,14800,14800,18100,18100,18100,14800,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,14800,18100,18100
$AEE,12100,12100,12100,12100,12100,14800,12100,12100,12100,12100,14800,12100,12100,12100,12100,14800,14800,18100,14800,14800,12100,12100,14800,12100
$JCI,14800,18100,14800,14800,14800,12100,12100,14800,12100,12100,12100,12100,12100,12100,12100,14800,14800,12100,12100,12100,9900,9900,14800,12100
$RTN,18100,14800,14800,12100,12100,12100,14800,14800,12100,12100,12100,12100,14800,14800,12100,12100,14800,12100,12100,14800,14800,14800,14800,12100
$PRU,18100,18100,14800,18100,14800,14800,14800,18100,14800,18100,14800,18100,18100,14800,14800,14800,14800,18100,14800,14800,14800,14800,18100,18100
$CTL,14800,14800,14800,12100,14800,12100,12100,14800,12100,12100,12100,12100,12100,14800,14800,14800,14800,14800,14800,14800,12100,12100,12100,18100
$DUK,14800,14800,14800,12100,14800,14800,14800,18100,14800,14800,14800,18100,18100,14800,12100,12100,14800,18100,14800,14800,18100,18100,18100,18100
$FFIV,12100,18100,12100,8100,12100,9900,8100,12100,8100,8100,12100,8100,8100,12100,9900,8100,12100,9900,6600,9900,8100,9900,12100,9900
$BSX,12100,12100,9900,8100,8100,6600,6600,9900,8100,6600,12100,14800,18100,14800,9900,9900,8100,8100,6600,9900,8100,6600,8100,8100
$PFG,18100,14800,12100,14800,14800,14800,12100,12100,9900,12100,12100,14800,14800,14800,14800,14800,14800,14800,14800,12100,12100,12100,12100,12100
$FDX,9900,8100,8100,9900,8100,6600,12100,12100,9900,18100,14800,9900,14800,12100,8100,14800,9900,12100,12100,9900,9900,14800,12100,12100
$AKAM,12100,9900,12100,9900,12100,8100,9900,12100,8100,8100,8100,14800,9900,12100,9900,9900,12100,9900,8100,14800,12100,9900,12100,18100
$DVN,6600,6600,6600,8100,6600,6600,5400,8100,8100,9900,8100,9900,6600,6600,5400,3600,4400,6600,4400,5400,4400,8100,12100,18100
$LVLT,14800,18100,18100,14800,14800,12100,12100,14800,18100,12100,12100,14800,12100,12100,12100,12100,14800,12100,9900,12100,8100,9900,9900,12100
$MNST,3600,3600,4400,3600,3600,18100,5400,5400,6600,5400,6600,14800,12100,8100,14800,9900,8100,9900,5400,6600,9900,5400,5400,12100
$JWN,4400,4400,8100,4400,4400,6600,5400,6600,6600,5400,5400,8100,6600,5400,6600,5400,4400,8100,4400,8100,18100,8100,8100,12100
$CSRA,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1900,1900,1600,1600,1900,1900,1900,1900,8100,14800,18100,18100
$BXLT,10,0,10,10,0,10,40,10,20,30,30,50,70,50,210,880,8100,14800,5400,5400,6600,9900,18100,5400
$ETN,18100,22200,14800,14800,18100,18100,14800,22200,18100,18100,18100,18100,18100,18100,14800,18100,18100,18100,14800,18100,14800,18100,18100,18100
$UNP,12100,12100,14800,18100,14800,14800,14800,22200,18100,18100,22200,18100,18100,22200,18100,18100,22200,18100,14800,18100,12100,18100,18100,18100
$LEG,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,22200,18100,22200,22200,22200,18100,18100,18100,22200,22200,22200,22200,22200,22200
$NSC,18100,22200,22200,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,22200,18100,14800,18100,18100,18100,18100,22200,18100,22200,18100
$WBA,6600,8100,8100,6600,8100,8100,8100,12100,14800,8100,18100,12100,14800,18100,14800,12100,14800,14800,12100,22200,22200,12100,14800,12100
$NEM,18100,18100,12100,12100,12100,12100,9900,12100,12100,12100,14800,12100,12100,12100,12100,9900,14800,14800,12100,14800,9900,12100,18100,22200
$FMC,22200,18100,18100,18100,18100,18100,18100,18100,14800,14800,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,14800,14800,18100,22200
$ARG,12100,12100,9900,14800,14800,12100,12100,14800,14800,12100,12100,12100,14800,18100,18100,18100,14800,14800,14800,14800,22200,14800,22200,18100
$ROK,8100,9900,8100,8100,8100,8100,6600,9900,8100,9900,9900,9900,12100,9900,12100,9900,9900,12100,9900,9900,12100,12100,12100,22200
$GME,22200,14800,14800,12100,12100,14800,12100,12100,18100,14800,14800,12100,18100,12100,12100,12100,9900,12100,9900,9900,14800,14800,12100,12100
$CPB,14800,14800,12100,12100,14800,12100,14800,14800,14800,14800,18100,18100,18100,18100,14800,14800,14800,14800,18100,18100,18100,18100,18100,22200
$HCN,18100,18100,14800,8100,6600,8100,18100,22200,18100,18100,14800,18100,18100,18100,14800,9900,8100,9900,18100,22200,22200,14800,14800,22200
$OXY,22200,22200,22200,18100,18100,18100,18100,22200,18100,22200,22200,18100,22200,18100,18100,18100,22200,22200,18100,18100,18100,18100,22200,22200
$CAH,14800,14800,14800,12100,14800,14800,14800,14800,18100,22200,18100,14800,18100,18100,14800,14800,14800,18100,14800,18100,18100,18100,18100,18100
$MNK,2900,6600,5400,3600,3600,8100,8100,6600,6600,6600,6600,8100,12100,9900,8100,9900,8100,12100,9900,12100,22200,12100,8100,9900
$HCP,9900,12100,9900,8100,8100,9900,9900,12100,9900,9900,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,14800,12100,14800,22200
$EXC,18100,18100,18100,14800,14800,12100,12100,14800,12100,14800,14800,14800,14800,14800,14800,12100,12100,14800,18100,18100,14800,14800,18100,22200
$KORS,18100,12100,18100,9900,12100,14800,12100,9900,14800,12100,12100,12100,9900,9900,22200,14800,12100,14800,6600,8100,12100,9900,6600,12100
$EXPE,12100,12100,14800,9900,14800,12100,8100,12100,8100,8100,9900,18100,12100,12100,12100,12100,14800,14800,12100,18100,14800,12100,14800,22200
$ADBE,22200,18100,14800,22200,14800,12100,18100,14800,9900,22200,18100,9900,18100,12100,9900,18100,14800,14800,18100,18100,12100,22200,22200,22200
$VLO,14800,14800,14800,18100,22200,14800,12100,14800,14800,14800,14800,18100,18100,18100,14800,12100,18100,22200,14800,14800,14800,14800,22200,22200
$SWN,5400,5400,4400,3600,4400,4400,4400,8100,5400,8100,9900,8100,8100,6600,6600,5400,6600,8100,6600,8100,8100,14800,22200,18100
$EOG,14800,18100,22200,18100,12100,12100,12100,18100,18100,22200,18100,22200,18100,14800,18100,12100,12100,14800,12100,9900,9900,9900,12100,12100
$MYL,8100,9900,8100,5400,6600,6600,6600,8100,6600,6600,6600,6600,12100,22200,14800,12100,18100,12100,12100,14800,14800,9900,9900,12100
$LLY,9900,12100,9900,9900,9900,9900,12100,9900,9900,12100,12100,12100,12100,12100,9900,18100,18100,14800,14800,22200,12100,14800,14800,14800
$COH,9900,12100,12100,22200,18100,18100,12100,14800,12100,12100,14800,12100,9900,12100,8100,8100,8100,9900,6600,8100,8100,6600,9900,8100
$NTAP,9900,8100,12100,9900,12100,18100,9900,12100,12100,9900,8100,9900,8100,9900,18100,18100,12100,22200,9900,14800,12100,14800,14800,18100
$TWX,12100,12100,12100,9900,22200,18100,9900,14800,12100,9900,9900,12100,12100,12100,9900,9900,9900,14800,9900,12100,14800,9900,18100,14800
$QRVO,0,10,0,10,10,10,90,70,110,260,18100,12100,18100,18100,22200,14800,18100,14800,9900,12100,14800,9900,12100,9900
$SPLS,22200,12100,18100,12100,12100,14800,14800,9900,12100,22200,22200,22200,12100,8100,8100,8100,9900,9900,9900,9900,9900,14800,14800,12100
$SYMC,22200,12100,14800,9900,8100,12100,8100,14800,9900,6600,6600,9900,6600,8100,8100,6600,6600,12100,6600,5400,5400,6600,6600,9900
$CVC,22200,22200,22200,18100,22200,22200,22200,27100,22200,22200,27100,22200,27100,22200,22200,22200,22200,27100,27100,27100,27100,27100,27100,27100
$RAI,22200,18100,22200,18100,22200,18100,18100,18100,18100,18100,18100,18100,22200,22200,22200,22200,22200,22200,27100,27100,22200,22200,27100,27100
$XL,18100,14800,14800,14800,14800,14800,18100,18100,18100,18100,18100,18100,18100,18100,18100,14800,14800,18100,18100,18100,18100,18100,22200,27100
$NAVI,14800,14800,18100,18100,18100,18100,14800,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,22200,18100,27100,22200,22200,22200,18100
$PEG,22200,27100,22200,18100,22200,22200,22200,22200,22200,22200,22200,22200,27100,27100,22200,22200,22200,22200,22200,27100,22200,22200,27100,27100
$NBL,14800,18100,18100,9900,8100,9900,12100,22200,9900,9900,12100,14800,22200,27100,14800,12100,9900,9900,12100,22200,9900,9900,9900,18100
$SNA,22200,22200,22200,18100,22200,18100,18100,22200,18100,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,27100,22200,27100,27100,27100
$CCL,18100,14800,14800,14800,14800,14800,14800,18100,12100,14800,22200,18100,18100,18100,14800,14800,14800,18100,18100,18100,14800,14800,22200,27100
$RL,18100,18100,18100,14800,14800,18100,18100,18100,18100,18100,18100,22200,22200,22200,22200,18100,18100,18100,27100,27100,27100,22200,22200,27100
$POM,18100,22200,22200,18100,18100,14800,14800,22200,18100,18100,22200,18100,22200,18100,22200,22200,22200,22200,18100,22200,22200,22200,27100,22200
$CMI,27100,22200,22200,22200,22200,22200,22200,27100,18100,18100,22200,22200,22200,22200,18100,18100,22200,22200,22200,27100,22200,27100,27100,27100
$CAG,27100,22200,22200,27100,27100,27100,22200,22200,27100,27100,27100,22200,22200,22200,22200,22200,22200,22200,18100,22200,27100,22200,22200,22200
$TMO,22200,22200,18100,18100,18100,18100,27100,22200,22200,22200,22200,18100,22200,22200,18100,22200,22200,22200,27100,27100,22200,22200,22200,22200
$COG,27100,22200,22200,22200,22200,22200,22200,22200,22200,22200,27100,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,27100,22200
$PX,22200,22200,18100,18100,18100,18100,18100,18100,22200,22200,18100,18100,18100,22200,18100,18100,22200,22200,18100,18100,27100,27100,22200,22200
$COF,22200,22200,18100,18100,18100,18100,14800,18100,14800,14800,18100,18100,18100,18100,18100,18100,27100,22200,18100,27100,18100,18100,27100,27100
$STX,27100,22200,22200,14800,14800,14800,12100,14800,14800,12100,14800,14800,18100,18100,14800,14800,14800,14800,14800,18100,14800,12100,18100,18100
$BMY,22200,22200,22200,22200,18100,14800,12100,22200,18100,22200,22200,18100,27100,22200,22200,22200,22200,22200,22200,27100,18100,18100,22200,18100
$AVGO,2900,2900,4400,3600,4400,6600,9900,8100,5400,12100,8100,14800,18100,14800,27100,22200,18100,22200,14800,14800,12100,18100,14800,22200
$BHI,9900,12100,9900,9900,12100,8100,8100,12100,27100,14800,14800,12100,9900,12100,8100,8100,12100,12100,9900,9900,9900,12100,12100,9900
$TXN,14800,18100,12100,12100,18100,12100,12100,22200,18100,14800,18100,18100,18100,18100,14800,14800,22200,18100,14800,27100,14800,12100,22200,18100
$ABBV,8100,9900,8100,9900,14800,8100,9900,14800,14800,27100,18100,27100,27100,22200,14800,14800,14800,12100,12100,22200,14800,9900,18100,14800
$WMB,4400,4400,4400,12100,6600,5400,5400,8100,5400,8100,8100,9900,8100,8100,8100,18100,12100,14800,22200,12100,8100,14800,27100,27100
$GLW,27100,27100,18100,18100,22200,14800,18100,18100,14800,18100,18100,18100,18100,14800,12100,14800,14800,14800,12100,14800,12100,12100,12100,12100
$VRTX,9900,9900,12100,27100,12100,6600,9900,12100,8100,12100,12100,9900,14800,12100,18100,9900,18100,12100,12100,12100,8100,6600,12100,8100
$LM,27100,27100,27100,27100,27100,27100,27100,27100,22200,22200,27100,22200,27100,27100,27100,27100,33100,33100,27100,27100,27100,27100,27100,27100
$DG,33100,27100,27100,27100,27100,33100,33100,27100,27100,33100,33100,27100,33100,33100,33100,27100,27100,33100,33100,33100,27100,33100,33100,33100
$FIS,27100,22200,22200,18100,22200,18100,22200,22200,22200,22200,27100,33100,27100,22200,22200,22200,22200,33100,27100,27100,27100,33100,33100,33100
$AMG,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,33100,33100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100
$HAS,18100,18100,18100,18100,18100,18100,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,27100,27100,27100,33100,27100,27100,27100,33100
$AON,27100,22200,22200,22200,33100,27100,27100,27100,22200,22200,27100,27100,27100,27100,22200,27100,27100,27100,33100,33100,27100,22200,27100,27100
$LB,22200,27100,27100,27100,27100,27100,27100,27100,22200,22200,22200,22200,22200,27100,27100,27100,27100,33100,33100,33100,27100,27100,27100,27100
$CCI,33100,27100,27100,33100,27100,27100,27100,33100,27100,27100,33100,27100,33100,27100,27100,27100,27100,27100,27100,27100,27100,27100,33100,33100
$AET,14800,14800,18100,9900,12100,12100,18100,18100,14800,18100,27100,22200,22200,18100,22200,18100,14800,18100,22200,27100,22200,22200,33100,27100
$WU,22200,22200,22200,22200,22200,22200,22200,22200,27100,27100,27100,27100,33100,27100,27100,27100,27100,27100,27100,27100,27100,27100,33100,27100
$NOC,27100,27100,22200,27100,27100,27100,27100,22200,22200,22200,27100,27100,27100,22200,22200,22200,27100,27100,27100,33100,27100,22200,27100,27100
$XRAY,18100,18100,18100,14800,14800,14800,18100,18100,18100,18100,18100,18100,27100,27100,27100,18100,14800,18100,27100,27100,27100,33100,33100,33100
$HOG,33100,33100,33100,27100,27100,22200,27100,33100,27100,27100,33100,27100,33100,33100,33100,27100,27100,27100,27100,33100,27100,27100,33100,33100
$NOV,27100,27100,22200,22200,22200,18100,22200,27100,27100,27100,27100,22200,22200,22200,22200,18100,22200,22200,18100,22200,33100,18100,22200,22200
$PPG,33100,33100,33100,33100,33100,27100,33100,33100,27100,27100,27100,27100,33100,27100,27100,33100,33100,33100,33100,33100,27100,27100,33100,33100
$ROP,12100,12100,12100,12100,12100,12100,12100,12100,12100,9900,14800,12100,14800,12100,12100,12100,12100,14800,18100,14800,33100,14800,14800,14800
$MDT,33100,33100,27100,33100,27100,27100,27100,33100,27100,27100,33100,27100,33100,33100,33100,33100,33100,33100,33100,33100,22200,27100,27100,27100
$EMR,27100,27100,27100,22200,22200,22200,27100,27100,22200,22200,27100,27100,27100,27100,27100,27100,27100,33100,33100,33100,27100,27100,33100,33100
$FTR,27100,22200,22200,18100,18100,18100,22200,22200,18100,22200,22200,33100,22200,18100,22200,27100,22200,27100,22200,22200,22200,18100,22200,27100
$TJX,27100,22200,27100,22200,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,33100,33100,33100,33100,27100,33100,33100
$CMCSA,27100,33100,22200,22200,27100,18100,22200,22200,22200,22200,22200,27100,27100,33100,22200,22200,33100,27100,18100,22200,18100,18100,18100,22200
$ILMN,27100,27100,18100,18100,22200,18100,14800,27100,18100,14800,27100,18100,14800,18100,14800,18100,27100,18100,18100,33100,18100,18100,22200,22200
$SNDK,12100,18100,14800,18100,27100,14800,14800,22200,12100,9900,22200,12100,27100,27100,12100,12100,22200,14800,12100,33100,8100,6600,9900,12100
$ENDP,4400,4400,2900,1900,1900,1900,1900,1900,1300,1000,1900,1600,2900,1600,2400,1300,1300,6600,27100,33100,27100,27100,27100,27100
