Keyword,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016,Searches: Feb 2016
Enterprise Products,9900,9900,9900,9900,12100,12100,12100,12100,9900,9900,12100,12100,12100,12100,9900,12100,12100,12100,12100,12100,9900,9900,12100,12100
Acme Brick,9900,12100,12100,9900,9900,9900,9900,12100,8100,8100,9900,9900,12100,12100,12100,12100,12100,12100,12100,12100,9900,9900,12100,12100
Crown Castle,9900,9900,9900,9900,9900,9900,9900,12100,9900,8100,12100,9900,9900,12100,9900,9900,9900,9900,9900,9900,9900,8100,12100,9900
Boyd Gaming,12100,9900,9900,9900,9900,9900,9900,9900,9900,9900,12100,9900,12100,9900,9900,9900,12100,12100,9900,9900,9900,9900,12100,12100
Brinker International,12100,12100,9900,9900,9900,8100,8100,8100,6600,6600,8100,8100,9900,8100,8100,8100,9900,9900,9900,9900,8100,8100,12100,9900
Cameron International,4400,4400,4400,4400,5400,5400,5400,5400,4400,3600,5400,4400,4400,4400,4400,4400,4400,12100,5400,4400,3600,3600,4400,4400
Diamond Foods,3600,2900,2900,3600,2900,2900,3600,3600,2900,2400,2900,2900,3600,2900,2400,3600,2900,2900,3600,12100,3600,2400,2400,2900
Ansys,9900,12100,9900,9900,9900,9900,12100,12100,9900,8100,12100,12100,12100,12100,9900,9900,9900,12100,12100,12100,9900,8100,12100,14800
Avery Dennison,14800,14800,12100,12100,12100,12100,14800,14800,12100,9900,12100,14800,14800,14800,12100,14800,14800,14800,14800,14800,12100,12100,14800,14800
AGCO,12100,12100,12100,12100,12100,12100,12100,14800,9900,9900,9900,9900,12100,12100,9900,12100,12100,12100,12100,9900,9900,8100,9900,9900
Amphenol,14800,14800,12100,12100,14800,12100,14800,14800,12100,12100,14800,14800,14800,14800,12100,14800,14800,12100,12100,12100,12100,9900,14800,12100
Equinix,12100,12100,9900,12100,12100,9900,12100,12100,9900,9900,12100,12100,14800,12100,14800,14800,14800,14800,14800,14800,14800,12100,14800,14800
Extron,14800,12100,12100,12100,12100,12100,12100,12100,9900,9900,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,9900,9900,9900,12100
Ametek,12100,14800,12100,12100,14800,12100,12100,14800,12100,9900,12100,12100,12100,12100,12100,14800,14800,12100,12100,14800,12100,9900,12100,14800
Columbia Pictures,9900,9900,9900,9900,9900,9900,9900,9900,9900,14800,12100,12100,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900
Alexion,9900,9900,8100,8100,8100,8100,9900,9900,8100,6600,9900,8100,9900,9900,14800,12100,9900,9900,12100,12100,8100,9900,9900,9900
F5 Networks,8100,8100,6600,6600,8100,8100,8100,9900,8100,14800,12100,9900,9900,9900,9900,9900,9900,9900,8100,9900,8100,9900,9900,8100
Discovery Communications,9900,9900,8100,8100,8100,9900,9900,12100,12100,9900,9900,12100,12100,12100,14800,9900,9900,12100,14800,12100,9900,8100,9900,12100
Boston Acoustics,14800,12100,12100,12100,12100,12100,9900,9900,12100,14800,12100,9900,9900,8100,8100,8100,8100,8100,8100,8100,9900,9900,9900,8100
Albemarle,8100,8100,8100,8100,12100,9900,14800,12100,8100,6600,9900,9900,9900,8100,8100,8100,8100,9900,12100,9900,6600,8100,9900,9900
AK Steel,8100,9900,6600,8100,14800,9900,9900,9900,9900,8100,12100,9900,12100,9900,9900,9900,12100,12100,12100,14800,9900,12100,12100,9900
Curtiss Wright,8100,6600,8100,8100,8100,8100,8100,8100,6600,6600,8100,8100,8100,8100,8100,14800,9900,8100,8100,8100,8100,6600,8100,12100
Ground Round,9900,9900,9900,8100,9900,9900,9900,9900,9900,9900,14800,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,14800,14800
Dean Foods,9900,9900,12100,12100,12100,12100,12100,12100,9900,8100,12100,12100,12100,9900,12100,9900,12100,14800,9900,9900,9900,8100,12100,12100
Cliffs Natural Resources,6600,6600,5400,6600,9900,9900,9900,14800,8100,9900,9900,8100,9900,9900,6600,6600,9900,8100,6600,8100,8100,9900,9900,8100
Dominion Resources,8100,6600,5400,6600,6600,5400,6600,6600,6600,6600,6600,8100,6600,6600,5400,6600,6600,8100,6600,6600,8100,6600,8100,14800
Bath Iron Works,4400,6600,5400,4400,4400,4400,4400,4400,3600,4400,4400,3600,4400,4400,4400,4400,5400,5400,5400,5400,4400,14800,4400,5400
Casco Bay Lines,1900,2900,5400,9900,14800,14800,6600,4400,2400,1900,1900,1600,1900,3600,6600,9900,14800,14800,8100,4400,1900,1900,1600,1600
Atmel,9900,9900,9900,9900,9900,9900,9900,9900,8100,8100,9900,9900,9900,9900,9900,12100,9900,9900,18100,9900,8100,8100,14800,9900
Analog Devices,14800,12100,12100,14800,12100,12100,14800,14800,12100,9900,14800,14800,18100,14800,12100,12100,12100,12100,14800,18100,12100,9900,14800,14800
Blistex,9900,8100,6600,5400,6600,6600,6600,8100,14800,12100,14800,12100,9900,8100,8100,6600,6600,8100,8100,9900,12100,14800,18100,14800
Diebold,14800,14800,12100,12100,12100,12100,12100,14800,12100,9900,12100,12100,14800,12100,12100,12100,12100,12100,12100,18100,12100,9900,12100,14800
2K Games,6600,8100,8100,8100,12100,8100,8100,9900,9900,8100,9900,12100,9900,9900,9900,12100,9900,12100,14800,14800,14800,18100,14800,14800
Beechcraft,18100,14800,12100,12100,14800,12100,14800,14800,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,9900,9900,12100,12100
Bain Capital,14800,18100,14800,14800,14800,14800,14800,18100,14800,14800,18100,14800,18100,18100,14800,14800,14800,14800,18100,18100,14800,14800,18100,18100
Applied Materials,12100,12100,14800,12100,14800,14800,14800,14800,12100,9900,14800,14800,14800,18100,14800,12100,14800,14800,12100,12100,12100,9900,12100,14800
Berry Plastics,18100,14800,14800,14800,18100,14800,14800,18100,14800,14800,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,14800,14800,18100,18100
Allison Transmission,14800,14800,14800,12100,14800,14800,18100,14800,12100,12100,14800,14800,18100,14800,18100,14800,14800,14800,14800,14800,12100,12100,14800,18100
American Electric Power,14800,14800,14800,18100,18100,14800,14800,14800,14800,12100,14800,14800,18100,14800,14800,18100,18100,18100,18100,18100,14800,14800,18100,14800
Ballys,18100,18100,18100,18100,18100,14800,14800,14800,12100,14800,18100,14800,14800,14800,14800,14800,18100,14800,12100,12100,9900,12100,14800,14800
Bigelow Tea,14800,12100,9900,8100,8100,8100,9900,12100,14800,14800,18100,18100,14800,12100,9900,8100,9900,9900,12100,14800,14800,14800,18100,14800
Ampex,14800,14800,12100,12100,12100,12100,14800,14800,14800,12100,9900,9900,12100,9900,8100,9900,14800,12100,9900,8100,12100,12100,14800,18100
Consol Energy,12100,9900,9900,9900,12100,9900,9900,12100,9900,9900,12100,9900,12100,12100,9900,12100,18100,12100,12100,18100,12100,9900,14800,14800
Daktronics,12100,9900,9900,9900,9900,9900,12100,9900,9900,8100,9900,18100,12100,9900,9900,9900,8100,9900,9900,9900,9900,8100,9900,9900
BE Aerospace,12100,9900,18100,12100,9900,9900,9900,9900,8100,9900,9900,8100,8100,8100,6600,6600,6600,6600,6600,6600,5400,5400,6600,6600
Arbitron,14800,18100,14800,14800,14800,14800,14800,14800,12100,8100,9900,9900,14800,14800,12100,9900,9900,12100,9900,8100,4400,4400,4400,5400
Compuware,8100,8100,8100,9900,8100,8100,18100,14800,8100,6600,6600,5400,6600,5400,4400,6600,6600,5400,3600,3600,3600,2900,4400,3600
AGL Resources,4400,5400,4400,4400,4400,4400,5400,5400,4400,4400,5400,5400,5400,5400,5400,5400,5400,18100,6600,5400,5400,5400,5400,6600
Fluor,18100,18100,18100,18100,18100,18100,18100,22200,18100,18100,22200,22200,22200,18100,18100,18100,18100,18100,22200,22200,18100,18100,22200,22200
FMC,22200,18100,18100,18100,18100,18100,18100,18100,14800,14800,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,14800,14800,18100,22200
Chiquita,18100,18100,18100,14800,14800,22200,18100,22200,14800,14800,22200,18100,18100,18100,14800,14800,18100,14800,14800,14800,14800,14800,14800,14800
Bain,14800,18100,14800,14800,18100,18100,22200,22200,18100,18100,22200,18100,22200,18100,18100,18100,18100,18100,22200,22200,18100,18100,22200,18100
Corning,22200,22200,18100,18100,22200,18100,22200,22200,22200,18100,22200,18100,22200,22200,18100,22200,22200,22200,22200,22200,18100,18100,22200,22200
Beckman Coulter,22200,22200,22200,18100,22200,18100,18100,22200,18100,14800,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,18100,18100,22200,22200
BFgoodrich,18100,18100,14800,14800,18100,18100,22200,22200,22200,18100,18100,18100,22200,18100,18100,18100,18100,22200,22200,22200,22200,18100,22200,18100
Gilead Sciences,18100,22200,14800,14800,18100,18100,18100,22200,18100,22200,22200,22200,22200,18100,18100,18100,22200,18100,18100,18100,14800,14800,18100,18100
Academi,18100,18100,22200,22200,18100,18100,22200,22200,22200,18100,22200,18100,18100,22200,14800,14800,14800,18100,14800,14800,14800,14800,18100,14800
Biomet,14800,22200,12100,12100,12100,9900,12100,12100,8100,9900,9900,9900,12100,9900,9900,12100,8100,6600,6600,6600,5400,5400,6600,5400
Beazer Homes,22200,22200,22200,18100,22200,22200,18100,18100,14800,14800,22200,22200,22200,22200,22200,22200,22200,22200,22200,18100,14800,14800,22200,22200
General Atomics,18100,18100,14800,14800,18100,14800,14800,18100,14800,12100,18100,18100,18100,18100,14800,18100,18100,18100,18100,18100,18100,14800,22200,18100
EOG Resources,18100,22200,18100,18100,18100,18100,22200,22200,18100,22200,22200,22200,18100,14800,14800,14800,14800,18100,14800,14800,12100,12100,14800,14800
ChexSystems,18100,18100,14800,18100,18100,18100,22200,22200,18100,18100,22200,18100,18100,18100,14800,18100,18100,18100,14800,18100,14800,14800,14800,12100
Avaya,27100,27100,27100,27100,27100,27100,27100,27100,27100,22200,27100,27100,27100,27100,27100,27100,27100,22200,22200,27100,22200,18100,22200,27100
Brinks,18100,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,18100,22200,22200,27100,27100,27100,27100,27100,27100,22200,22200,27100,27100
Avnet,18100,22200,18100,27100,22200,18100,18100,22200,14800,14800,18100,18100,22200,18100,18100,22200,18100,18100,18100,18100,14800,14800,18100,18100
Becton Dickinson,18100,18100,14800,14800,14800,14800,18100,27100,14800,14800,18100,18100,18100,18100,18100,18100,18100,18100,22200,18100,18100,14800,18100,22200
CME Group,22200,18100,14800,14800,14800,14800,18100,22200,22200,22200,27100,27100,27100,22200,18100,18100,22200,22200,22200,22200,22200,22200,27100,27100
Air Products,12100,12100,12100,14800,14800,12100,18100,14800,12100,9900,12100,12100,12100,12100,12100,27100,12100,12100,14800,12100,12100,9900,12100,12100
Anixter,18100,18100,18100,18100,18100,22200,18100,22200,14800,14800,18100,22200,22200,22200,18100,22200,27100,22200,22200,22200,22200,18100,22200,22200
CACI,22200,22200,22200,22200,22200,22200,27100,27100,18100,18100,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,27100,27100
Arrow Electronics,18100,18100,18100,18100,18100,18100,18100,18100,14800,14800,18100,18100,22200,22200,18100,22200,22200,22200,22200,27100,22200,18100,27100,27100
Danaher,14800,18100,14800,14800,14800,12100,18100,18100,12100,12100,14800,14800,14800,14800,27100,18100,18100,18100,18100,18100,14800,12100,18100,14800
Altria,18100,18100,14800,14800,18100,14800,27100,22200,18100,14800,18100,22200,22200,22200,18100,18100,18100,18100,27100,27100,18100,14800,22200,22200
DynCorp,22200,27100,22200,22200,22200,22200,22200,22200,18100,22200,27100,22200,22200,22200,22200,22200,22200,27100,18100,18100,18100,14800,18100,18100
Carroll Shelby,14800,12100,9900,8100,18100,27100,14800,12100,12100,12100,22200,9900,9900,12100,14800,9900,9900,9900,8100,9900,9900,9900,12100,9900
Biggby Coffee,22200,18100,18100,18100,18100,22200,27100,27100,27100,27100,27100,22200,27100,22200,18100,22200,22200,22200,18100,18100,22200,27100,22200,14800
Bloomin Brands,12100,12100,12100,9900,9900,12100,9900,9900,9900,12100,14800,12100,12100,12100,14800,14800,18100,18100,14800,14800,14800,27100,27100,18100
Cinemark Theatres,3600,2900,3600,5400,8100,8100,9900,14800,18100,22200,18100,12100,8100,9900,14800,22200,18100,12100,9900,12100,14800,27100,22200,12100
Exelis,14800,14800,14800,14800,14800,18100,18100,18100,12100,12100,14800,27100,18100,14800,14800,14800,9900,8100,8100,8100,6600,5400,5400,5400
Arch Coal,4400,6600,4400,4400,6600,4400,5400,8100,5400,4400,6600,6600,6600,6600,8100,8100,12100,27100,14800,14800,12100,9900,22200,8100
Abbott,27100,27100,27100,27100,27100,27100,33100,33100,33100,22200,27100,27100,27100,27100,27100,27100,27100,27100,33100,33100,27100,22200,27100,33100
Ariba,27100,27100,27100,27100,27100,27100,27100,27100,22200,22200,27100,27100,33100,33100,33100,33100,33100,33100,33100,33100,27100,27100,33100,33100
Agilent,33100,33100,33100,27100,33100,27100,27100,33100,33100,18100,27100,27100,27100,22200,22200,22200,22200,22200,22200,22200,18100,18100,22200,22200
Callaway,22200,27100,27100,27100,27100,27100,22200,22200,18100,22200,22200,27100,33100,33100,33100,33100,33100,33100,27100,22200,22200,22200,22200,27100
Bechtel,27100,27100,22200,22200,22200,22200,27100,27100,22200,22200,27100,27100,27100,27100,27100,27100,27100,27100,33100,33100,27100,22200,33100,33100
Clorox,22200,22200,22200,22200,22200,22200,27100,27100,22200,22200,22200,22200,27100,33100,27100,27100,27100,27100,27100,27100,22200,22200,27100,27100
Fiserv,27100,27100,27100,27100,27100,27100,27100,27100,22200,22200,27100,27100,33100,27100,27100,27100,27100,27100,27100,33100,27100,22200,27100,27100
Genworth,22200,22200,18100,18100,22200,18100,22200,18100,33100,18100,22200,27100,27100,27100,22200,22200,22200,22200,18100,22200,18100,18100,22200,33100
Clear Channel,27100,27100,27100,27100,27100,27100,33100,22200,18100,18100,18100,14800,14800,12100,12100,12100,12100,12100,12100,9900,9900,9900,9900,9900
AmerisourceBergen,18100,22200,18100,27100,22200,22200,22200,22200,18100,18100,27100,22200,27100,27100,22200,33100,27100,27100,27100,27100,22200,22200,27100,27100
Bennigans,33100,22200,22200,22200,22200,22200,22200,22200,22200,22200,27100,27100,27100,22200,22200,22200,22200,22200,18100,22200,18100,22200,27100,27100
Campbell Soup,12100,12100,12100,9900,9900,9900,12100,18100,18100,14800,18100,14800,14800,12100,12100,12100,12100,12100,14800,18100,33100,22200,27100,18100
Gannett,18100,18100,18100,18100,18100,33100,22200,18100,14800,14800,18100,18100,18100,22200,18100,22200,18100,14800,14800,18100,14800,12100,14800,14800
Foster Farms,9900,9900,12100,8100,18100,8100,12100,14800,9900,27100,9900,8100,8100,8100,12100,14800,9900,9900,8100,9900,9900,33100,8100,8100
AXA,33100,27100,27100,27100,27100,27100,27100,33100,33100,27100,33100,33100,33100,33100,33100,33100,33100,33100,33100,40500,33100,33100,40500,40500
Comodo,33100,40500,33100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,22200,22200,22200,27100,22200,22200,22200,22200,22200,22200
Colgate,33100,27100,22200,22200,22200,40500,33100,33100,27100,27100,33100,27100,33100,33100,27100,27100,27100,27100,33100,27100,27100,27100,27100,33100
Electronic Arts,14800,14800,14800,14800,18100,14800,18100,18100,18100,18100,18100,18100,18100,18100,14800,18100,18100,18100,27100,33100,33100,40500,33100,33100
Gartner,33100,33100,33100,33100,33100,33100,33100,40500,33100,33100,33100,33100,40500,40500,33100,33100,33100,33100,40500,40500,33100,27100,33100,40500
Citigroup,33100,40500,27100,27100,33100,27100,33100,33100,27100,33100,33100,27100,33100,33100,27100,27100,27100,33100,33100,33100,27100,27100,33100,33100
Eli Lilly,33100,40500,33100,27100,27100,27100,33100,33100,22200,22200,27100,27100,33100,33100,27100,33100,33100,33100,33100,40500,33100,27100,33100,33100
Ceridian,33100,33100,33100,33100,33100,27100,27100,33100,33100,33100,40500,33100,33100,33100,27100,27100,33100,33100,27100,27100,27100,27100,40500,33100
Exelon,33100,40500,33100,33100,33100,33100,33100,33100,33100,27100,40500,33100,40500,33100,33100,33100,33100,40500,40500,40500,33100,33100,33100,40500
Boston Scientific,33100,33100,33100,33100,33100,33100,33100,33100,27100,27100,33100,40500,40500,33100,33100,33100,33100,33100,40500,40500,33100,27100,40500,40500
Bristol Myers Squibb,33100,33100,33100,33100,27100,27100,33100,33100,27100,27100,33100,33100,40500,33100,33100,33100,33100,27100,33100,33100,27100,27100,33100,33100
Conair,22200,22200,22200,22200,22200,22200,22200,22200,27100,33100,27100,22200,27100,22200,22200,22200,22200,27100,27100,22200,22200,40500,27100,22200
Celgene,33100,33100,27100,27100,27100,22200,27100,27100,22200,27100,27100,27100,33100,33100,27100,27100,40500,27100,27100,27100,22200,22200,27100,27100
DeVry,40500,33100,33100,33100,33100,33100,33100,33100,27100,27100,40500,33100,33100,33100,27100,27100,33100,33100,33100,33100,27100,22200,40500,33100
Auto Owners Insurance,33100,33100,27100,33100,33100,33100,33100,33100,27100,27100,33100,33100,33100,33100,33100,33100,33100,40500,33100,33100,33100,33100,40500,40500
CareFusion,18100,18100,18100,18100,18100,18100,22200,40500,18100,18100,22200,22200,27100,22200,18100,18100,18100,18100,18100,18100,14800,14800,18100,18100
Constellation Brands,9900,12100,12100,12100,14800,12100,12100,14800,9900,9900,14800,14800,14800,14800,12100,14800,14800,14800,14800,18100,40500,18100,22200,22200
Ameriprise Financial,27100,22200,18100,40500,33100,22200,22200,33100,33100,22200,22200,27100,27100,22200,22200,22200,22200,22200,22200,22200,18100,18100,22200,22200
Coventry Health Care,33100,27100,22200,22200,27100,33100,40500,40500,27100,33100,33100,33100,33100,22200,9900,18100,22200,22200,18100,14800,27100,22200,22200,12100
Cantor Fitzgerald,12100,9900,9900,12100,9900,8100,33100,14800,12100,40500,22200,12100,12100,12100,14800,12100,12100,12100,33100,12100,12100,9900,12100,14800
Eaton,40500,40500,40500,40500,40500,40500,49500,49500,40500,33100,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,33100,40500,40500
Fruit of the Loom,40500,40500,49500,40500,40500,40500,40500,40500,40500,40500,40500,33100,40500,40500,40500,40500,40500,40500,40500,49500,40500,40500,40500,33100
Elizabeth Arden,33100,27100,33100,27100,27100,27100,27100,33100,33100,40500,33100,27100,33100,33100,27100,27100,27100,27100,27100,33100,40500,49500,33100,33100
Ecolab,40500,40500,40500,40500,40500,40500,49500,49500,40500,33100,40500,40500,40500,40500,49500,40500,49500,49500,49500,49500,40500,40500,49500,49500
Exxon,33100,33100,33100,33100,33100,33100,33100,40500,33100,40500,40500,49500,49500,40500,40500,40500,40500,49500,40500,40500,40500,40500,49500,49500
Altera,12100,12100,12100,12100,12100,9900,12100,12100,9900,8100,12100,12100,33100,27100,27100,49500,14800,14800,14800,14800,12100,14800,14800,12100
Fisker,40500,49500,49500,40500,40500,40500,33100,40500,33100,27100,33100,33100,40500,40500,40500,33100,33100,33100,33100,33100,27100,27100,33100,27100
Biogen,12100,12100,9900,9900,12100,9900,9900,12100,9900,14800,14800,14800,40500,33100,27100,27100,49500,33100,33100,49500,27100,22200,33100,33100
Genentech,49500,49500,49500,49500,49500,40500,49500,49500,40500,40500,49500,49500,49500,49500,40500,49500,49500,49500,49500,49500,40500,40500,49500,49500
Booz Allen Hamilton,40500,40500,40500,40500,40500,40500,40500,40500,33100,33100,40500,40500,49500,49500,40500,40500,40500,40500,49500,49500,40500,40500,49500,40500
Altec Lansing,14800,12100,12100,12100,12100,12100,12100,12100,12100,14800,12100,9900,9900,9900,12100,18100,18100,18100,18100,18100,27100,49500,27100,22200
Georgia Pacific,40500,40500,40500,40500,40500,40500,49500,40500,33100,33100,40500,40500,40500,40500,40500,40500,40500,40500,49500,40500,33100,33100,40500,40500
Freeport McMoRan,18100,18100,18100,18100,18100,18100,18100,22200,18100,22200,27100,22200,22200,22200,18100,18100,22200,33100,27100,27100,22200,27100,49500,33100
ConAgra,22200,18100,18100,22200,18100,18100,18100,18100,14800,14800,18100,18100,18100,18100,18100,22200,27100,22200,33100,49500,27100,14800,18100,18100
Devon Energy,22200,22200,22200,22200,22200,22200,27100,22200,22200,22200,27100,22200,22200,22200,18100,18100,18100,22200,18100,18100,14800,22200,33100,49500
Acme Markets,22200,22200,18100,18100,18100,18100,18100,18100,18100,49500,27100,18100,18100,22200,22200,22200,27100,22200,18100,27100,27100,27100,27100,22200
Apache,49500,60500,49500,49500,49500,49500,60500,60500,60500,49500,60500,49500,60500,60500,49500,49500,49500,60500,60500,60500,60500,49500,49500,49500
Dr Pepper,60500,60500,60500,49500,49500,49500,60500,60500,49500,49500,60500,49500,60500,60500,60500,49500,60500,60500,60500,60500,49500,60500,60500,60500
Gillette,27100,33100,27100,40500,33100,49500,40500,60500,49500,40500,40500,27100,33100,33100,27100,33100,33100,33100,33100,33100,33100,33100,40500,40500
Cargill,49500,49500,40500,40500,49500,40500,49500,60500,40500,40500,49500,49500,49500,49500,40500,40500,49500,49500,49500,49500,40500,40500,60500,49500
BlackRock,49500,49500,40500,40500,49500,40500,49500,60500,49500,40500,49500,49500,49500,49500,40500,49500,49500,49500,49500,49500,49500,40500,60500,49500
Franklin Templeton,60500,60500,49500,49500,49500,49500,49500,49500,40500,49500,60500,60500,60500,49500,40500,40500,49500,40500,33100,40500,33100,49500,49500,60500
Blackstone,49500,40500,40500,40500,40500,40500,60500,49500,40500,40500,40500,40500,49500,49500,49500,40500,49500,40500,49500,49500,40500,40500,49500,49500
AbbVie,40500,40500,40500,49500,60500,40500,49500,60500,40500,49500,49500,49500,60500,49500,49500,49500,49500,40500,49500,60500,40500,33100,49500,40500
Alcoa,40500,49500,40500,40500,49500,33100,40500,49500,33100,33100,49500,40500,49500,49500,33100,33100,49500,40500,60500,60500,49500,33100,60500,40500
Amgen,49500,49500,60500,40500,49500,49500,40500,49500,40500,40500,49500,40500,60500,60500,60500,49500,49500,49500,49500,60500,40500,40500,49500,49500
Broadcom,22200,22200,18100,33100,27100,18100,22200,22200,18100,18100,22200,18100,22200,22200,60500,33100,22200,22200,18100,22200,14800,14800,18100,22200
Gulfstream,60500,49500,49500,49500,40500,40500,49500,60500,40500,49500,60500,60500,60500,49500,49500,40500,40500,40500,40500,40500,33100,40500,49500,40500
AMSOIL,60500,60500,60500,49500,49500,49500,49500,49500,49500,49500,49500,49500,60500,60500,60500,60500,60500,60500,60500,60500,49500,49500,60500,60500
Cardinal Health,60500,60500,49500,49500,60500,60500,60500,60500,49500,49500,60500,60500,60500,60500,49500,60500,60500,60500,60500,60500,49500,49500,60500,60500
General Dynamics,49500,49500,49500,40500,49500,49500,60500,60500,49500,49500,60500,49500,60500,49500,49500,49500,49500,49500,60500,60500,49500,49500,60500,60500
ConocoPhillips,40500,40500,40500,40500,40500,40500,49500,49500,40500,49500,60500,40500,40500,40500,33100,33100,40500,49500,49500,40500,27100,33100,49500,49500
General Mills,40500,49500,33100,33100,33100,33100,60500,49500,33100,33100,40500,40500,40500,40500,33100,40500,40500,40500,49500,49500,33100,33100,40500,40500
First Hawaiian Bank,60500,60500,60500,49500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500
Au Bon Pain,49500,49500,49500,49500,49500,49500,49500,60500,60500,49500,49500,49500,60500,60500,49500,60500,60500,60500,60500,60500,60500,49500,49500,60500
Assurant,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,60500,60500,60500,60500,60500,49500,49500,49500,49500,49500,49500
Bissell,49500,40500,40500,33100,33100,40500,33100,33100,40500,40500,40500,33100,40500,33100,40500,33100,40500,40500,40500,40500,60500,49500,40500,49500
DaVita,49500,49500,49500,49500,49500,49500,49500,49500,40500,40500,49500,49500,49500,49500,49500,49500,49500,60500,49500,49500,40500,40500,49500,49500
Allied Insurance,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,49500,49500,49500,49500,49500,49500,49500,60500,60500,60500,49500,49500,60500,60500
Chubb,14800,14800,14800,14800,14800,14800,14800,18100,14800,14800,14800,14800,14800,14800,14800,14800,40500,14800,18100,60500,14800,14800,27100,22200
Dippin Dots,27100,27100,33100,40500,49500,40500,27100,22200,18100,18100,22200,22200,33100,33100,49500,60500,60500,60500,40500,33100,27100,27100,33100,33100
Amerigroup,49500,49500,49500,49500,60500,49500,49500,49500,49500,49500,60500,49500,49500,49500,49500,49500,49500,60500,60500,60500,49500,40500,49500,49500
Cumberland Farms,40500,33100,33100,40500,40500,40500,40500,40500,40500,40500,49500,33100,40500,40500,40500,49500,49500,49500,60500,60500,49500,60500,49500,49500
E Trade,60500,60500,49500,49500,49500,40500,49500,49500,49500,49500,40500,33100,33100,33100,27100,27100,27100,33100,27100,33100,27100,27100,33100,40500
CiCis Pizza,49500,27100,33100,40500,49500,33100,40500,27100,40500,33100,49500,33100,40500,33100,40500,49500,60500,49500,40500,33100,40500,40500,49500,40500
Freddie Mac,60500,49500,40500,40500,40500,40500,40500,40500,33100,33100,40500,40500,40500,40500,33100,33100,40500,33100,33100,33100,33100,33100,33100,40500
