Keyword,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016,Searches: Feb 2016
Barnes and Noble,3350000,3350000,3350000,3350000,3350000,4090000,3350000,3350000,4090000,6120000,4090000,3350000,3350000,2740000,3350000,3350000,4090000,4090000,3350000,3350000,4090000,6120000,4090000,3350000
Expedia,6120000,6120000,6120000,6120000,6120000,6120000,6120000,5000000,4090000,5000000,6120000,6120000,7480000,6120000,6120000,7480000,7480000,7480000,6120000,6120000,6120000,6120000,7480000,7480000
American Airlines,5000000,4090000,5000000,5000000,5000000,4090000,4090000,4090000,4090000,4090000,5000000,5000000,5000000,5000000,5000000,6120000,6120000,6120000,5000000,6120000,6120000,7480000,7480000,7480000
Dicks Sporting Goods,2740000,3350000,3350000,4090000,4090000,5000000,3350000,3350000,6120000,7480000,4090000,3350000,4090000,4090000,4090000,4090000,5000000,5000000,4090000,3350000,6120000,7480000,4090000,4090000
Apple,2740000,2240000,2240000,2740000,2240000,2740000,9140000,4090000,3350000,3350000,2740000,2240000,3350000,2740000,2240000,2740000,2740000,2740000,6120000,3350000,3350000,2740000,2740000,2740000
Costco,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,9140000,9140000,7480000,6120000,6120000,6120000,7480000,7480000,7480000,7480000,7480000,7480000,9140000,9140000,7480000,7480000
Capital One,6120000,6120000,6120000,6120000,7480000,7480000,7480000,7480000,7480000,7480000,7480000,7480000,7480000,7480000,7480000,7480000,9140000,9140000,7480000,7480000,7480000,7480000,7480000,7480000
Bed Bath and Beyond,5000000,4090000,5000000,5000000,6120000,6120000,5000000,4090000,6120000,9140000,5000000,4090000,5000000,5000000,5000000,5000000,6120000,6120000,5000000,5000000,7480000,9140000,6120000,5000000
GameStop,5000000,4090000,4090000,5000000,5000000,5000000,5000000,5000000,7480000,9140000,5000000,5000000,5000000,5000000,4090000,6120000,6120000,6120000,5000000,5000000,9140000,11100000,6120000,6120000
AOL,16600000,16600000,16600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,11100000,13600000,11100000,11100000,11100000,11100000,11100000,9140000,9140000,9140000,9140000,9140000,9140000
Bank of America,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,13600000,16600000,13600000,13600000,13600000,13600000,13600000,13600000
Best Buy,11100000,9140000,9140000,9140000,11100000,11100000,11100000,11100000,20400000,20400000,11100000,11100000,11100000,9140000,11100000,11100000,11100000,13600000,11100000,11100000,24900000,24900000,13600000,11100000
eBay,45500000,45500000,45500000,45500000,45500000,45500000,45500000,45500000,45500000,55600000,45500000,45500000,45500000,45500000,45500000,45500000,45500000,45500000,45500000,45500000,45500000,55600000,45500000,45500000
Amazon,55600000,45500000,45500000,45500000,55600000,55600000,55600000,55600000,68000000,83100000,68000000,55600000,68000000,55600000,55600000,55600000,68000000,68000000,68000000,68000000,83100000,101000000,83100000,68000000
Google,185000000,185000000,185000000,151000000,151000000,185000000,185000000,185000000,185000000,185000000,185000000,151000000,185000000,151000000,151000000,151000000,151000000,151000000,151000000,151000000,151000000,151000000,151000000,151000000
Facebook,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000,414000000
